"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
86,0,0.0042,0.0528,-0.0995,0.1081,1,0,1,0.9661,0.0507,0.8673,1.0664,1,1,1,1.0825,0.07,0.9464,1.2203,1,1,1.5,1.395,0.0854,1.2264,1.5612,1,1,0.3,0.3214,0.0552,0.2102,0.4245,1,1,0.2,0.2286,0.0569,0.1181,0.3414,1,1,-0.15,-0.099,0.045,-0.1878,-0.0158,1,1,0,0.0407,0.0399,-0.0359,0.118,1,0,1,0.9317,0.0557,0.8216,1.0394,1,1,1,0.9068,0.0515,0.805,1.0059,1,1,1.5,1.3802,0.0599,1.2652,1.4996,0,1,2,1.7957,0.0661,1.6691,1.9285,0,1,0.1,0.0952,0.031,0.0482,0.1646,1,1,0.1,0.0967,0.0366,0.0476,0.1819,1,1,0.1,0.094,0.0332,0.0472,0.1713,1,1,0.1,0.0971,0.0339,0.0481,0.1788,1,1,1,1.005,0.048,0.9125,1.0996,1,1,1,0.9975,0.0469,0.9096,1.0931,1,1,0.3,0.3257,0.0315,0.2647,0.3882,1,1,0.3,0.3257,0.0315,0.2647,0.3882,1,1
87,0,0.0513,0.0556,-0.0572,0.1602,1,0,1,0.9338,0.056,0.8232,1.0437,1,1,1,1.0365,0.076,0.8871,1.1854,1,1,1.5,1.5337,0.0917,1.3535,1.7147,1,1,0.3,0.245,0.0545,0.1341,0.3494,1,1,0.2,0.2403,0.0583,0.1278,0.3553,1,1,-0.15,-0.1776,0.0478,-0.2752,-0.0895,1,1,0,0.0313,0.0392,-0.046,0.1067,1,0,1,1.042,0.0527,0.9396,1.146,1,1,1,1.0487,0.054,0.9427,1.155,1,1,1.5,1.5519,0.0609,1.4355,1.6758,1,1,2,1.9402,0.0705,1.8066,2.084,1,1,0.1,0.0868,0.0279,0.0464,0.1527,1,1,0.1,0.1104,0.0413,0.0503,0.2049,1,1,0.1,0.1035,0.0409,0.0494,0.2055,1,1,0.1,0.1847,0.062,0.0703,0.3028,1,1,1,0.9616,0.0481,0.8711,1.0581,1,1,1,1.0473,0.0501,0.9534,1.1504,1,1,0.3,0.3069,0.0325,0.2434,0.3711,1,1,0.3,0.3069,0.0325,0.2434,0.3711,1,1
88,0,0.0385,0.0539,-0.0674,0.144,1,0,1,1.0718,0.0533,0.9678,1.1769,1,1,1,0.9195,0.0735,0.7755,1.0639,1,1,1.5,1.4919,0.0976,1.2985,1.683,1,1,0.3,0.3192,0.0509,0.2252,0.4246,1,1,0.2,0.1233,0.0498,0.0334,0.2319,1,1,-0.15,-0.0598,0.0414,-0.1401,0.0225,0,0,0,0.0561,0.0409,-0.0199,0.1386,1,0,1,0.9464,0.0558,0.8362,1.0544,1,1,1,1.0296,0.0466,0.9387,1.1219,1,1,1.5,1.4552,0.0609,1.3379,1.5782,1,1,2,2.0938,0.0716,1.9578,2.2403,1,1,0.1,0.0942,0.0323,0.0485,0.1733,1,1,0.1,0.0831,0.0261,0.0457,0.1452,1,1,0.1,0.0861,0.0284,0.0459,0.1531,1,1,0.1,0.1487,0.0602,0.0594,0.2777,1,1,1,1.0189,0.049,0.9269,1.1201,1,1,1,0.919,0.042,0.8432,1.0073,1,1,0.3,0.3228,0.0313,0.2636,0.3857,1,1,0.3,0.3228,0.0313,0.2636,0.3857,1,1
89,0,-0.0393,0.0577,-0.1516,0.0734,1,0,1,0.9788,0.0542,0.873,1.0853,1,1,1,1.0235,0.0749,0.8773,1.1706,1,1,1.5,1.374,0.0902,1.1967,1.5509,1,1,0.3,0.289,0.0563,0.1857,0.4052,1,1,0.2,0.2116,0.0521,0.1123,0.3144,1,1,-0.15,-0.1793,0.0442,-0.2681,-0.0946,1,1,0,-0.0494,0.0379,-0.1247,0.0203,1,0,1,1.0687,0.0567,0.9569,1.1789,1,1,1,0.9993,0.0534,0.8934,1.1037,1,1,1.5,1.5237,0.0611,1.406,1.6459,1,1,2,1.897,0.0692,1.7662,2.0372,1,1,0.1,0.091,0.029,0.0479,0.1582,1,1,0.1,0.1293,0.0505,0.0551,0.2427,1,1,0.1,0.1158,0.0475,0.0535,0.2363,1,1,0.1,0.1038,0.0381,0.048,0.1925,1,1,1,1.0055,0.0498,0.9139,1.1101,1,1,1,1.0591,0.0501,0.9667,1.1621,1,1,0.3,0.287,0.0328,0.223,0.3517,1,1,0.3,0.287,0.0328,0.223,0.3517,1,1
90,0,0.0929,0.0522,-0.0096,0.1951,1,0,1,1.0164,0.0508,0.9169,1.1162,1,1,1,0.9072,0.0766,0.7564,1.0575,1,1,1.5,1.4046,0.0954,1.218,1.5911,1,1,0.3,0.2841,0.0605,0.163,0.3924,1,1,0.2,0.2541,0.0556,0.1402,0.3638,1,1,-0.15,-0.1886,0.0453,-0.2776,-0.1043,1,1,0,-0.0216,0.0414,-0.0993,0.0626,1,0,1,0.9393,0.0546,0.8321,1.0459,1,1,1,0.9004,0.0541,0.7911,1.0039,1,1,1.5,1.5645,0.0623,1.446,1.6909,1,1,2,2.0287,0.0728,1.8896,2.1747,1,1,0.1,0.1211,0.0476,0.0502,0.2263,1,1,0.1,0.1051,0.0402,0.0501,0.2001,1,1,0.1,0.1087,0.041,0.0498,0.2035,1,1,0.1,0.0972,0.034,0.0473,0.1814,1,1,1,0.9592,0.0484,0.8669,1.0555,1,1,1,1.0208,0.0493,0.9291,1.121,1,1,0.3,0.2826,0.0315,0.2228,0.346,1,1,0.3,0.2826,0.0315,0.2228,0.346,1,1
91,0,0.023,0.0559,-0.0876,0.132,1,0,1,0.9428,0.0525,0.8403,1.0462,1,1,1,0.9004,0.078,0.7469,1.0526,1,1,1.5,1.4847,0.0932,1.3031,1.6678,1,1,0.3,0.3131,0.0599,0.1991,0.4335,1,1,0.2,0.2047,0.0565,0.1046,0.3241,1,1,-0.15,-0.1056,0.0441,-0.1919,-0.0216,1,1,0,0.0019,0.0399,-0.0769,0.0792,1,0,1,1.0146,0.0588,0.8972,1.1285,1,1,1,0.9557,0.0521,0.853,1.0575,1,1,1.5,1.5751,0.0645,1.451,1.7037,1,1,2,1.9722,0.071,1.8364,2.1151,1,1,0.1,0.1068,0.0413,0.0497,0.2051,1,1,0.1,0.1137,0.0436,0.0503,0.2184,1,1,0.1,0.1099,0.0397,0.0523,0.2056,1,1,0.1,0.0948,0.0312,0.0495,0.1671,1,1,1,1.0261,0.0526,0.9284,1.1352,1,1,1,1.0152,0.0497,0.9242,1.1181,1,1,0.3,0.3065,0.0334,0.2421,0.3728,1,1,0.3,0.3065,0.0334,0.2421,0.3728,1,1
92,0,-0.0738,0.055,-0.1809,0.0345,1,0,1,1.0153,0.0537,0.9097,1.1215,1,1,1,1.0949,0.0785,0.9408,1.2481,1,1,1.5,1.6356,0.0966,1.447,1.8249,1,1,0.3,0.3237,0.0562,0.2113,0.4312,1,1,0.2,0.2092,0.0547,0.1013,0.3158,1,1,-0.15,-0.069,0.0386,-0.1459,0.008,0,0,0,0.0467,0.0394,-0.0314,0.1226,1,0,1,0.9524,0.0596,0.8339,1.0673,1,1,1,0.9826,0.0523,0.8784,1.0846,1,1,1.5,1.5773,0.0658,1.4511,1.7086,1,1,2,2.0546,0.0737,1.915,2.203,1,1,0.1,0.1864,0.0624,0.0598,0.2986,1,1,0.1,0.1028,0.0386,0.0489,0.1938,1,1,0.1,0.1059,0.0394,0.0492,0.1978,1,1,0.1,0.1155,0.0407,0.0553,0.2079,1,1,1,1.0394,0.0511,0.9429,1.1433,1,1,1,1.0596,0.0511,0.9636,1.1637,1,1,0.3,0.3165,0.0327,0.2533,0.3816,1,1,0.3,0.3165,0.0327,0.2533,0.3816,1,1
93,0,0.0421,0.0572,-0.0699,0.1542,1,0,1,0.9491,0.0532,0.8447,1.0533,1,1,1,1.1085,0.074,0.9637,1.2548,1,1,1.5,1.6263,0.0934,1.4427,1.8089,1,1,0.3,0.2481,0.0558,0.1364,0.3482,1,1,0.2,0.227,0.0534,0.1226,0.3299,1,1,-0.15,-0.2005,0.0427,-0.2856,-0.1153,1,1,0,-0.0043,0.0397,-0.0826,0.0729,1,0,1,1.0815,0.0531,0.9779,1.1861,1,1,1,0.9672,0.0545,0.8585,1.0724,1,1,1.5,1.5045,0.0601,1.3896,1.6252,1,1,2,1.9778,0.0711,1.8421,2.1219,1,1,0.1,0.108,0.04,0.0495,0.203,1,1,0.1,0.0982,0.0366,0.0465,0.1885,1,1,0.1,0.1049,0.0378,0.0517,0.1949,1,1,0.1,0.0951,0.0334,0.0461,0.1745,1,1,1,0.9692,0.0467,0.8787,1.0619,1,1,1,1.0513,0.05,0.9585,1.1532,1,1,0.3,0.2896,0.032,0.2277,0.3538,1,1,0.3,0.2896,0.032,0.2277,0.3538,1,1
94,0,-0.0081,0.0533,-0.1124,0.096,1,0,1,0.998,0.0545,0.8907,1.1044,1,1,1,0.9442,0.0763,0.7939,1.0927,1,1,1.5,1.5945,0.0925,1.4145,1.7773,1,1,0.3,0.3117,0.0565,0.2049,0.418,1,1,0.2,0.1761,0.0463,0.0906,0.274,1,1,-0.15,-0.171,0.0429,-0.2592,-0.0914,1,1,0,0.0123,0.0391,-0.0637,0.0879,1,0,1,0.9388,0.0568,0.8253,1.0475,1,1,1,1.0568,0.0485,0.9625,1.1526,1,1,1.5,1.5479,0.0631,1.4285,1.6747,1,1,2,1.9808,0.0698,1.8468,2.1202,1,1,0.1,0.0936,0.0313,0.0489,0.1691,1,1,0.1,0.084,0.0277,0.0459,0.155,1,1,0.1,0.1358,0.0524,0.0568,0.2579,1,1,0.1,0.0944,0.0321,0.0489,0.1692,1,1,1,1.0172,0.0503,0.923,1.1189,1,1,1,0.9168,0.042,0.8396,1.0046,1,1,0.3,0.2465,0.0309,0.1868,0.3082,1,1,0.3,0.2465,0.0309,0.1868,0.3082,1,1
95,0,0.0012,0.0576,-0.1117,0.1149,1,0,1,0.9925,0.0537,0.8877,1.0976,1,1,1,0.905,0.0717,0.7671,1.0474,1,1,1.5,1.5567,0.0924,1.3747,1.7368,1,1,0.3,0.2005,0.0595,0.0962,0.33,1,1,0.2,0.2867,0.0604,0.1715,0.4078,1,1,-0.15,-0.133,0.0459,-0.222,-0.0396,1,1,0,0.0745,0.0404,-0.0092,0.1513,1,0,1,1.1007,0.0527,0.9964,1.2041,1,1,1,0.9541,0.0574,0.8382,1.0636,1,1,1.5,1.461,0.0578,1.3496,1.5769,1,1,2,1.9303,0.0716,1.7929,2.0736,1,1,0.1,0.1007,0.0352,0.0489,0.1812,1,1,0.1,0.1052,0.0409,0.0496,0.205,1,1,0.1,0.1296,0.0533,0.0538,0.2555,1,1,0.1,0.1176,0.0483,0.0512,0.2314,1,1,1,0.9151,0.0479,0.8286,1.0175,1,1,1,1.06,0.0546,0.9593,1.1732,1,1,0.3,0.3156,0.0324,0.2534,0.3809,1,1,0.3,0.3156,0.0324,0.2534,0.3809,1,1
96,0,0.0143,0.0529,-0.0896,0.1186,1,0,1,1.0352,0.0524,0.9325,1.1379,1,1,1,1.0889,0.077,0.9376,1.2386,1,1,1.5,1.3466,0.0934,1.1633,1.529,1,1,0.3,0.3395,0.0506,0.241,0.4404,1,1,0.2,0.2208,0.0546,0.1086,0.3237,1,1,-0.15,-0.1283,0.0424,-0.2091,-0.0428,1,1,0,-0.0557,0.038,-0.1288,0.0196,1,0,1,0.9264,0.0546,0.8172,1.0324,1,1,1,0.9556,0.0533,0.8492,1.0583,1,1,1.5,1.5595,0.0627,1.4395,1.685,1,1,2,1.9742,0.0708,1.8397,2.1173,1,1,0.1,0.1065,0.0405,0.0516,0.2063,1,1,0.1,0.1112,0.0399,0.052,0.2044,1,1,0.1,0.0927,0.0312,0.0468,0.1636,1,1,0.1,0.1319,0.0505,0.0545,0.2421,1,1,1,0.9836,0.0453,0.8992,1.0761,1,1,1,1.0456,0.0492,0.9518,1.145,1,1,0.3,0.292,0.0305,0.2329,0.3529,1,1,0.3,0.292,0.0305,0.2329,0.3529,1,1
97,0,-0.0495,0.0533,-0.1535,0.0552,1,0,1,1.0523,0.055,0.9454,1.161,1,1,1,1.0389,0.0777,0.8868,1.1913,1,1,1.5,1.6108,0.0946,1.4249,1.7951,1,1,0.3,0.3509,0.0598,0.2316,0.4548,1,1,0.2,0.2074,0.0488,0.1164,0.3029,1,1,-0.15,-0.0849,0.0409,-0.1641,-0.0015,1,1,0,0.0177,0.0423,-0.0645,0.1011,1,0,1,0.8949,0.0618,0.7716,1.0128,1,1,1,1.025,0.0501,0.9276,1.124,1,1,1.5,1.5592,0.066,1.4328,1.6908,1,1,2,2.0053,0.0713,1.8707,2.149,1,1,0.1,0.1142,0.0414,0.0535,0.2092,1,1,0.1,0.1041,0.0341,0.0513,0.1813,1,1,0.1,0.1214,0.047,0.056,0.235,1,1,0.1,0.1558,0.0622,0.0584,0.2841,1,1,1,1.0795,0.0551,0.9736,1.1872,1,1,1,1.023,0.0458,0.9373,1.1172,1,1,0.3,0.3487,0.0326,0.2862,0.414,1,1,0.3,0.3487,0.0326,0.2862,0.414,1,1
98,0,-0.0183,0.0547,-0.1244,0.0888,1,0,1,0.9887,0.053,0.8857,1.0918,1,1,1,1.0176,0.0749,0.8704,1.1636,1,1,1.5,1.544,0.0941,1.3574,1.7272,1,1,0.3,0.2746,0.0555,0.1527,0.3719,1,1,0.2,0.1333,0.0549,0.0263,0.2395,1,1,-0.15,-0.1554,0.0441,-0.239,-0.0666,1,1,0,0.0153,0.0386,-0.0599,0.0929,1,0,1,1.0113,0.0528,0.9087,1.116,1,1,1,1.0058,0.0483,0.9116,1.1018,1,1,1.5,1.5237,0.0597,1.4089,1.6433,1,1,2,2.0083,0.0699,1.8759,2.1497,1,1,0.1,0.0912,0.0322,0.0469,0.1715,1,1,0.1,0.1187,0.0471,0.0524,0.2275,1,1,0.1,0.1339,0.0557,0.0547,0.2601,1,1,0.1,0.0953,0.0316,0.048,0.1693,1,1,1,0.9307,0.0447,0.8432,1.0189,1,1,1,0.9595,0.0462,0.8728,1.0539,1,1,0.3,0.3204,0.031,0.261,0.383,1,1,0.3,0.3204,0.031,0.261,0.383,1,1
99,0,-7e-04,0.0518,-0.1017,0.1008,1,0,1,1.0839,0.0545,0.9774,1.1922,1,1,1,0.9115,0.07,0.7756,1.0492,1,1,1.5,1.6391,0.0896,1.4631,1.8146,1,1,0.3,0.2883,0.0551,0.1811,0.4006,1,1,0.2,0.2112,0.0533,0.1061,0.3175,1,1,-0.15,-0.1681,0.0433,-0.2525,-0.0845,1,1,0,0.0529,0.0357,-0.0162,0.1242,1,0,1,0.9156,0.0546,0.8066,1.0199,1,1,1,1.021,0.0518,0.9188,1.1232,1,1,1.5,1.3929,0.0592,1.2791,1.511,1,1,2,1.8827,0.0691,1.751,2.0221,1,1,0.1,0.0997,0.0351,0.0478,0.1842,1,1,0.1,0.1032,0.0358,0.0484,0.1846,1,1,0.1,0.1437,0.0573,0.0585,0.2742,1,1,0.1,0.0955,0.0344,0.0472,0.1765,1,1,1,0.9775,0.0469,0.8892,1.0749,1,1,1,1.0152,0.0486,0.9237,1.114,1,1,0.3,0.2825,0.0306,0.2235,0.3431,1,1,0.3,0.2825,0.0306,0.2235,0.3431,1,1
100,0,0.0535,0.0541,-0.0528,0.1596,1,0,1,1.0654,0.0536,0.9604,1.1696,1,1,1,1.0212,0.0748,0.8751,1.1672,1,1,1.5,1.492,0.0975,1.3006,1.6824,1,1,0.3,0.1913,0.0563,0.0819,0.3038,1,1,0.2,0.1789,0.0544,0.0781,0.2895,1,1,-0.15,-0.0785,0.0456,-0.1671,0.0168,1,0,0,0.0327,0.041,-0.0503,0.1125,1,0,1,1.0207,0.05,0.9218,1.1184,1,1,1,1.0191,0.0493,0.9223,1.1162,1,1,1.5,1.5432,0.0593,1.4297,1.6619,1,1,2,2.0774,0.0722,1.9402,2.2219,1,1,0.1,0.0978,0.0364,0.0481,0.1866,1,1,0.1,0.1054,0.0372,0.05,0.1924,1,1,0.1,0.106,0.0377,0.0509,0.1963,1,1,0.1,0.1458,0.0576,0.0551,0.274,1,1,1,0.9227,0.0465,0.8349,1.017,1,1,1,0.9511,0.0447,0.8689,1.0453,1,1,0.3,0.3056,0.0307,0.2474,0.3678,1,1,0.3,0.3056,0.0307,0.2474,0.3678,1,1
