"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
23,0,-0.0304,0.0578,-0.1441,0.0818,1,0,1,1.0006,0.0535,0.8952,1.1056,1,1,1,1.114,0.077,0.9633,1.2663,1,1,1.5,1.7029,0.0965,1.513,1.8906,0,1,0.3,0.3266,0.0536,0.2268,0.4345,1,1,0.2,0.2028,0.0562,0.0842,0.3085,1,1,-0.15,-0.1645,0.0452,-0.2485,-0.0726,1,1,0,-0.0256,0.0345,-0.0952,0.037,1,0,1,1.0812,0.0531,0.9775,1.1855,1,1,1,0.991,0.0525,0.8871,1.0925,1,1,1.5,1.5808,0.0618,1.4619,1.705,1,1,2,2.0423,0.0729,1.9031,2.1888,1,1,0.1,0.1081,0.0433,0.0493,0.2096,1,1,0.1,0.0892,0.0315,0.0472,0.1658,1,1,0.1,0.0997,0.0351,0.0507,0.187,1,1,0.1,0.0975,0.0326,0.0477,0.1717,1,1,1,0.9072,0.0435,0.8267,0.9962,0,1,1,1.002,0.0485,0.9097,1.1002,1,1,0.3,0.2502,0.0298,0.1925,0.3092,1,1,0.3,0.2502,0.0298,0.1925,0.3092,1,1
24,0,-0.066,0.0549,-0.1738,0.0419,1,0,1,0.9765,0.0557,0.8664,1.0859,1,1,1,1.0658,0.0759,0.9177,1.2153,1,1,1.5,1.3913,0.0929,1.2078,1.5727,1,1,0.3,0.2759,0.0568,0.1651,0.3847,1,1,0.2,0.2779,0.0523,0.1781,0.3789,1,1,-0.15,-0.1756,0.0424,-0.2602,-0.095,1,1,0,0.0516,0.0397,-0.026,0.1317,1,0,1,0.9988,0.0545,0.8912,1.1047,1,1,1,1.0431,0.0524,0.9395,1.1461,1,1,1.5,1.545,0.0617,1.427,1.6698,1,1,2,1.9634,0.071,1.8296,2.1078,1,1,0.1,0.1165,0.0456,0.0509,0.2235,1,1,0.1,0.1163,0.0446,0.0543,0.219,1,1,0.1,0.1572,0.0593,0.0635,0.2831,1,1,0.1,0.0983,0.0329,0.048,0.1716,1,1,1,0.9773,0.0487,0.8869,1.0768,1,1,1,0.9831,0.0481,0.8921,1.0802,1,1,0.3,0.3093,0.0321,0.2464,0.3728,1,1,0.3,0.3093,0.0321,0.2464,0.3728,1,1
25,0,-0.1868,0.0549,-0.2931,-0.0787,0,1,1,1.0392,0.0523,0.9366,1.1416,1,1,1,1.087,0.0718,0.9459,1.2262,1,1,1.5,1.4544,0.0888,1.2812,1.6282,1,1,0.3,0.2619,0.0522,0.1633,0.3687,1,1,0.2,0.1294,0.0571,0.0188,0.2436,1,1,-0.15,-0.0998,0.0432,-0.1864,-0.0184,1,1,0,0.0433,0.0393,-0.035,0.1215,1,0,1,1.0188,0.0531,0.9147,1.1223,1,1,1,0.9862,0.0495,0.887,1.0822,1,1,1.5,1.4438,0.0589,1.3306,1.5619,1,1,2,1.88,0.0673,1.7521,2.0171,1,1,0.1,0.1286,0.0479,0.0575,0.2378,1,1,0.1,0.1054,0.0372,0.0509,0.1908,1,1,0.1,0.1221,0.051,0.054,0.2449,1,1,0.1,0.0893,0.029,0.0464,0.1566,1,1,1,0.9689,0.0451,0.885,1.0622,1,1,1,0.9875,0.0481,0.8994,1.088,1,1,0.3,0.3181,0.0311,0.2581,0.3805,1,1,0.3,0.3181,0.0311,0.2581,0.3805,1,1
26,0,0.0087,0.0568,-0.1027,0.1204,1,0,1,1.0167,0.053,0.9116,1.12,1,1,1,0.9581,0.0712,0.8197,1.0977,1,1,1.5,1.5837,0.0964,1.3943,1.7725,1,1,0.3,0.394,0.0524,0.2851,0.4891,1,1,0.2,0.1302,0.0491,0.0351,0.2311,1,1,-0.15,-0.0832,0.0388,-0.1579,-0.0062,1,1,0,0.0362,0.0404,-0.0407,0.1138,1,0,1,0.9774,0.0597,0.8594,1.0934,1,1,1,1.0128,0.0467,0.9215,1.1048,1,1,1.5,1.3752,0.0621,1.2556,1.4987,0,1,2,2.0657,0.0715,1.9298,2.2104,1,1,0.1,0.1224,0.0467,0.0535,0.2243,1,1,0.1,0.1048,0.0386,0.0497,0.1939,1,1,0.1,0.0991,0.0352,0.0492,0.1856,1,1,0.1,0.1344,0.0523,0.0575,0.2513,1,1,1,1.0529,0.0506,0.9544,1.1528,1,1,1,0.9425,0.0422,0.863,1.0297,1,1,0.3,0.3157,0.0317,0.254,0.3794,1,1,0.3,0.3157,0.0317,0.254,0.3794,1,1
27,0,-0.153,0.0577,-0.2655,-0.0394,0,1,1,0.9731,0.0514,0.8719,1.0733,1,1,1,0.9737,0.0729,0.8304,1.1144,1,1,1.5,1.5074,0.097,1.3179,1.6969,1,1,0.3,0.3556,0.0575,0.235,0.4656,1,1,0.2,0.1301,0.0521,0.0262,0.232,1,1,-0.15,-0.1893,0.0473,-0.2801,-0.0948,1,1,0,-0.0613,0.0389,-0.1369,0.0148,1,0,1,1.0608,0.0578,0.9473,1.1736,1,1,1,0.9751,0.0471,0.8824,1.0682,1,1,1.5,1.4566,0.0616,1.3382,1.5802,1,1,2,2.0893,0.0724,1.9527,2.2356,1,1,0.1,0.1001,0.0362,0.048,0.1859,1,1,0.1,0.1268,0.0506,0.0511,0.2429,1,1,0.1,0.121,0.0483,0.0522,0.2347,1,1,0.1,0.1071,0.0398,0.0502,0.2005,1,1,1,1.0094,0.0498,0.9151,1.1098,1,1,1,0.9172,0.0422,0.838,1.0034,1,1,0.3,0.2625,0.0323,0.201,0.3277,1,1,0.3,0.2625,0.0323,0.201,0.3277,1,1
28,0,0.0508,0.0524,-0.0514,0.1537,1,0,1,1.0311,0.0525,0.9284,1.1344,1,1,1,0.8961,0.0734,0.7505,1.0384,1,1,1.5,1.4459,0.0925,1.2644,1.6283,1,1,0.3,0.2604,0.0609,0.1511,0.3831,1,1,0.2,0.3107,0.0523,0.2082,0.4132,0,1,-0.15,-0.2228,0.043,-0.3126,-0.1432,1,1,0,0.0543,0.0407,-0.0252,0.134,1,0,1,0.9537,0.0533,0.8461,1.0559,1,1,1,0.9251,0.0558,0.8135,1.033,1,1,1.5,1.4963,0.0601,1.3805,1.6164,1,1,2,1.9518,0.0712,1.8166,2.0952,1,1,0.1,0.0982,0.0337,0.0496,0.1773,1,1,0.1,0.1011,0.0375,0.0494,0.1925,1,1,0.1,0.1174,0.0487,0.0494,0.2302,1,1,0.1,0.1459,0.0565,0.0576,0.2601,1,1,1,0.9316,0.051,0.8368,1.0354,1,1,1,1.0324,0.0495,0.9399,1.1334,1,1,0.3,0.2806,0.0313,0.2196,0.3422,1,1,0.3,0.2806,0.0313,0.2196,0.3422,1,1
29,0,-0.014,0.0554,-0.1253,0.094,1,0,1,0.9034,0.0546,0.7967,1.0113,1,1,1,0.9859,0.0765,0.8365,1.1378,1,1,1.5,1.5692,0.1006,1.3724,1.7665,1,1,0.3,0.3686,0.0498,0.2715,0.463,1,1,0.2,0.1996,0.0504,0.1039,0.303,1,1,-0.15,-0.1669,0.0385,-0.2375,-0.0891,1,1,0,-0.0478,0.0366,-0.1217,0.0208,1,0,1,0.9821,0.0571,0.8693,1.0931,1,1,1,1.03,0.0501,0.9331,1.1292,1,1,1.5,1.5255,0.0626,1.4058,1.6518,1,1,2,2.1496,0.0749,2.0067,2.3008,0,1,0.1,0.1286,0.0511,0.0528,0.2442,1,1,0.1,0.0906,0.0324,0.0475,0.1717,1,1,0.1,0.1142,0.0436,0.0506,0.2177,1,1,0.1,0.0954,0.0339,0.0477,0.1802,1,1,1,1.0336,0.0461,0.9459,1.1254,1,1,1,0.9979,0.0459,0.9134,1.0931,1,1,0.3,0.2842,0.0302,0.2267,0.3451,1,1,0.3,0.2842,0.0302,0.2267,0.3451,1,1
30,0,-0.0351,0.059,-0.1496,0.079,1,0,1,1.058,0.0543,0.9517,1.1646,1,1,1,0.9526,0.0728,0.8093,1.0955,1,1,1.5,1.4579,0.0933,1.2745,1.6401,1,1,0.3,0.3135,0.0601,0.1892,0.4238,1,1,0.2,0.2592,0.0622,0.1295,0.3707,1,1,-0.15,-0.1354,0.0444,-0.2195,-0.046,1,1,0,-0.035,0.0409,-0.1157,0.0484,1,0,1,1.1067,0.0558,0.9975,1.2157,1,1,1,0.9898,0.0588,0.8749,1.1043,1,1,1.5,1.4581,0.0611,1.3416,1.5801,1,1,2,1.9684,0.0726,1.8301,2.1149,1,1,0.1,0.0969,0.036,0.0473,0.1856,1,1,0.1,0.1892,0.0685,0.0623,0.3125,1,1,0.1,0.0987,0.0359,0.0478,0.1842,1,1,0.1,0.1172,0.0482,0.05,0.2299,1,1,1,0.9813,0.0505,0.8831,1.081,1,1,1,1.0079,0.0498,0.9125,1.1063,1,1,0.3,0.2989,0.0322,0.2369,0.3631,1,1,0.3,0.2989,0.0322,0.2369,0.3631,1,1
31,0,-0.0196,0.0585,-0.1336,0.0945,1,0,1,0.9335,0.0517,0.8318,1.0348,1,1,1,1.0769,0.077,0.9265,1.2277,1,1,1.5,1.6675,0.0971,1.4771,1.8556,1,1,0.3,0.3284,0.055,0.2214,0.4354,1,1,0.2,0.1175,0.0495,0.0265,0.2177,1,1,-0.15,-0.13,0.0424,-0.2121,-0.0494,1,1,0,-0.0245,0.0374,-0.0998,0.0505,1,0,1,1.0746,0.057,0.9635,1.1871,1,1,1,0.9796,0.0457,0.8895,1.0705,1,1,1.5,1.554,0.0638,1.4317,1.6816,1,1,2,2.0901,0.0718,1.9551,2.2358,1,1,0.1,0.1297,0.0504,0.0563,0.2429,1,1,0.1,0.117,0.0443,0.0521,0.2198,1,1,0.1,0.1001,0.0352,0.0492,0.1866,1,1,0.1,0.0967,0.033,0.0494,0.1739,1,1,1,1.0509,0.0501,0.9552,1.1525,1,1,1,0.9408,0.041,0.8639,1.0254,1,1,0.3,0.3214,0.0318,0.2605,0.385,1,1,0.3,0.3214,0.0318,0.2605,0.385,1,1
32,0,0.0089,0.053,-0.0946,0.112,1,0,1,1.0487,0.0528,0.9446,1.1524,1,1,1,0.9976,0.0747,0.8511,1.1456,1,1,1.5,1.6681,0.0877,1.4959,1.8384,1,1,0.3,0.2549,0.051,0.1507,0.351,1,1,0.2,0.1797,0.0516,0.0779,0.2801,1,1,-0.15,-0.1621,0.0401,-0.2453,-0.0857,1,1,0,0.0265,0.0373,-0.0448,0.1009,1,0,1,0.9683,0.0508,0.8691,1.069,1,1,1,0.9929,0.0487,0.8973,1.0887,1,1,1.5,1.5209,0.0595,1.4077,1.6409,1,1,2,1.8503,0.0664,1.7244,1.9846,0,1,0.1,0.1325,0.0506,0.0569,0.2464,1,1,0.1,0.1372,0.0552,0.0542,0.254,1,1,0.1,0.1005,0.0357,0.0491,0.1854,1,1,0.1,0.1386,0.0521,0.0548,0.2499,1,1,1,0.9361,0.0435,0.8535,1.0236,1,1,1,0.9775,0.0433,0.8966,1.0653,1,1,0.3,0.3004,0.0291,0.2429,0.3574,1,1,0.3,0.3004,0.0291,0.2429,0.3574,1,1
33,0,-0.0648,0.0547,-0.1725,0.0419,1,0,1,1.014,0.0534,0.9087,1.1181,1,1,1,1.006,0.0721,0.8649,1.1476,1,1,1.5,1.6041,0.093,1.4198,1.7863,1,1,0.3,0.3596,0.053,0.2492,0.4631,1,1,0.2,0.1727,0.0488,0.0752,0.2764,1,1,-0.15,-0.1177,0.0409,-0.2012,-0.0438,1,1,0,-0.0178,0.0412,-0.1007,0.0585,1,0,1,0.9716,0.0564,0.86,1.0819,1,1,1,1.0118,0.047,0.9201,1.1044,1,1,1.5,1.4203,0.0605,1.3044,1.541,1,1,2,1.9997,0.0698,1.8671,2.1425,1,1,0.1,0.0984,0.0346,0.0472,0.1774,1,1,0.1,0.0944,0.034,0.0463,0.1757,1,1,0.1,0.1035,0.0367,0.0494,0.1874,1,1,0.1,0.1052,0.0379,0.0502,0.1949,1,1,1,1.0158,0.0473,0.926,1.1116,1,1,1,0.9338,0.0417,0.8548,1.0188,1,1,0.3,0.3032,0.0304,0.2441,0.3623,1,1,0.3,0.3032,0.0304,0.2441,0.3623,1,1
34,0,-0.0647,0.0553,-0.1734,0.0434,1,0,1,0.953,0.0524,0.8505,1.0554,1,1,1,0.89,0.0746,0.7456,1.037,1,1,1.5,1.5533,0.0969,1.364,1.7418,1,1,0.3,0.3354,0.0485,0.2386,0.4315,1,1,0.2,0.2126,0.0563,0.1065,0.3223,1,1,-0.15,-0.2069,0.0446,-0.3,-0.125,1,1,0,-0.0315,0.0355,-0.1008,0.0404,1,0,1,0.9956,0.0553,0.8869,1.1045,1,1,1,0.9664,0.0533,0.8603,1.0701,1,1,1.5,1.5102,0.0603,1.3949,1.6305,1,1,2,2.0596,0.0735,1.9196,2.2076,1,1,0.1,0.1639,0.0577,0.0626,0.2793,1,1,0.1,0.1375,0.0532,0.0561,0.2537,1,1,0.1,0.098,0.0357,0.0487,0.1864,1,1,0.1,0.1105,0.0406,0.0504,0.2065,1,1,1,0.9846,0.0436,0.9015,1.0721,1,1,1,1.0275,0.0492,0.9367,1.1286,1,1,0.3,0.3012,0.0317,0.2398,0.3638,1,1,0.3,0.3012,0.0317,0.2398,0.3638,1,1
35,0,0.1393,0.0563,0.0288,0.2502,0,1,1,1.0497,0.0556,0.941,1.159,1,1,1,1.0173,0.0745,0.8701,1.163,1,1,1.5,1.6292,0.0996,1.4328,1.8268,1,1,0.3,0.2128,0.0549,0.1001,0.3159,1,1,0.2,0.2434,0.0537,0.1371,0.3477,1,1,-0.15,-0.2033,0.042,-0.2848,-0.12,1,1,0,0.0632,0.0379,-0.0107,0.1365,1,0,1,1.0725,0.0519,0.9714,1.1749,1,1,1,1.0501,0.0528,0.9464,1.1529,1,1,1.5,1.5317,0.0595,1.4178,1.6506,1,1,2,2.1213,0.0745,1.9808,2.2727,1,1,0.1,0.1574,0.0596,0.0603,0.2792,1,1,0.1,0.1318,0.0538,0.0553,0.255,1,1,0.1,0.1003,0.0344,0.0474,0.179,1,1,0.1,0.0859,0.0269,0.0466,0.1492,1,1,1,0.9564,0.0443,0.8724,1.0456,1,1,1,1.0029,0.0463,0.9147,1.0957,1,1,0.3,0.3017,0.0314,0.242,0.3647,1,1,0.3,0.3017,0.0314,0.242,0.3647,1,1
36,0,-0.1267,0.0556,-0.2358,-0.0181,0,1,1,1.0148,0.0521,0.9126,1.1171,1,1,1,0.9958,0.0746,0.8502,1.1428,1,1,1.5,1.6691,0.0962,1.4818,1.8594,1,1,0.3,0.3384,0.0472,0.2402,0.4239,1,1,0.2,0.231,0.0514,0.1196,0.3292,1,1,-0.15,-0.0836,0.0427,-0.1671,-0.0028,1,1,0,0.0048,0.0373,-0.0703,0.0747,1,0,1,0.9879,0.0547,0.8822,1.0969,1,1,1,0.9459,0.0527,0.842,1.0491,1,1,1.5,1.4864,0.062,1.368,1.6105,1,1,2,2.03,0.0724,1.8926,2.1763,1,1,0.1,0.0877,0.0288,0.0455,0.155,1,1,0.1,0.1071,0.0403,0.0477,0.1985,1,1,0.1,0.1184,0.0452,0.0519,0.2218,1,1,0.1,0.0914,0.0325,0.0456,0.1695,1,1,1,1.0537,0.0465,0.9637,1.1457,1,1,1,1.0636,0.0491,0.9703,1.1623,1,1,0.3,0.3623,0.033,0.2986,0.428,1,1,0.3,0.3623,0.033,0.2986,0.428,1,1
37,0,-0.0115,0.0544,-0.1187,0.0951,1,0,1,0.9313,0.0564,0.8211,1.0422,1,1,1,1.1643,0.0789,1.0098,1.318,0,1,1.5,1.5609,0.0931,1.3776,1.7427,1,1,0.3,0.2976,0.0493,0.1982,0.3872,1,1,0.2,0.2517,0.0515,0.1531,0.3512,1,1,-0.15,-0.1446,0.0418,-0.2237,-0.0589,1,1,0,0.0049,0.0373,-0.0638,0.0801,1,0,1,0.9956,0.0535,0.891,1.1011,1,1,1,1.0445,0.0534,0.9389,1.1501,1,1,1.5,1.5983,0.063,1.4778,1.7257,1,1,2,1.9607,0.0712,1.8256,2.1024,1,1,0.1,0.1088,0.0424,0.049,0.2057,1,1,0.1,0.1259,0.0489,0.0504,0.2325,1,1,0.1,0.1222,0.0457,0.0526,0.2305,1,1,0.1,0.0918,0.0304,0.0471,0.1635,1,1,1,1.0088,0.0452,0.9215,1.0979,1,1,1,1.0605,0.0491,0.9684,1.1603,1,1,0.3,0.3355,0.0322,0.2743,0.4001,1,1,0.3,0.3355,0.0322,0.2743,0.4001,1,1
38,0,0.0635,0.0518,-0.0383,0.1653,1,0,1,0.9683,0.0521,0.8656,1.0702,1,1,1,0.9881,0.0742,0.8427,1.1325,1,1,1.5,1.5709,0.093,1.3881,1.7524,1,1,0.3,0.3059,0.0582,0.1937,0.4153,1,1,0.2,0.2874,0.0607,0.1672,0.4059,1,1,-0.15,-0.2257,0.046,-0.3179,-0.1362,1,1,0,0.008,0.0366,-0.0625,0.0787,1,0,1,0.921,0.0557,0.81,1.0289,1,1,1,0.9207,0.0589,0.8019,1.0328,1,1,1.5,1.492,0.0608,1.3754,1.614,1,1,2,1.9545,0.0728,1.8155,2.1005,1,1,0.1,0.1015,0.0342,0.0503,0.1811,1,1,0.1,0.1573,0.0617,0.0601,0.2839,1,1,0.1,0.1437,0.059,0.0587,0.2769,1,1,0.1,0.0929,0.0319,0.0462,0.1697,1,1,1,0.966,0.0482,0.8766,1.0622,1,1,1,1.0495,0.0514,0.9534,1.1533,1,1,0.3,0.2984,0.0305,0.2395,0.3587,1,1,0.3,0.2984,0.0305,0.2395,0.3587,1,1
39,0,-0.0873,0.059,-0.2031,0.0277,1,0,1,0.9384,0.0532,0.8337,1.0429,1,1,1,1.0378,0.0733,0.894,1.1822,1,1,1.5,1.5087,0.0924,1.3264,1.6895,1,1,0.3,0.2446,0.0559,0.1337,0.3476,1,1,0.2,0.1994,0.0565,0.0936,0.314,1,1,-0.15,-0.126,0.0464,-0.2169,-0.0365,1,1,0,0.0395,0.0415,-0.0413,0.1224,1,0,1,1.125,0.0533,1.0208,1.2304,0,1,1,0.9838,0.051,0.8834,1.0836,1,1,1.5,1.4994,0.0595,1.3849,1.6196,1,1,2,1.9601,0.0694,1.8282,2.1006,1,1,0.1,0.0998,0.0359,0.049,0.1855,1,1,0.1,0.0992,0.0366,0.0469,0.1861,1,1,0.1,0.1453,0.0542,0.0571,0.2629,1,1,0.1,0.1695,0.0586,0.0642,0.2812,1,1,1,0.9406,0.0472,0.85,1.035,1,1,1,1.0067,0.0499,0.913,1.1098,1,1,0.3,0.3345,0.0325,0.2722,0.3996,1,1,0.3,0.3345,0.0325,0.2722,0.3996,1,1
40,0,-0.011,0.0565,-0.122,0.1001,1,0,1,0.9914,0.0536,0.8851,1.0968,1,1,1,1.0899,0.0786,0.9352,1.2426,1,1,1.5,1.5265,0.0888,1.3523,1.7015,1,1,0.3,0.3545,0.0578,0.2196,0.4592,1,1,0.2,0.2363,0.0565,0.1233,0.3481,1,1,-0.15,-0.1635,0.0421,-0.2517,-0.0853,1,1,0,-0.054,0.0401,-0.1305,0.0294,1,0,1,1.0048,0.0593,0.8891,1.1222,1,1,1,0.9803,0.0532,0.875,1.083,1,1,1.5,1.5692,0.0647,1.446,1.7001,1,1,2,1.8806,0.0688,1.7487,2.0202,1,1,0.1,0.0924,0.0325,0.0472,0.1709,1,1,0.1,0.1312,0.0543,0.0552,0.2562,1,1,0.1,0.0956,0.0316,0.0498,0.1731,1,1,0.1,0.1103,0.0451,0.049,0.2258,1,1,1,1.0663,0.0517,0.9637,1.167,1,1,1,0.9966,0.0467,0.908,1.0911,1,1,0.3,0.2809,0.0315,0.22,0.3436,1,1,0.3,0.2809,0.0315,0.22,0.3436,1,1
41,0,0.0061,0.0533,-0.098,0.1105,1,0,1,1.0537,0.0532,0.9487,1.1571,1,1,1,0.9321,0.0752,0.7831,1.0791,1,1,1.5,1.3817,0.0942,1.1966,1.5652,1,1,0.3,0.3214,0.0571,0.2105,0.4315,1,1,0.2,0.1795,0.0516,0.0801,0.2815,1,1,-0.15,-0.1931,0.0424,-0.2746,-0.1124,1,1,0,-0.0625,0.04,-0.1405,0.0141,1,0,1,0.9586,0.056,0.8471,1.0662,1,1,1,1.0022,0.0498,0.904,1.1003,1,1,1.5,1.5204,0.0618,1.4011,1.6435,1,1,2,2.004,0.0707,1.8708,2.1475,1,1,0.1,0.0994,0.0355,0.0484,0.1807,1,1,0.1,0.0935,0.0335,0.0464,0.175,1,1,0.1,0.1192,0.0499,0.0504,0.2394,1,1,0.1,0.0978,0.0351,0.0491,0.1843,1,1,1,0.9538,0.0475,0.8654,1.0517,1,1,1,0.972,0.0454,0.8879,1.066,1,1,0.3,0.2266,0.0304,0.1686,0.2871,0,1,0.3,0.2266,0.0304,0.1686,0.2871,0,1
42,0,-0.0595,0.0574,-0.1713,0.0529,1,0,1,0.9714,0.0534,0.8681,1.0763,1,1,1,0.8732,0.074,0.7276,1.0185,1,1,1.5,1.5382,0.0962,1.35,1.7272,1,1,0.3,0.2653,0.0542,0.1669,0.3767,1,1,0.2,0.2647,0.0581,0.1561,0.3817,1,1,-0.15,-0.1636,0.0457,-0.2531,-0.0758,1,1,0,-0.0478,0.0395,-0.1249,0.0278,1,0,1,1.078,0.0532,0.9733,1.1833,1,1,1,0.9606,0.0562,0.8471,1.0677,1,1,1.5,1.5055,0.0609,1.3888,1.6281,1,1,2,2.0401,0.0742,1.8983,2.1906,1,1,0.1,0.0911,0.0303,0.0451,0.163,1,1,0.1,0.0905,0.0301,0.0472,0.163,1,1,0.1,0.1076,0.0389,0.0493,0.1958,1,1,0.1,0.1053,0.0386,0.0492,0.1929,1,1,1,0.9835,0.0478,0.8956,1.0823,1,1,1,1.0494,0.0526,0.9518,1.1571,1,1,0.3,0.2472,0.0325,0.1854,0.3122,1,1,0.3,0.2472,0.0325,0.1854,0.3122,1,1
43,0,0.0048,0.0545,-0.1025,0.112,1,0,1,1.0143,0.0515,0.9136,1.1149,1,1,1,1.0365,0.0725,0.894,1.1787,1,1,1.5,1.6979,0.0926,1.5158,1.8796,0,1,0.3,0.2578,0.0588,0.1491,0.3736,1,1,0.2,0.1819,0.0519,0.0745,0.2811,1,1,-0.15,-0.1671,0.0443,-0.2478,-0.078,1,1,0,-0.0033,0.0413,-0.0967,0.0745,1,0,1,1.0089,0.0551,0.8982,1.1144,1,1,1,0.9578,0.0496,0.8604,1.054,1,1,1.5,1.4935,0.0604,1.3767,1.6141,1,1,2,1.9608,0.0701,1.8273,2.1027,1,1,0.1,0.1215,0.0452,0.0555,0.2259,1,1,0.1,0.1023,0.0379,0.0497,0.1942,1,1,0.1,0.1067,0.0418,0.0496,0.2062,1,1,0.1,0.1038,0.0369,0.0479,0.1886,1,1,1,0.9478,0.0485,0.8585,1.0481,1,1,1,0.9758,0.0464,0.8894,1.0713,1,1,0.3,0.2408,0.0315,0.1807,0.3045,1,1,0.3,0.2408,0.0315,0.1807,0.3045,1,1
