"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
32,0,-0.1367,0.1342,-0.3991,0.1284,1,0,1,1.04,0.1111,0.8216,1.2583,1,1,1,0.9687,0.1691,0.6346,1.2996,1,1,1.5,1.5126,0.2068,1.1088,1.9187,1,1,0.3,0.3948,0.0944,0.211,0.578,1,1,0.2,0.0242,0.1098,-0.1838,0.252,1,0,-0.15,-0.0694,0.0933,-0.2541,0.1086,1,0,0,-0.0563,0.0874,-0.2277,0.1225,1,0,1,1.0823,0.1268,0.8355,1.3355,1,1,1,0.9451,0.0987,0.7547,1.144,1,1,1.5,1.4944,0.1395,1.2391,1.7847,1,1,2,1.9807,0.1531,1.7055,2.306,1,1,0.1,0.1085,0.0468,0.0486,0.2278,1,1,0.1,0.1351,0.0739,0.053,0.3411,1,1,0.1,0.1076,0.0447,0.0498,0.218,1,1,0.1,0.1349,0.0704,0.0509,0.3191,1,1,1,1.0486,0.0971,0.8703,1.25,1,1,1,0.9157,0.0917,0.7559,1.1143,1,1,0.3,0.273,0.0693,0.1418,0.413,1,1,0.3,0.273,0.0693,0.1418,0.413,1,1
33,0,-0.0435,0.1161,-0.2711,0.185,1,0,1,0.9804,0.1211,0.7421,1.2187,1,1,1,1.0622,0.1588,0.7479,1.3735,1,1,1.5,1.7417,0.2051,1.3368,2.1439,1,1,0.3,0.2218,0.1175,0.0074,0.4607,1,1,0.2,0.4456,0.1171,0.189,0.6473,1,1,-0.15,-0.1603,0.1046,-0.3683,0.044,1,0,0,0.0389,0.0778,-0.118,0.1877,1,0,1,0.9337,0.112,0.7086,1.1532,1,1,1,0.7846,0.1456,0.511,1.0743,1,1,1.5,1.4228,0.1302,1.1793,1.6925,1,1,2,1.846,0.1717,1.5253,2.2032,1,1,0.1,0.124,0.0574,0.0517,0.2701,1,1,0.1,0.1444,0.0696,0.0537,0.311,1,1,0.1,0.146,0.0899,0.0512,0.3904,1,1,0.1,0.1248,0.0565,0.0531,0.2682,1,1,1,0.8986,0.0989,0.7259,1.1095,1,1,1,1.2147,0.1285,0.9616,1.4694,1,1,0.3,0.2716,0.0731,0.1322,0.4184,1,1,0.3,0.2716,0.0731,0.1322,0.4184,1,1
34,0,-0.1385,0.119,-0.3731,0.0957,1,0,1,0.9462,0.1105,0.7294,1.164,1,1,1,0.8278,0.1755,0.4814,1.174,1,1,1.5,1.5887,0.2134,1.1704,2.0095,1,1,0.3,0.1905,0.1349,-0.077,0.435,1,0,0.2,0.1752,0.1025,-0.025,0.3725,1,0,-0.15,-0.2894,0.0896,-0.462,-0.1151,1,1,0,0.037,0.1129,-0.1724,0.2691,1,0,1,0.9863,0.1178,0.7505,1.2175,1,1,1,0.9285,0.0964,0.7458,1.1243,1,1,1.5,1.6297,0.1424,1.3671,1.9239,1,1,2,2.0412,0.1583,1.7571,2.372,1,1,0.1,0.1197,0.0569,0.0503,0.2688,1,1,0.1,0.1181,0.0537,0.051,0.2567,1,1,0.1,0.16,0.0807,0.0548,0.3485,1,1,0.1,0.1942,0.1066,0.056,0.4415,1,1,1,0.9851,0.1149,0.7837,1.2257,1,1,1,0.8538,0.0821,0.7069,1.0285,1,1,0.3,0.3116,0.0655,0.1883,0.4455,1,1,0.3,0.3116,0.0655,0.1883,0.4455,1,1
35,0,0.3752,0.1386,0.1041,0.6487,0,1,1,1.0518,0.1175,0.819,1.2807,1,1,1,0.9365,0.172,0.5981,1.2745,1,1,1.5,1.7808,0.2214,1.3485,2.2209,1,1,0.3,0.2961,0.1517,-0.003,0.5942,1,0,0.2,0.4414,0.1106,0.1952,0.638,1,1,-0.15,-0.087,0.105,-0.2887,0.1232,1,0,0,0.0401,0.0847,-0.1268,0.2108,1,0,1,1.1591,0.1355,0.8859,1.421,1,1,1,0.7172,0.1378,0.4637,0.9969,0,1,1.5,1.5264,0.1514,1.2317,1.8289,1,1,2,1.9995,0.1788,1.6701,2.376,1,1,0.1,0.1236,0.0617,0.0514,0.2875,1,1,0.1,0.1744,0.093,0.0583,0.3977,1,1,0.1,0.1557,0.0869,0.0534,0.3724,1,1,0.1,0.1264,0.0577,0.0515,0.2714,1,1,1,1.0211,0.1255,0.7981,1.2873,1,1,1,1.2885,0.1278,1.0442,1.5458,0,1,0.3,0.4032,0.0817,0.2499,0.5678,1,1,0.3,0.4032,0.0817,0.2499,0.5678,1,1
36,0,-0.0083,0.1161,-0.2365,0.2202,1,0,1,0.9784,0.1219,0.7373,1.219,1,1,1,0.8681,0.1609,0.5512,1.1846,1,1,1.5,1.5754,0.2239,1.1319,2.0101,1,1,0.3,0.3101,0.1112,0.0826,0.5094,1,1,0.2,0.3488,0.1038,0.1434,0.5575,1,1,-0.15,-0.2058,0.0886,-0.3854,-0.0348,1,1,0,0.0831,0.0759,-0.0628,0.2308,1,0,1,0.8922,0.1186,0.6583,1.1275,1,1,1,0.9365,0.1215,0.6994,1.1758,1,1,1.5,1.4316,0.1333,1.1843,1.7054,1,1,2,2.0884,0.1758,1.7674,2.4548,1,1,0.1,0.1176,0.0524,0.0499,0.2481,1,1,0.1,0.1395,0.0617,0.0549,0.2872,1,1,0.1,0.1201,0.0586,0.0509,0.2764,1,1,0.1,0.1089,0.0477,0.0485,0.2343,1,1,1,0.9998,0.096,0.8207,1.1952,1,1,1,1.1449,0.107,0.9532,1.371,1,1,0.3,0.3346,0.0666,0.2087,0.469,1,1,0.3,0.3346,0.0666,0.2087,0.469,1,1
37,0,-0.0175,0.1257,-0.2631,0.2276,1,0,1,0.815,0.1215,0.5769,1.0556,1,1,1,0.9239,0.176,0.5755,1.2698,1,1,1.5,1.9683,0.2203,1.5356,2.3998,0,1,0.3,0.3213,0.1053,0.12,0.5188,1,1,0.2,0.1646,0.1088,-0.0464,0.3833,1,0,-0.15,-0.1317,0.0968,-0.3176,0.0579,1,0,0,-0.0175,0.0791,-0.1711,0.1394,1,0,1,1.0214,0.1171,0.7944,1.2555,1,1,1,1.0205,0.1104,0.8065,1.2423,1,1,1.5,1.6001,0.141,1.3397,1.8958,1,1,2,2.103,0.1665,1.7998,2.4545,1,1,0.1,0.1115,0.0493,0.0498,0.2398,1,1,0.1,0.1179,0.0566,0.0499,0.2703,1,1,0.1,0.1887,0.1147,0.0529,0.4595,1,1,0.1,0.1134,0.0497,0.0499,0.2393,1,1,1,0.9544,0.0949,0.7831,1.1533,1,1,1,0.9868,0.1064,0.7928,1.211,1,1,0.3,0.2087,0.0656,0.0839,0.3407,1,1,0.3,0.2087,0.0656,0.0839,0.3407,1,1
38,0,-0.1644,0.1149,-0.3919,0.0614,1,0,1,0.9507,0.1178,0.7208,1.1792,1,1,1,1.0792,0.1549,0.775,1.3817,1,1,1.5,1.6653,0.1979,1.2747,2.0562,1,1,0.3,0.2531,0.1339,-0.0343,0.4937,1,0,0.2,0.1766,0.122,-0.0544,0.415,1,0,-0.15,-0.052,0.0911,-0.2339,0.1235,1,0,0,0.2199,0.0917,0.044,0.3964,0,1,1,0.8843,0.1229,0.6409,1.1231,1,1,1,1.0026,0.1087,0.7912,1.2201,1,1,1.5,1.369,0.1351,1.1128,1.6439,1,1,2,1.8632,0.1477,1.5945,2.1747,1,1,0.1,0.1228,0.0591,0.0513,0.2729,1,1,0.1,0.1324,0.0665,0.0517,0.3059,1,1,0.1,0.1705,0.0907,0.0557,0.3872,1,1,0.1,0.1159,0.0513,0.0506,0.2486,1,1,1,0.9486,0.1089,0.7496,1.1739,1,1,1,0.8445,0.0917,0.6796,1.0394,1,1,0.3,0.2928,0.0638,0.1708,0.4219,1,1,0.3,0.2928,0.0638,0.1708,0.4219,1,1
39,0,0.1959,0.1257,-0.0511,0.4404,1,0,1,0.968,0.1126,0.7466,1.1892,1,1,1,0.8022,0.1646,0.4781,1.1276,1,1,1.5,1.4537,0.1878,1.0861,1.8229,1,1,0.3,0.1218,0.1156,-0.1025,0.352,1,0,0.2,0.1645,0.1065,-0.0557,0.3759,1,0,-0.15,-0.2183,0.0919,-0.3913,-0.0434,1,1,0,-0.0738,0.081,-0.2309,0.0878,1,0,1,1.1131,0.109,0.9065,1.337,1,1,1,0.9194,0.105,0.7123,1.1264,1,1,1.5,1.5333,0.1303,1.2907,1.8013,1,1,2,1.7637,0.1472,1.4956,2.0749,1,1,0.1,0.1375,0.0646,0.0545,0.297,1,1,0.1,0.1529,0.0774,0.0555,0.3444,1,1,0.1,0.1234,0.0606,0.0506,0.2834,1,1,0.1,0.1254,0.0644,0.0501,0.2984,1,1,1,0.8597,0.0911,0.7009,1.0555,1,1,1,0.9626,0.0935,0.7936,1.1612,1,1,0.3,0.2039,0.063,0.0853,0.334,1,1,0.3,0.2039,0.063,0.0853,0.334,1,1
40,0,0.0718,0.14,-0.2036,0.3448,1,0,1,1.1509,0.1201,0.9151,1.3854,1,1,1,0.9914,0.1674,0.6606,1.3166,1,1,1.5,1.2323,0.2241,0.7915,1.6722,1,1,0.3,0.3199,0.1306,0.0697,0.576,1,1,0.2,0.3314,0.104,0.1327,0.5322,1,1,-0.15,-0.1206,0.0995,-0.3118,0.0743,1,0,0,0.0029,0.0851,-0.1556,0.1771,1,0,1,1.1974,0.1243,0.959,1.4487,1,1,1,0.8958,0.1265,0.6453,1.143,1,1,1.5,1.5099,0.1389,1.2483,1.7975,1,1,2,2.0782,0.173,1.7629,2.4391,1,1,0.1,0.1135,0.0497,0.0502,0.2392,1,1,0.1,0.1797,0.0858,0.0594,0.3727,1,1,0.1,0.1234,0.0599,0.0502,0.2762,1,1,0.1,0.1294,0.0676,0.0498,0.3061,1,1,1,0.9043,0.1028,0.7222,1.1205,1,1,1,1.1295,0.1096,0.9326,1.3599,1,1,0.3,0.2554,0.0683,0.1241,0.392,1,1,0.3,0.2554,0.0683,0.1241,0.392,1,1
41,0,0.0919,0.1138,-0.1304,0.315,1,0,1,1.098,0.1194,0.8641,1.3331,1,1,1,0.7384,0.1649,0.4133,1.0634,1,1,1.5,1.269,0.2302,0.8147,1.7193,1,1,0.3,0.3479,0.1055,0.1419,0.5432,1,1,0.2,0.2222,0.121,-0.0123,0.4594,1,0,-0.15,-0.2157,0.0897,-0.3952,-0.0489,1,1,0,-0.1836,0.0858,-0.3469,-0.0161,0,1,1,0.7895,0.1284,0.5386,1.0413,1,1,1,0.9623,0.1188,0.7269,1.194,1,1,1.5,1.4386,0.1414,1.1715,1.727,1,1,2,2.1804,0.1746,1.8584,2.5477,1,1,0.1,0.1463,0.0738,0.054,0.3284,1,1,0.1,0.1501,0.0795,0.0529,0.3517,1,1,0.1,0.1357,0.065,0.0515,0.2953,1,1,0.1,0.1126,0.0522,0.0488,0.2526,1,1,1,1.2015,0.1112,0.9953,1.4305,1,1,1,1.0358,0.1061,0.8481,1.2604,1,1,0.3,0.3044,0.0721,0.1674,0.4501,1,1,0.3,0.3044,0.0721,0.1674,0.4501,1,1
42,0,-0.0745,0.1135,-0.2973,0.1517,1,0,1,0.8138,0.1207,0.5752,1.05,1,1,1,1.0141,0.1682,0.6837,1.3463,1,1,1.5,1.4962,0.1923,1.119,1.8742,1,1,0.3,0.0929,0.1089,-0.1087,0.3123,1,0,0.2,0.0464,0.114,-0.1539,0.287,1,0,-0.15,-0.0279,0.1006,-0.2254,0.172,1,0,0,0.0388,0.0782,-0.1152,0.1954,1,0,1,0.979,0.0988,0.7905,1.1788,1,1,1,1.0439,0.1053,0.8411,1.2568,1,1,1.5,1.5754,0.1304,1.3385,1.8483,1,1,2,1.8204,0.1438,1.556,2.1228,1,1,0.1,0.1064,0.0447,0.0492,0.2193,1,1,0.1,0.1175,0.0548,0.0493,0.2583,1,1,0.1,0.1202,0.057,0.0503,0.2712,1,1,0.1,0.1072,0.0443,0.0486,0.2175,1,1,1,0.8508,0.0837,0.7045,1.0327,1,1,1,0.93,0.0951,0.7675,1.1428,1,1,0.3,0.3035,0.0621,0.186,0.4298,1,1,0.3,0.3035,0.0621,0.186,0.4298,1,1
43,0,-0.0797,0.107,-0.2914,0.1303,1,0,1,0.912,0.1181,0.6796,1.1428,1,1,1,0.8593,0.1775,0.5102,1.2099,1,1,1.5,1.7974,0.2126,1.3816,2.2168,1,1,0.3,0.3025,0.11,0.0655,0.5032,1,1,0.2,0.4791,0.0976,0.283,0.6599,0,1,-0.15,-0.1739,0.0798,-0.3247,-0.0142,1,1,0,0.0227,0.0766,-0.1294,0.1728,1,0,1,0.7739,0.1178,0.5448,1.0068,1,1,1,0.8165,0.1294,0.5604,1.0681,1,1,1.5,1.6172,0.1447,1.3504,1.9151,1,1,2,1.9464,0.1672,1.6387,2.2953,1,1,0.1,0.2301,0.1052,0.0676,0.4496,1,1,0.1,0.1106,0.048,0.0495,0.2347,1,1,0.1,0.1181,0.0532,0.0514,0.2563,1,1,0.1,0.1205,0.0564,0.0503,0.2645,1,1,1,0.9961,0.0991,0.8144,1.2038,1,1,1,1.0642,0.0991,0.8804,1.2679,1,1,0.3,0.1914,0.0646,0.0665,0.3217,1,1,0.3,0.1914,0.0646,0.0665,0.3217,1,1
44,0,-0.0915,0.1281,-0.343,0.1642,1,0,1,0.8311,0.1104,0.615,1.0468,1,1,1,1.0213,0.1742,0.6771,1.3598,1,1,1.5,1.5811,0.2278,1.1348,2.0266,1,1,0.3,0.0091,0.1088,-0.1849,0.234,0,0,0.2,0.2246,0.1201,0.0029,0.4714,1,1,-0.15,-0.256,0.1033,-0.463,-0.0488,1,1,0,0.0168,0.0826,-0.1508,0.1749,1,0,1,1.1659,0.1013,0.9777,1.3753,1,1,1,0.8703,0.1208,0.6237,1.1013,1,1,1.5,1.6477,0.1309,1.4097,1.9217,1,1,2,2.1704,0.1711,1.8592,2.53,1,1,0.1,0.1165,0.0536,0.0501,0.256,1,1,0.1,0.1393,0.0701,0.0534,0.318,1,1,0.1,0.1482,0.078,0.0548,0.3492,1,1,0.1,0.1218,0.0553,0.0518,0.2625,1,1,1,0.7266,0.074,0.6003,0.8896,0,1,1,0.9546,0.1028,0.7736,1.1797,1,1,0.3,0.2046,0.0607,0.0899,0.3297,1,1,0.3,0.2046,0.0607,0.0899,0.3297,1,1
45,0,-0.0341,0.127,-0.2832,0.2172,1,0,1,1.09,0.1201,0.8543,1.3267,1,1,1,0.9015,0.1689,0.5719,1.2318,1,1,1.5,1.142,0.2328,0.6826,1.5946,1,1,0.3,0.3294,0.1082,0.1252,0.5444,1,1,0.2,0.3793,0.1237,0.1421,0.6282,1,1,-0.15,-0.1825,0.0931,-0.3618,0.0132,1,0,0,0.1956,0.0869,0.0199,0.364,0,1,1,0.9755,0.1251,0.7308,1.2245,1,1,1,0.9214,0.1232,0.6766,1.1606,1,1,1.5,1.4724,0.1399,1.2084,1.7578,1,1,2,2.207,0.1785,1.8819,2.5797,1,1,0.1,0.1145,0.0504,0.0497,0.2444,1,1,0.1,0.1349,0.0667,0.0523,0.3047,1,1,0.1,0.1081,0.046,0.0485,0.2262,1,1,0.1,0.1224,0.0593,0.0497,0.2742,1,1,1,1.0981,0.1084,0.9005,1.3237,1,1,1,1.1039,0.112,0.8986,1.3377,1,1,0.3,0.4591,0.0753,0.3168,0.612,0,1,0.3,0.4591,0.0753,0.3168,0.612,0,1
46,0,-0.0279,0.1162,-0.2534,0.2006,1,0,1,1.2349,0.1056,1.0264,1.4398,0,1,1,1.0607,0.1793,0.708,1.4122,1,1,1.5,1.2808,0.2245,0.8382,1.7204,1,1,0.3,0.2682,0.1071,0.0482,0.4594,1,1,0.2,0.1887,0.1245,-0.0512,0.4265,1,0,-0.15,-0.1143,0.0963,-0.2948,0.0878,1,0,0,-0.0104,0.0818,-0.1669,0.157,1,0,1,0.9278,0.1121,0.7119,1.151,1,1,1,0.7998,0.1152,0.5686,1.0214,1,1,1.5,1.6438,0.1407,1.3849,1.9406,1,1,2,2.1313,0.1673,1.8266,2.4847,1,1,0.1,0.1268,0.0591,0.052,0.2753,1,1,0.1,0.1415,0.0698,0.0547,0.3184,1,1,0.1,0.1108,0.0505,0.0497,0.2409,1,1,0.1,0.1386,0.0675,0.0529,0.3054,1,1,1,0.9458,0.0962,0.7659,1.1448,1,1,1,1.0141,0.1032,0.829,1.2284,1,1,0.3,0.3213,0.0661,0.196,0.4554,1,1,0.3,0.3213,0.0661,0.196,0.4554,1,1
47,0,-0.1084,0.1071,-0.3187,0.1003,1,0,1,0.9498,0.1279,0.6979,1.203,1,1,1,0.9672,0.1627,0.6485,1.289,1,1,1.5,1.3178,0.2185,0.8884,1.747,1,1,0.3,0.2121,0.1232,-0.0255,0.4452,1,0,0.2,0.2512,0.1176,0.0328,0.4804,1,1,-0.15,-0.0996,0.0968,-0.2898,0.0843,1,0,0,0.1029,0.0791,-0.0549,0.2541,1,0,1,0.8491,0.1056,0.6408,1.0587,1,1,1,1.0372,0.1285,0.781,1.287,1,1,1.5,1.4836,0.1338,1.2348,1.7629,1,1,2,2.0496,0.1674,1.7422,2.3986,1,1,0.1,0.1538,0.0794,0.054,0.3485,1,1,0.1,0.117,0.0533,0.0502,0.254,1,1,0.1,0.1216,0.062,0.05,0.2863,1,1,0.1,0.1169,0.052,0.0499,0.2499,1,1,1,0.8522,0.0923,0.688,1.0466,1,1,1,1.1196,0.1215,0.9036,1.3762,1,1,0.3,0.3165,0.0695,0.1856,0.4575,1,1,0.3,0.3165,0.0695,0.1856,0.4575,1,1
48,0,-0.0678,0.1202,-0.303,0.169,1,0,1,1.0338,0.125,0.7902,1.28,1,1,1,1.0124,0.1631,0.6941,1.3361,1,1,1.5,1.3767,0.2493,0.8848,1.8693,1,1,0.3,0.3644,0.106,0.1266,0.5514,1,1,0.2,0.2565,0.1219,0.0271,0.4976,1,1,-0.15,-0.0864,0.0943,-0.2743,0.0938,1,0,0,-0.0072,0.0852,-0.1703,0.1678,1,0,1,0.9502,0.1187,0.7198,1.1885,1,1,1,1.0553,0.1196,0.8186,1.2894,1,1,1.5,1.4572,0.1342,1.2121,1.7372,1,1,2,2.4009,0.1841,2.0701,2.7927,0,1,0.1,0.106,0.0436,0.0489,0.2162,1,1,0.1,0.1613,0.0802,0.0549,0.3493,1,1,0.1,0.1127,0.0488,0.0494,0.2379,1,1,0.1,0.1164,0.0535,0.05,0.2542,1,1,1,0.9555,0.09,0.7867,1.1413,1,1,1,0.8498,0.0883,0.6937,1.0377,1,1,0.3,0.2927,0.0619,0.1752,0.4183,1,1,0.3,0.2927,0.0619,0.1752,0.4183,1,1
49,0,-0.1243,0.1267,-0.3727,0.1241,1,0,1,0.9442,0.1262,0.6957,1.1919,1,1,1,1.0373,0.1902,0.6624,1.4111,1,1,1.5,1.5442,0.2261,1.1009,1.9845,1,1,0.3,0.5526,0.1054,0.3365,0.7349,0,1,0.2,0.1987,0.1091,-0.0106,0.4099,1,0,-0.15,-0.045,0.0961,-0.2469,0.1427,1,0,0,0.0165,0.0781,-0.1392,0.1711,1,0,1,0.8752,0.1439,0.5933,1.1584,1,1,1,1.0324,0.1164,0.8094,1.2659,1,1,1.5,1.6677,0.1596,1.3725,1.9982,1,1,2,2.1267,0.172,1.8138,2.4892,1,1,0.1,0.1159,0.0519,0.0498,0.2498,1,1,0.1,0.172,0.1039,0.0542,0.43,1,1,0.1,0.1292,0.0617,0.0522,0.288,1,1,0.1,0.1199,0.0552,0.0501,0.2596,1,1,1,1.1004,0.1047,0.8973,1.3113,1,1,1,1.1056,0.1098,0.9087,1.34,1,1,0.3,0.3225,0.0743,0.1804,0.4716,1,1,0.3,0.3225,0.0743,0.1804,0.4716,1,1
50,0,-0.1273,0.128,-0.3785,0.1253,1,0,1,0.9379,0.1232,0.6958,1.1796,1,1,1,1.102,0.1701,0.769,1.4368,1,1,1.5,1.7553,0.2158,1.3266,2.1771,1,1,0.3,0.2107,0.1164,-0.0044,0.4587,1,0,0.2,0.0841,0.1179,-0.1268,0.3244,1,0,-0.15,-0.1929,0.0941,-0.3827,-0.0146,1,1,0,0.1021,0.088,-0.0645,0.274,1,0,1,1.0885,0.1177,0.8577,1.3235,1,1,1,1.0944,0.1039,0.8992,1.307,1,1,1.5,1.5692,0.1367,1.3157,1.8537,1,1,2,2.0924,0.1619,1.7986,2.4332,1,1,0.1,0.1312,0.0631,0.0512,0.2869,1,1,0.1,0.1623,0.0994,0.054,0.4228,1,1,0.1,0.1794,0.0987,0.0559,0.413,1,1,0.1,0.119,0.0561,0.0503,0.2658,1,1,1,0.9105,0.0996,0.739,1.1283,1,1,1,0.7869,0.0843,0.6426,0.9722,0,1,0.3,0.1904,0.0625,0.071,0.3183,1,1,0.3,0.1904,0.0625,0.071,0.3183,1,1
51,0,0.1896,0.1244,-0.0548,0.4334,1,0,1,1.1927,0.0955,1.005,1.3807,0,1,1,0.6341,0.1935,0.2499,1.0132,1,1,1.5,1.1068,0.2185,0.6815,1.5393,1,1,0.3,0.3051,0.1141,0.0747,0.5122,1,1,0.2,0.1606,0.0922,-0.0219,0.3426,1,0,-0.15,-0.1476,0.084,-0.3134,0.0174,1,0,0,0.0183,0.0863,-0.1471,0.1892,1,0,1,0.9847,0.1213,0.7426,1.2254,1,1,1,0.7091,0.092,0.5316,0.892,0,1,1.5,1.7803,0.1518,1.5039,2.0949,0,1,2,2.0891,0.1633,1.7939,2.4355,1,1,0.1,0.1017,0.0402,0.0477,0.202,1,1,0.1,0.1048,0.0429,0.0479,0.2122,1,1,0.1,0.1235,0.0555,0.0506,0.2616,1,1,0.1,0.1081,0.0466,0.0492,0.2301,1,1,1,1.084,0.107,0.8864,1.3046,1,1,1,0.9967,0.0885,0.8365,1.1827,1,1,0.3,0.394,0.0691,0.2645,0.5347,1,1,0.3,0.394,0.0691,0.2645,0.5347,1,1
52,0,-0.262,0.1247,-0.5083,-0.0169,0,1,1,0.85,0.1452,0.5647,1.1353,1,1,1,0.9915,0.1648,0.6688,1.3182,1,1,1.5,1.8026,0.2086,1.3891,2.2129,1,1,0.3,0.25,0.1129,0.0267,0.4703,1,1,0.2,0.1587,0.1191,-0.0435,0.4223,1,0,-0.15,-0.1027,0.0978,-0.2887,0.0905,1,0,0,0.0924,0.0969,-0.0927,0.2904,1,0,1,1.0313,0.1148,0.8093,1.2605,1,1,1,1.3137,0.117,1.0952,1.5548,0,1,1.5,1.4843,0.1329,1.2389,1.76,1,1,2,1.9904,0.1561,1.7059,2.3182,1,1,0.1,0.1189,0.054,0.0508,0.2577,1,1,0.1,0.1065,0.0469,0.0484,0.2262,1,1,0.1,0.1311,0.0622,0.0534,0.288,1,1,0.1,0.1082,0.0473,0.0496,0.2324,1,1,1,0.9498,0.096,0.7796,1.1533,1,1,1,0.8726,0.0941,0.7137,1.0816,1,1,0.3,0.3069,0.0689,0.1792,0.4483,1,1,0.3,0.3069,0.0689,0.1792,0.4483,1,1
53,0,0.0625,0.1242,-0.1811,0.3072,1,0,1,0.9604,0.1317,0.7022,1.2187,1,1,1,1.1798,0.1593,0.8647,1.4924,1,1,1.5,1.6318,0.2049,1.2316,2.0373,1,1,0.3,0.3379,0.1163,0.0964,0.5555,1,1,0.2,0.0111,0.111,-0.1919,0.2383,1,0,-0.15,-0.0691,0.1035,-0.276,0.1242,1,0,0,-0.0894,0.0831,-0.2531,0.068,1,0,1,0.9846,0.1218,0.7444,1.2284,1,1,1,1.163,0.11,0.9544,1.3888,1,1,1.5,1.3995,0.1366,1.1413,1.6836,1,1,2,1.9662,0.1546,1.6832,2.2878,1,1,0.1,0.1201,0.0564,0.0505,0.266,1,1,0.1,0.138,0.0679,0.0524,0.3079,1,1,0.1,0.1118,0.0495,0.0502,0.2399,1,1,0.1,0.1391,0.0714,0.0518,0.3211,1,1,1,1.0766,0.1088,0.8787,1.3055,1,1,1,1.0428,0.1016,0.8694,1.2661,1,1,0.3,0.4078,0.0739,0.2682,0.5582,1,1,0.3,0.4078,0.0739,0.2682,0.5582,1,1
