"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
45,10,10.0401,0.2046,9.635,10.4419,1,1,3,3.0542,0.0774,2.9038,3.2043,1,1,1,1.0181,0.0265,0.9659,1.0695,1,1,8,8.0358,0.1523,7.7369,8.3326,1,1,2.5,2.4764,0.0609,2.3597,2.5986,1,1,0.8,0.8052,0.0203,0.7661,0.8462,1,1,0.3,0.3049,0.016,0.2732,0.3362,1,1,0.2,0.1776,0.0152,0.1476,0.2074,1,1,-0.15,-0.142,0.0157,-0.1728,-0.1115,1,1,-0.1,-0.1111,0.0149,-0.1405,-0.0818,1,1,2,2.0084,0.1471,1.7429,2.3179,1,1,0.5,0.4983,0.0617,0.3858,0.628,1,1,0.2,0.2075,0.0213,0.1687,0.2518,1,1,1.5,1.4546,0.1083,1.26,1.6868,1,1,0.4,0.4031,0.0425,0.3272,0.4933,1,1,0.15,0.1342,0.0171,0.1031,0.1697,1,1,0.1,0.12,0.0141,0.0939,0.1493,1,1,0.1,0.1072,0.0142,0.0807,0.1364,1,1,0.1,0.1153,0.0142,0.0887,0.1443,1,1,0.1,0.105,0.0144,0.0775,0.1344,1,1,1,1.0037,0.0145,0.9756,1.0327,1,1,1,0.9967,0.0144,0.9689,1.0255,1,1,0.3,0.3035,0.0107,0.2828,0.3246,1,1,0.3,0.3035,0.0107,0.2828,0.3246,1,1
46,10,9.8511,0.2041,9.4549,10.2518,1,1,3,3.005,0.0848,2.8419,3.1737,1,1,1,1.0072,0.0292,0.9507,1.0655,1,1,8,8.112,0.1598,7.7946,8.425,1,1,2.5,2.4556,0.062,2.3358,2.5788,1,1,0.8,0.7767,0.0191,0.7392,0.8144,1,1,0.3,0.2999,0.0156,0.2693,0.3307,1,1,0.2,0.215,0.0138,0.1877,0.2423,1,1,-0.15,-0.157,0.0139,-0.1842,-0.1294,1,1,-0.1,-0.0976,0.0146,-0.1262,-0.0688,1,1,2,1.9912,0.1472,1.7286,2.3043,1,1,0.5,0.5731,0.0677,0.4477,0.7131,1,1,0.2,0.2305,0.022,0.1905,0.2761,1,1,1.5,1.502,0.114,1.2973,1.7451,1,1,0.4,0.4176,0.045,0.336,0.5127,1,1,0.15,0.104,0.02,0.0661,0.1442,0,1,0.1,0.1125,0.0143,0.0859,0.1418,1,1,0.1,0.0871,0.0134,0.0623,0.1147,1,1,0.1,0.0887,0.014,0.062,0.1174,1,1,0.1,0.1002,0.0137,0.0745,0.1283,1,1,1,0.9746,0.0142,0.9473,1.0027,1,1,1,1.0006,0.0145,0.9729,1.0292,1,1,0.3,0.291,0.0105,0.2705,0.3117,1,1,0.3,0.291,0.0105,0.2705,0.3117,1,1
47,10,10.1749,0.1898,9.8002,10.5467,1,1,3,3.1042,0.0814,2.9474,3.266,1,1,1,0.9837,0.0273,0.9317,1.0388,1,1,8,8.0952,0.1784,7.7474,8.4458,1,1,2.5,2.5124,0.0667,2.3843,2.6452,1,1,0.8,0.7715,0.0215,0.7297,0.8141,1,1,0.3,0.3039,0.0157,0.2729,0.3342,1,1,0.2,0.1992,0.0146,0.1704,0.228,1,1,-0.15,-0.1417,0.0145,-0.1703,-0.1133,1,1,-0.1,-0.1003,0.014,-0.1277,-0.0732,1,1,2,1.8343,0.1367,1.5878,2.1246,1,1,0.5,0.5235,0.0641,0.4072,0.6593,1,1,0.2,0.2139,0.0212,0.1752,0.2582,1,1,1.5,1.662,0.1271,1.4317,1.9299,1,1,0.4,0.4606,0.0471,0.3751,0.5602,1,1,0.15,0.1398,0.0195,0.1034,0.1801,1,1,0.1,0.1131,0.0138,0.0873,0.1414,1,1,0.1,0.0993,0.0139,0.0732,0.1276,1,1,0.1,0.1018,0.0138,0.0756,0.1302,1,1,0.1,0.0906,0.0142,0.0636,0.1194,1,1,1,1.0105,0.0147,0.9823,1.0395,1,1,1,1.0025,0.0146,0.9744,1.0313,1,1,0.3,0.2935,0.0107,0.2726,0.3147,1,1,0.3,0.2935,0.0107,0.2726,0.3147,1,1
48,10,9.8997,0.2033,9.5,10.3024,1,1,3,3.0094,0.0786,2.8591,3.167,1,1,1,1.0062,0.0263,0.9555,1.0589,1,1,8,7.9617,0.1449,7.6778,8.2444,1,1,2.5,2.5836,0.0665,2.4567,2.7165,1,1,0.8,0.8153,0.0215,0.7737,0.8581,1,1,0.3,0.2957,0.0142,0.2676,0.3237,1,1,0.2,0.1874,0.0148,0.1581,0.2167,1,1,-0.15,-0.1649,0.0136,-0.1913,-0.1383,1,1,-0.1,-0.1029,0.0157,-0.1338,-0.0721,1,1,2,1.979,0.1456,1.7195,2.2899,1,1,0.5,0.5045,0.0637,0.3892,0.639,1,1,0.2,0.2003,0.0204,0.1624,0.2428,1,1,1.5,1.3729,0.1044,1.1848,1.5943,1,1,0.4,0.4462,0.0484,0.3591,0.5487,1,1,0.15,0.1477,0.017,0.1164,0.1828,1,1,0.1,0.0951,0.014,0.0686,0.1236,1,1,0.1,0.1031,0.0139,0.0768,0.1318,1,1,0.1,0.0874,0.0134,0.0622,0.115,1,1,0.1,0.1139,0.0141,0.0875,0.1433,1,1,1,1.0098,0.0146,0.9816,1.0391,1,1,1,1.0039,0.0145,0.9758,1.0329,1,1,0.3,0.2869,0.0106,0.2661,0.308,1,1,0.3,0.2869,0.0106,0.2661,0.308,1,1
49,10,9.6433,0.204,9.2432,10.0441,1,1,3,2.907,0.0784,2.7572,3.0634,1,1,1,0.9805,0.0291,0.9238,1.038,1,1,8,7.7322,0.1672,7.4009,8.0577,1,1,2.5,2.5104,0.0681,2.379,2.646,1,1,0.8,0.7945,0.0218,0.7522,0.8381,1,1,0.3,0.3083,0.0146,0.2797,0.3369,1,1,0.2,0.2086,0.0146,0.1797,0.2372,1,1,-0.15,-0.1587,0.0147,-0.1873,-0.1296,1,1,-0.1,-0.1023,0.0149,-0.1316,-0.0727,1,1,2,1.9767,0.1489,1.7075,2.2884,1,1,0.5,0.4967,0.0612,0.3869,0.6267,1,1,0.2,0.2286,0.0223,0.1886,0.2757,1,1,1.5,1.5841,0.1197,1.3656,1.8379,1,1,0.4,0.4597,0.0505,0.3664,0.565,1,1,0.15,0.1384,0.0182,0.1055,0.1761,1,1,0.1,0.0987,0.0141,0.0721,0.1276,1,1,0.1,0.0985,0.0141,0.0719,0.1275,1,1,0.1,0.1036,0.0132,0.0791,0.1309,1,1,0.1,0.1056,0.0144,0.0786,0.135,1,1,1,1.0129,0.0148,0.9844,1.0424,1,1,1,0.9988,0.0144,0.971,1.0276,1,1,0.3,0.3061,0.0107,0.2854,0.3274,1,1,0.3,0.3061,0.0107,0.2854,0.3274,1,1
50,10,10.0241,0.2134,9.6021,10.441,1,1,3,2.794,0.0708,2.6585,2.9346,0,1,1,0.9542,0.0235,0.9087,1.0012,1,1,8,7.7569,0.1649,7.431,8.0802,1,1,2.5,2.6553,0.0697,2.5209,2.7942,0,1,0.8,0.8756,0.0212,0.8351,0.918,0,1,0.3,0.2996,0.013,0.2738,0.3251,1,1,0.2,0.192,0.0143,0.1637,0.2198,1,1,-0.15,-0.1638,0.0153,-0.1938,-0.1338,1,1,-0.1,-0.1086,0.0139,-0.1359,-0.0812,1,1,2,2.0916,0.1523,1.8162,2.4138,1,1,0.5,0.4716,0.053,0.3737,0.5828,1,1,0.2,0.1728,0.0189,0.1381,0.2126,1,1,1.5,1.6074,0.1187,1.3955,1.8581,1,1,0.4,0.426,0.049,0.3377,0.5293,1,1,0.15,0.1226,0.0183,0.0876,0.1594,1,1,0.1,0.0742,0.0132,0.0498,0.1011,1,1,0.1,0.093,0.0143,0.066,0.1221,1,1,0.1,0.1117,0.014,0.0854,0.1406,1,1,0.1,0.0935,0.0138,0.0674,0.1217,1,1,1,0.9817,0.0142,0.9542,1.0099,1,1,1,0.991,0.0142,0.9633,1.0192,1,1,0.3,0.2864,0.0105,0.2661,0.3073,1,1,0.3,0.2864,0.0105,0.2661,0.3073,1,1
51,10,10.0651,0.2129,9.6488,10.4873,1,1,3,3.1543,0.0782,3.0029,3.3087,0,1,1,1.0069,0.0263,0.9559,1.0592,1,1,8,8.0068,0.1681,7.6807,8.3352,1,1,2.5,2.4584,0.0667,2.3297,2.5914,1,1,0.8,0.8091,0.0212,0.7681,0.851,1,1,0.3,0.2872,0.0151,0.2576,0.3166,1,1,0.2,0.1798,0.0148,0.1506,0.2086,1,1,-0.15,-0.1549,0.0157,-0.1853,-0.124,1,1,-0.1,-0.1075,0.0143,-0.1356,-0.0792,1,1,2,2.0684,0.1508,1.7967,2.3908,1,1,0.5,0.4833,0.0603,0.3716,0.6084,1,1,0.2,0.206,0.0192,0.1708,0.2458,1,1,1.5,1.6005,0.1194,1.3861,1.8559,1,1,0.4,0.4709,0.0485,0.3834,0.5723,1,1,0.15,0.1364,0.0191,0.1007,0.1758,1,1,0.1,0.1071,0.0143,0.0808,0.1364,1,1,0.1,0.1008,0.0143,0.0737,0.1298,1,1,0.1,0.1142,0.0144,0.0872,0.1437,1,1,0.1,0.0978,0.014,0.0713,0.126,1,1,1,0.9882,0.0143,0.9605,1.0164,1,1,1,0.9884,0.0143,0.9609,1.0169,1,1,0.3,0.2883,0.0105,0.268,0.3089,1,1,0.3,0.2883,0.0105,0.268,0.3089,1,1
52,10,9.7024,0.1946,9.3172,10.0841,1,1,3,3.0851,0.09,2.9115,3.2657,1,1,1,1.0054,0.0273,0.953,1.0603,1,1,8,7.9974,0.1724,7.6589,8.3342,1,1,2.5,2.5097,0.0729,2.3692,2.6546,1,1,0.8,0.825,0.0209,0.7854,0.8674,1,1,0.3,0.2786,0.0158,0.2472,0.3094,1,1,0.2,0.1888,0.0155,0.1586,0.2193,1,1,-0.15,-0.1703,0.0158,-0.2012,-0.1391,1,1,-0.1,-0.0995,0.0146,-0.1283,-0.0708,1,1,2,1.8871,0.1376,1.6397,2.1746,1,1,0.5,0.6744,0.0734,0.5405,0.8283,0,1,0.2,0.2166,0.0216,0.1776,0.262,1,1,1.5,1.6568,0.1227,1.4375,1.921,1,1,0.4,0.5369,0.0558,0.4341,0.6529,0,1,0.15,0.1229,0.0187,0.0885,0.1618,1,1,0.1,0.1154,0.0144,0.0883,0.145,1,1,0.1,0.1126,0.014,0.0864,0.1416,1,1,0.1,0.118,0.0143,0.0913,0.1476,1,1,0.1,0.102,0.0142,0.0751,0.1308,1,1,1,0.9773,0.0143,0.9495,1.0058,1,1,1,0.9829,0.0142,0.9555,1.0112,1,1,0.3,0.2907,0.0106,0.2702,0.3117,1,1,0.3,0.2907,0.0106,0.2702,0.3117,1,1
53,10,9.6822,0.198,9.2911,10.0724,1,1,3,3.1058,0.0835,2.9437,3.2706,1,1,1,0.9957,0.0251,0.9474,1.0461,1,1,8,7.6083,0.1462,7.3223,7.8972,0,1,2.5,2.4967,0.0687,2.3639,2.6332,1,1,0.8,0.7998,0.023,0.7554,0.8462,1,1,0.3,0.2872,0.0151,0.2574,0.3171,1,1,0.2,0.1972,0.0143,0.1691,0.2253,1,1,-0.15,-0.1315,0.0137,-0.1582,-0.1048,1,1,-0.1,-0.1133,0.0148,-0.1423,-0.0843,1,1,2,1.9529,0.1438,1.6951,2.2564,1,1,0.5,0.5459,0.064,0.4288,0.6813,1,1,0.2,0.1864,0.0215,0.1464,0.2312,1,1,1.5,1.3584,0.1047,1.1699,1.5827,1,1,0.4,0.4594,0.0493,0.3698,0.5629,1,1,0.15,0.1504,0.0192,0.114,0.1895,1,1,0.1,0.1066,0.0141,0.0804,0.1357,1,1,0.1,0.0907,0.0141,0.0638,0.1194,1,1,0.1,0.0868,0.0135,0.0613,0.1143,1,1,0.1,0.1038,0.014,0.0775,0.1323,1,1,1,0.9685,0.0141,0.9414,0.9965,0,1,1,1.003,0.0146,0.9748,1.032,1,1,0.3,0.3004,0.0105,0.2799,0.3213,1,1,0.3,0.3004,0.0105,0.2799,0.3213,1,1
54,10,10.2487,0.2255,9.8072,10.6918,1,1,3,3.064,0.0769,2.9156,3.2196,1,1,1,1.02,0.0238,0.974,1.0671,1,1,8,7.6849,0.1607,7.3723,7.9997,0,1,2.5,2.456,0.0713,2.3165,2.598,1,1,0.8,0.7893,0.0228,0.7454,0.8353,1,1,0.3,0.2915,0.0146,0.2627,0.3199,1,1,0.2,0.1979,0.0158,0.1667,0.2294,1,1,-0.15,-0.1381,0.0152,-0.168,-0.108,1,1,-0.1,-0.0872,0.0143,-0.1153,-0.0592,1,1,2,2.2155,0.1615,1.9235,2.556,1,1,0.5,0.5009,0.0583,0.394,0.6234,1,1,0.2,0.1823,0.0183,0.1485,0.2207,1,1,1.5,1.5147,0.1141,1.31,1.7541,1,1,0.4,0.5026,0.0518,0.4094,0.6124,0,1,0.15,0.1391,0.0194,0.1028,0.1786,1,1,0.1,0.0973,0.0138,0.0712,0.1252,1,1,0.1,0.1166,0.0147,0.0891,0.1468,1,1,0.1,0.1087,0.0139,0.0826,0.1374,1,1,0.1,0.0965,0.0139,0.0704,0.1249,1,1,1,1.0009,0.0145,0.973,1.0296,1,1,1,0.9926,0.0144,0.9649,1.0212,1,1,0.3,0.2882,0.0106,0.2677,0.3092,1,1,0.3,0.2882,0.0106,0.2677,0.3092,1,1
55,10,9.6858,0.1932,9.3032,10.0611,1,1,3,3.0597,0.0833,2.9027,3.2298,1,1,1,0.9882,0.026,0.939,1.0411,1,1,8,8.1256,0.1587,7.817,8.4381,1,1,2.5,2.4184,0.066,2.2901,2.5496,1,1,0.8,0.8001,0.0201,0.7607,0.84,1,1,0.3,0.315,0.0142,0.2869,0.3428,1,1,0.2,0.2134,0.0162,0.1815,0.2449,1,1,-0.15,-0.1509,0.016,-0.1824,-0.1193,1,1,-0.1,-0.0994,0.0154,-0.1297,-0.0693,1,1,2,1.878,0.1397,1.6292,2.1785,1,1,0.5,0.5509,0.0664,0.4301,0.6893,1,1,0.2,0.1921,0.0226,0.1501,0.2388,1,1,1.5,1.5061,0.1121,1.3041,1.7445,1,1,0.4,0.4596,0.049,0.3711,0.5633,1,1,0.15,0.1143,0.0178,0.0807,0.1503,1,1,0.1,0.0937,0.0138,0.0676,0.122,1,1,0.1,0.1222,0.0144,0.0951,0.1522,1,1,0.1,0.123,0.0146,0.096,0.1531,1,1,0.1,0.1111,0.0141,0.0849,0.1401,1,1,1,1.0055,0.0146,0.9773,1.0347,1,1,1,0.9914,0.0144,0.9635,1.0197,1,1,0.3,0.2922,0.0107,0.2714,0.3134,1,1,0.3,0.2922,0.0107,0.2714,0.3134,1,1
56,10,9.8665,0.2248,9.4305,10.3117,1,1,3,3.0751,0.0771,2.9257,3.2289,1,1,1,0.9636,0.0251,0.9149,1.0129,1,1,8,7.9321,0.1465,7.6442,8.2173,1,1,2.5,2.4197,0.0627,2.2979,2.5454,1,1,0.8,0.804,0.0212,0.7629,0.8459,1,1,0.3,0.306,0.015,0.2765,0.3351,1,1,0.2,0.1748,0.0153,0.1447,0.2048,1,1,-0.15,-0.1385,0.0144,-0.1667,-0.1101,1,1,-0.1,-0.1154,0.0138,-0.1426,-0.0883,1,1,2,2.1759,0.1588,1.8916,2.5146,1,1,0.5,0.4783,0.0602,0.3685,0.6032,1,1,0.2,0.1896,0.0193,0.1543,0.2297,1,1,1.5,1.3863,0.1039,1.1977,1.6061,1,1,0.4,0.4412,0.0463,0.3567,0.5384,1,1,0.15,0.1426,0.0179,0.109,0.1797,1,1,0.1,0.1046,0.0141,0.0784,0.1333,1,1,0.1,0.1077,0.0142,0.0809,0.1368,1,1,0.1,0.0974,0.0136,0.0721,0.1252,1,1,0.1,0.0883,0.0138,0.0626,0.1162,1,1,1,0.9982,0.0145,0.9702,1.027,1,1,1,0.9975,0.0145,0.9694,1.0263,1,1,0.3,0.2828,0.0106,0.2622,0.3038,1,1,0.3,0.2828,0.0106,0.2622,0.3038,1,1
57,10,10.2639,0.2158,9.8411,10.6878,1,1,3,2.9505,0.0738,2.8075,3.098,1,1,1,1.0223,0.0305,0.9633,1.0826,1,1,8,7.8942,0.1548,7.5914,8.1995,1,1,2.5,2.4538,0.0645,2.3282,2.5819,1,1,0.8,0.7787,0.0222,0.7353,0.822,1,1,0.3,0.2918,0.0137,0.265,0.3186,1,1,0.2,0.2158,0.0147,0.1872,0.2447,1,1,-0.15,-0.1715,0.0151,-0.2012,-0.142,1,1,-0.1,-0.0955,0.0144,-0.1235,-0.0672,1,1,2,2.09,0.153,1.8154,2.4178,1,1,0.5,0.4395,0.0572,0.3385,0.5606,1,1,0.2,0.2469,0.0226,0.2061,0.2944,0,1,1.5,1.4534,0.1105,1.2553,1.6873,1,1,0.4,0.4165,0.0451,0.3347,0.5114,1,1,0.15,0.1403,0.0175,0.1072,0.1755,1,1,0.1,0.0849,0.0133,0.06,0.1124,1,1,0.1,0.0992,0.014,0.073,0.1279,1,1,0.1,0.1095,0.0142,0.083,0.1388,1,1,0.1,0.0973,0.0139,0.0712,0.1256,1,1,1,1.0068,0.0146,0.9786,1.0358,1,1,1,0.9949,0.0144,0.9669,1.0236,1,1,0.3,0.3019,0.0107,0.2811,0.3229,1,1,0.3,0.3019,0.0107,0.2811,0.3229,1,1
58,10,10.0609,0.2102,9.6513,10.4759,1,1,3,3.0201,0.0793,2.8677,3.1766,1,1,1,1.0128,0.0259,0.9631,1.0645,1,1,8,7.9768,0.1468,7.6896,8.2638,1,1,2.5,2.5664,0.0678,2.4367,2.7035,1,1,0.8,0.8362,0.025,0.7878,0.8858,1,1,0.3,0.3154,0.0151,0.2854,0.345,1,1,0.2,0.1927,0.015,0.1635,0.2221,1,1,-0.15,-0.1231,0.0143,-0.151,-0.0949,1,1,-0.1,-0.0947,0.0136,-0.1212,-0.0678,1,1,2,2.0603,0.1507,1.7894,2.3803,1,1,0.5,0.4838,0.0591,0.3758,0.6066,1,1,0.2,0.1876,0.0203,0.1508,0.2303,1,1,1.5,1.3517,0.1035,1.164,1.5686,1,1,0.4,0.4419,0.0493,0.3524,0.5446,1,1,0.15,0.1804,0.0202,0.143,0.2221,1,1,0.1,0.1074,0.0138,0.0816,0.1357,1,1,0.1,0.1024,0.0142,0.0757,0.1311,1,1,0.1,0.0973,0.0139,0.0713,0.1253,1,1,0.1,0.0845,0.0136,0.0589,0.1123,1,1,1,0.9902,0.0143,0.9623,1.0186,1,1,1,0.9988,0.0144,0.971,1.0275,1,1,0.3,0.295,0.0106,0.2744,0.316,1,1,0.3,0.295,0.0106,0.2744,0.316,1,1
59,10,10.3804,0.2325,9.9267,10.8442,1,1,3,2.9506,0.076,2.803,3.1003,1,1,1,1.0035,0.0244,0.9566,1.0527,1,1,8,7.7386,0.164,7.4154,8.0595,1,1,2.5,2.4641,0.0665,2.3365,2.5967,1,1,0.8,0.8493,0.022,0.8062,0.893,0,1,0.3,0.3049,0.013,0.2793,0.3302,1,1,0.2,0.1922,0.0164,0.1599,0.2247,1,1,-0.15,-0.149,0.0146,-0.1775,-0.1206,1,1,-0.1,-0.1,0.0142,-0.1282,-0.0723,1,1,2,2.2658,0.1662,1.9669,2.62,1,1,0.5,0.5125,0.0583,0.4073,0.6356,1,1,0.2,0.185,0.0189,0.1502,0.2239,1,1,1.5,1.581,0.1168,1.3727,1.8273,1,1,0.4,0.4112,0.0461,0.3275,0.5072,1,1,0.15,0.129,0.0181,0.0947,0.1661,1,1,0.1,0.0726,0.0129,0.0491,0.0995,0,1,0.1,0.1218,0.0144,0.0951,0.1513,1,1,0.1,0.1025,0.014,0.0761,0.131,1,1,0.1,0.0925,0.0142,0.0656,0.1214,1,1,1,0.9994,0.0145,0.9716,1.0283,1,1,1,0.9877,0.0143,0.9599,1.016,1,1,0.3,0.2991,0.0106,0.2786,0.3198,1,1,0.3,0.2991,0.0106,0.2786,0.3198,1,1
60,10,9.9702,0.2194,9.5406,10.4053,1,1,3,3.0959,0.0832,2.9343,3.2619,1,1,1,1.0465,0.0279,0.9926,1.1024,1,1,8,7.7778,0.1651,7.4522,8.1007,1,1,2.5,2.5748,0.0699,2.4409,2.7153,1,1,0.8,0.8078,0.0226,0.7636,0.8524,1,1,0.3,0.3006,0.0141,0.2728,0.3281,1,1,0.2,0.2161,0.0152,0.1865,0.2458,1,1,-0.15,-0.1287,0.0148,-0.1577,-0.0995,1,1,-0.1,-0.0861,0.0145,-0.1145,-0.0576,1,1,2,2.1615,0.158,1.8773,2.4977,1,1,0.5,0.5119,0.0632,0.3958,0.6437,1,1,0.2,0.2129,0.0215,0.1735,0.2579,1,1,1.5,1.5375,0.1176,1.3247,1.7858,1,1,0.4,0.4567,0.0497,0.3666,0.5608,1,1,0.15,0.1352,0.0198,0.0982,0.1761,1,1,0.1,0.0916,0.014,0.0653,0.1201,1,1,0.1,0.1037,0.0145,0.0761,0.1328,1,1,0.1,0.1041,0.014,0.078,0.1326,1,1,0.1,0.0969,0.0143,0.0698,0.1259,1,1,1,1.0205,0.0149,0.9917,1.0503,1,1,1,1.0087,0.0146,0.9807,1.0379,1,1,0.3,0.3168,0.0109,0.2955,0.3383,1,1,0.3,0.3168,0.0109,0.2955,0.3383,1,1
61,10,10.0513,0.2151,9.6295,10.476,1,1,3,3.0397,0.0825,2.881,3.2035,1,1,1,0.9847,0.0256,0.9356,1.036,1,1,8,7.9519,0.1584,7.6388,8.2631,1,1,2.5,2.4729,0.0694,2.339,2.6112,1,1,0.8,0.7864,0.0233,0.7409,0.8326,1,1,0.3,0.3025,0.0132,0.2767,0.3283,1,1,0.2,0.2294,0.0166,0.1969,0.2618,1,1,-0.15,-0.1398,0.0147,-0.1686,-0.111,1,1,-0.1,-0.1081,0.0136,-0.1348,-0.0812,1,1,2,2.0942,0.1535,1.8174,2.4194,1,1,0.5,0.5667,0.067,0.4433,0.7066,1,1,0.2,0.1903,0.021,0.1516,0.2343,1,1,1.5,1.465,0.1139,1.2581,1.7063,1,1,0.4,0.4824,0.0517,0.3872,0.5902,1,1,0.15,0.1591,0.0208,0.1212,0.2023,1,1,0.1,0.0747,0.0132,0.0507,0.1023,1,1,0.1,0.1262,0.0145,0.0992,0.1559,1,1,0.1,0.1037,0.0136,0.0784,0.1318,1,1,0.1,0.0838,0.0136,0.0584,0.1115,1,1,1,1.0183,0.0147,0.9901,1.0473,1,1,1,0.9882,0.0143,0.9606,1.0168,1,1,0.3,0.3131,0.0107,0.2922,0.3344,1,1,0.3,0.3131,0.0107,0.2922,0.3344,1,1
