"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
18,10,9.8984,0.0899,9.7215,10.0747,1,1,3,2.9339,0.0564,2.8263,3.0469,1,1,1,0.9966,0.0179,0.962,1.0321,1,1,8,7.9354,0.0833,7.7718,8.0992,1,1,2.5,2.535,0.0448,2.4487,2.625,1,1,0.8,0.8121,0.0157,0.7812,0.8431,1,1,0.3,0.3071,0.0129,0.2819,0.3321,1,1,0.2,0.2077,0.0124,0.1832,0.2319,1,1,-0.15,-0.141,0.0121,-0.1645,-0.117,1,1,-0.1,-0.0915,0.0118,-0.1147,-0.0683,1,1,2,1.8155,0.0655,1.6913,1.9477,0,1,0.5,0.5099,0.046,0.4208,0.6007,1,1,0.2,0.2115,0.0129,0.1864,0.2373,1,1,1.5,1.5353,0.0571,1.4262,1.6507,1,1,0.4,0.3601,0.0341,0.2952,0.4293,1,1,0.15,0.1479,0.0124,0.1241,0.173,1,1,0.1,0.1211,0.0163,0.0874,0.1523,1,1,0.1,0.0992,0.0168,0.0662,0.1317,1,1,0.1,0.0936,0.0188,0.0561,0.1302,1,1,0.1,0.0791,0.0164,0.0494,0.1122,1,1,1,1.0155,0.0139,0.9886,1.0431,1,1,1,1.022,0.014,0.9949,1.0498,1,1,0.3,0.3279,0.0102,0.3081,0.348,0,1,0.3,0.3279,0.0102,0.3081,0.348,0,1
19,10,9.9357,0.0936,9.7521,10.1206,1,1,3,2.996,0.0521,2.8927,3.0981,1,1,1,1.0139,0.0158,0.9828,1.045,1,1,8,7.9356,0.0807,7.7778,8.0953,1,1,2.5,2.5119,0.0455,2.4248,2.6042,1,1,0.8,0.7959,0.0149,0.7667,0.8253,1,1,0.3,0.2915,0.0128,0.266,0.3163,1,1,0.2,0.1879,0.0128,0.1628,0.2126,1,1,-0.15,-0.135,0.0118,-0.1583,-0.1122,1,1,-0.1,-0.0902,0.0121,-0.1144,-0.0669,1,1,2,1.9619,0.0669,1.8347,2.0972,1,1,0.5,0.517,0.045,0.4278,0.6046,1,1,0.2,0.1887,0.0121,0.1659,0.2133,1,1,1.5,1.554,0.0554,1.4502,1.6668,1,1,0.4,0.4467,0.0331,0.382,0.5119,1,1,0.15,0.123,0.013,0.0976,0.1476,0,1,0.1,0.1095,0.0175,0.0739,0.143,1,1,0.1,0.1171,0.0175,0.0805,0.1498,1,1,0.1,0.0981,0.0178,0.0631,0.1322,1,1,0.1,0.087,0.0171,0.0544,0.121,1,1,1,0.9982,0.0138,0.9717,1.0257,1,1,1,0.9733,0.0134,0.947,0.9998,0,1,0.3,0.2934,0.0099,0.2741,0.3128,1,1,0.3,0.2934,0.0099,0.2741,0.3128,1,1
20,10,10.0828,0.1003,9.8858,10.2799,1,1,3,2.9608,0.055,2.8539,3.0688,1,1,1,0.9986,0.0167,0.9662,1.0315,1,1,8,7.9588,0.0816,7.7971,8.1184,1,1,2.5,2.524,0.0459,2.4354,2.6155,1,1,0.8,0.7939,0.0156,0.7636,0.8252,1,1,0.3,0.3255,0.0118,0.3022,0.3481,0,1,0.2,0.1976,0.0124,0.1734,0.2223,1,1,-0.15,-0.1503,0.0116,-0.1731,-0.1275,1,1,-0.1,-0.1029,0.0112,-0.125,-0.0811,1,1,2,2.1035,0.0708,1.9693,2.2472,1,1,0.5,0.5209,0.0446,0.4336,0.6096,1,1,0.2,0.1885,0.0129,0.1637,0.2144,1,1,1.5,1.4842,0.0573,1.3743,1.5997,1,1,0.4,0.4534,0.0365,0.3836,0.5254,1,1,0.15,0.1537,0.0132,0.1277,0.179,1,1,0.1,0.0817,0.0167,0.0506,0.1147,1,1,0.1,0.1096,0.017,0.0744,0.142,1,1,0.1,0.0848,0.0179,0.0508,0.1202,1,1,0.1,0.0673,0.0147,0.0417,0.099,0,1,1,1.0112,0.0138,0.9845,1.0384,1,1,1,1.0154,0.0139,0.9885,1.043,1,1,0.3,0.3038,0.0101,0.284,0.3237,1,1,0.3,0.3038,0.0101,0.284,0.3237,1,1
21,10,9.9007,0.0939,9.7164,10.0839,1,1,3,3.0706,0.0565,2.96,3.1829,1,1,1,1.0433,0.0176,1.0091,1.0779,0,1,8,7.9046,0.0787,7.7502,8.0594,1,1,2.5,2.5582,0.0464,2.4683,2.6499,1,1,0.8,0.8282,0.0156,0.797,0.8592,1,1,0.3,0.3081,0.0128,0.2834,0.3332,1,1,0.2,0.191,0.0123,0.1668,0.2152,1,1,-0.15,-0.1592,0.0116,-0.182,-0.1364,1,1,-0.1,-0.1001,0.0114,-0.1224,-0.0778,1,1,2,1.9704,0.0671,1.8434,2.1071,1,1,0.5,0.4962,0.0497,0.399,0.5943,1,1,0.2,0.2191,0.0126,0.1952,0.2445,1,1,1.5,1.4896,0.0536,1.388,1.5988,1,1,0.4,0.3978,0.0354,0.3292,0.4692,1,1,0.15,0.1424,0.0125,0.1181,0.1666,1,1,0.1,0.1107,0.0172,0.0744,0.1426,1,1,0.1,0.0923,0.0179,0.0566,0.1266,1,1,0.1,0.0852,0.0177,0.0516,0.1211,1,1,0.1,0.0757,0.0164,0.0463,0.1088,1,1,1,1.0144,0.0139,0.9876,1.042,1,1,1,1.032,0.0141,1.0046,1.0598,0,1,0.3,0.3022,0.0102,0.2824,0.3222,1,1,0.3,0.3022,0.0102,0.2824,0.3222,1,1
22,10,9.8653,0.0924,9.6843,10.046,1,1,3,3.0095,0.0533,2.907,3.1155,1,1,1,1.0058,0.0161,0.9749,1.0379,1,1,8,8.0728,0.0829,7.9122,8.2373,1,1,2.5,2.5034,0.0463,2.4136,2.5957,1,1,0.8,0.7893,0.0154,0.7592,0.8195,1,1,0.3,0.305,0.0123,0.2812,0.3291,1,1,0.2,0.2006,0.0128,0.1755,0.2256,1,1,-0.15,-0.1517,0.0123,-0.1757,-0.1275,1,1,-0.1,-0.1057,0.0117,-0.129,-0.0831,1,1,2,1.9276,0.0656,1.8037,2.0625,1,1,0.5,0.4964,0.0455,0.4064,0.5855,1,1,0.2,0.1889,0.0117,0.1663,0.2123,1,1,1.5,1.5422,0.0559,1.4355,1.6547,1,1,0.4,0.4699,0.0344,0.4032,0.5382,0,1,0.15,0.1412,0.0129,0.1153,0.166,1,1,0.1,0.0951,0.0178,0.0613,0.1303,1,1,0.1,0.1004,0.0178,0.0655,0.1347,1,1,0.1,0.1053,0.0193,0.0652,0.1422,1,1,0.1,0.0836,0.0169,0.0519,0.1174,1,1,1,0.9938,0.0137,0.9674,1.0213,1,1,1,1.0109,0.014,0.9841,1.0389,1,1,0.3,0.299,0.01,0.2796,0.3188,1,1,0.3,0.299,0.01,0.2796,0.3188,1,1
23,10,10.0698,0.0923,9.8879,10.2494,1,1,3,3.1084,0.0555,2.9988,3.2202,1,1,1,1.0279,0.0168,0.9952,1.0616,1,1,8,8.0256,0.0811,7.8667,8.1849,1,1,2.5,2.4888,0.0457,2.4003,2.5792,1,1,0.8,0.7766,0.0154,0.7463,0.8072,1,1,0.3,0.3013,0.0125,0.2771,0.3256,1,1,0.2,0.1891,0.0123,0.1651,0.2135,1,1,-0.15,-0.171,0.0121,-0.195,-0.1474,1,1,-0.1,-0.0928,0.0114,-0.1151,-0.0706,1,1,2,1.9088,0.0659,1.7848,2.0413,1,1,0.5,0.4878,0.048,0.3974,0.585,1,1,0.2,0.2043,0.0126,0.1797,0.2289,1,1,1.5,1.4634,0.0562,1.3556,1.5749,1,1,0.4,0.4742,0.0331,0.4097,0.5407,0,1,0.15,0.1367,0.0131,0.1111,0.1626,1,1,0.1,0.0885,0.0173,0.0562,0.1234,1,1,0.1,0.0959,0.0172,0.0623,0.1293,1,1,0.1,0.0977,0.0186,0.0608,0.1338,1,1,0.1,0.0797,0.0162,0.05,0.1126,1,1,1,0.9784,0.0133,0.9525,1.0048,1,1,1,1.0078,0.0139,0.9808,1.0353,1,1,0.3,0.2964,0.0099,0.2772,0.3158,1,1,0.3,0.2964,0.0099,0.2772,0.3158,1,1
24,10,10.0417,0.0945,9.8563,10.2271,1,1,3,2.9767,0.0564,2.867,3.0885,1,1,1,0.984,0.0159,0.9528,1.0152,1,1,8,8.0184,0.0822,7.8572,8.1803,1,1,2.5,2.5451,0.0445,2.458,2.633,1,1,0.8,0.8059,0.0151,0.7762,0.8354,1,1,0.3,0.2922,0.0127,0.2675,0.3169,1,1,0.2,0.1927,0.0124,0.1682,0.2168,1,1,-0.15,-0.1489,0.0115,-0.1713,-0.1264,1,1,-0.1,-0.0895,0.0119,-0.1127,-0.0662,1,1,2,1.971,0.067,1.8442,2.1072,1,1,0.5,0.6059,0.043,0.5212,0.6922,0,1,0.2,0.1677,0.0127,0.1432,0.1932,0,1,1.5,1.5407,0.0568,1.4328,1.6551,1,1,0.4,0.4213,0.0357,0.3516,0.4923,1,1,0.15,0.1446,0.0131,0.1188,0.1697,1,1,0.1,0.1098,0.017,0.0758,0.143,1,1,0.1,0.0977,0.0174,0.0624,0.131,1,1,0.1,0.0765,0.016,0.0491,0.1104,1,1,0.1,0.098,0.0174,0.0652,0.1323,1,1,1,1.001,0.0139,0.9739,1.0284,1,1,1,1.0009,0.0136,0.9745,1.0279,1,1,0.3,0.3039,0.01,0.2845,0.3237,1,1,0.3,0.3039,0.01,0.2845,0.3237,1,1
25,10,9.8817,0.1005,9.6888,10.0789,1,1,3,3.006,0.0543,2.9024,3.1147,1,1,1,1.0074,0.0169,0.9744,1.041,1,1,8,8.0247,0.0813,7.8644,8.1855,1,1,2.5,2.4869,0.0449,2.402,2.5772,1,1,0.8,0.808,0.0156,0.7785,0.8393,1,1,0.3,0.2877,0.0131,0.2618,0.3133,1,1,0.2,0.192,0.0132,0.1663,0.2181,1,1,-0.15,-0.1393,0.0124,-0.1636,-0.1147,1,1,-0.1,-0.0882,0.0118,-0.111,-0.0644,1,1,2,2.0759,0.071,1.9419,2.22,1,1,0.5,0.5483,0.0463,0.4599,0.6395,1,1,0.2,0.2136,0.0127,0.1886,0.2386,1,1,1.5,1.5355,0.056,1.4288,1.6499,1,1,0.4,0.4092,0.0346,0.3434,0.478,1,1,0.15,0.1432,0.0128,0.1184,0.1686,1,1,0.1,0.1156,0.0177,0.0794,0.1489,1,1,0.1,0.1357,0.0161,0.103,0.1659,0,1,0.1,0.1203,0.0173,0.0855,0.1533,1,1,0.1,0.0788,0.0166,0.0491,0.1124,1,1,1,0.9878,0.0137,0.9615,1.0152,1,1,1,1.0019,0.0137,0.975,1.0289,1,1,0.3,0.2948,0.01,0.2755,0.3148,1,1,0.3,0.2948,0.01,0.2755,0.3148,1,1
26,10,9.9125,0.0963,9.7249,10.1002,1,1,3,3.0002,0.0544,2.8961,3.1084,1,1,1,1.0082,0.0158,0.9775,1.0398,1,1,8,7.9655,0.0797,7.8094,8.1227,1,1,2.5,2.528,0.0455,2.4418,2.6181,1,1,0.8,0.795,0.0155,0.7655,0.8257,1,1,0.3,0.3053,0.0124,0.2806,0.3292,1,1,0.2,0.1961,0.0124,0.1722,0.2206,1,1,-0.15,-0.1478,0.0116,-0.1703,-0.1252,1,1,-0.1,-0.1002,0.0121,-0.1238,-0.0765,1,1,2,2.0262,0.0684,1.8957,2.1632,1,1,0.5,0.5333,0.0442,0.4467,0.6197,1,1,0.2,0.1735,0.0127,0.1485,0.1987,0,1,1.5,1.4717,0.055,1.3664,1.5837,1,1,0.4,0.4312,0.0347,0.3639,0.5002,1,1,0.15,0.1477,0.0122,0.1245,0.1718,1,1,0.1,0.0919,0.0174,0.0591,0.1266,1,1,0.1,0.0945,0.018,0.0588,0.1296,1,1,0.1,0.0951,0.0179,0.0613,0.13,1,1,0.1,0.109,0.0177,0.0731,0.1424,1,1,1,0.9984,0.0139,0.9716,1.0263,1,1,1,0.9676,0.0133,0.9417,0.994,0,1,0.3,0.2853,0.0097,0.2664,0.3045,1,1,0.3,0.2853,0.0097,0.2664,0.3045,1,1
27,10,9.8683,0.098,9.6764,10.0599,1,1,3,2.9902,0.0514,2.8913,3.0924,1,1,1,0.9878,0.0165,0.9557,1.02,1,1,8,7.8327,0.0785,7.6782,7.9864,0,1,2.5,2.6101,0.0482,2.5162,2.7053,0,1,0.8,0.8246,0.0155,0.7942,0.855,1,1,0.3,0.2918,0.0122,0.2681,0.3161,1,1,0.2,0.1908,0.0122,0.1668,0.215,1,1,-0.15,-0.1626,0.012,-0.1861,-0.1391,1,1,-0.1,-0.1016,0.0121,-0.1256,-0.0777,1,1,2,1.9935,0.0703,1.8601,2.135,1,1,0.5,0.4832,0.0453,0.3952,0.5735,1,1,0.2,0.209,0.0124,0.1852,0.2336,1,1,1.5,1.4908,0.0543,1.3887,1.6003,1,1,0.4,0.488,0.036,0.4183,0.5599,0,1,0.15,0.1416,0.0128,0.1167,0.1667,1,1,0.1,0.076,0.0157,0.0486,0.1087,1,1,0.1,0.0821,0.0171,0.0519,0.1172,1,1,0.1,0.1089,0.0175,0.0735,0.1424,1,1,0.1,0.0918,0.018,0.0555,0.127,1,1,1,0.9981,0.0138,0.9713,1.0254,1,1,1,0.978,0.0135,0.9517,1.0045,1,1,0.3,0.2929,0.0099,0.2737,0.3124,1,1,0.3,0.2929,0.0099,0.2737,0.3124,1,1
28,10,9.8638,0.095,9.678,10.0511,1,1,3,2.9889,0.055,2.8833,3.0987,1,1,1,1.009,0.0168,0.9764,1.0422,1,1,8,8.0024,0.08,7.8466,8.1606,1,1,2.5,2.5338,0.0465,2.4426,2.6247,1,1,0.8,0.8044,0.0155,0.7731,0.8345,1,1,0.3,0.2967,0.0123,0.272,0.3206,1,1,0.2,0.2028,0.013,0.1773,0.2283,1,1,-0.15,-0.1506,0.0115,-0.1732,-0.128,1,1,-0.1,-0.0893,0.0116,-0.1127,-0.0671,1,1,2,1.978,0.0676,1.8517,2.1156,1,1,0.5,0.4943,0.0461,0.4026,0.5835,1,1,0.2,0.1968,0.0118,0.1738,0.2201,1,1,1.5,1.4554,0.0541,1.3521,1.5648,1,1,0.4,0.4467,0.035,0.3791,0.5159,1,1,0.15,0.1409,0.0128,0.116,0.166,1,1,0.1,0.0764,0.0167,0.0467,0.1115,1,1,0.1,0.1081,0.0178,0.0727,0.142,1,1,0.1,0.0812,0.0162,0.0511,0.1146,1,1,0.1,0.0766,0.0167,0.0459,0.1103,1,1,1,0.9983,0.0137,0.9718,1.0255,1,1,1,0.9925,0.0137,0.9662,1.0198,1,1,0.3,0.3008,0.01,0.2813,0.3205,1,1,0.3,0.3008,0.01,0.2813,0.3205,1,1
29,10,9.7811,0.0962,9.5931,9.9718,0,1,3,3.0252,0.0545,2.922,3.136,1,1,1,1.0396,0.017,1.0072,1.0738,0,1,8,8.0859,0.0815,7.9261,8.2445,1,1,2.5,2.5237,0.0451,2.4374,2.6142,1,1,0.8,0.7983,0.0152,0.7689,0.8285,1,1,0.3,0.2923,0.013,0.2669,0.3179,1,1,0.2,0.2085,0.0122,0.1844,0.2326,1,1,-0.15,-0.1353,0.0123,-0.159,-0.111,1,1,-0.1,-0.1205,0.012,-0.1443,-0.0967,1,1,2,2.0085,0.0686,1.88,2.1484,1,1,0.5,0.4736,0.0471,0.3819,0.5661,1,1,0.2,0.2103,0.0125,0.1865,0.2352,1,1,1.5,1.5303,0.0582,1.4205,1.6475,1,1,0.4,0.4384,0.0366,0.3664,0.5113,1,1,0.15,0.1469,0.0146,0.1181,0.1755,1,1,0.1,0.1177,0.017,0.0828,0.1504,1,1,0.1,0.0724,0.0154,0.0451,0.1046,1,1,0.1,0.1117,0.0169,0.0773,0.1444,1,1,0.1,0.0893,0.0173,0.0569,0.1229,1,1,1,0.9997,0.0138,0.9729,1.0273,1,1,1,1.0036,0.0137,0.9769,1.0305,1,1,0.3,0.3031,0.01,0.2837,0.3229,1,1,0.3,0.3031,0.01,0.2837,0.3229,1,1
30,10,9.954,0.0972,9.7622,10.1459,1,1,3,3.0374,0.0563,2.925,3.148,1,1,1,1.0003,0.0173,0.9659,1.0335,1,1,8,7.9548,0.0808,7.7977,8.1147,1,1,2.5,2.5083,0.0466,2.4181,2.6021,1,1,0.8,0.8131,0.0164,0.781,0.8455,1,1,0.3,0.3076,0.0129,0.2822,0.3328,1,1,0.2,0.2084,0.013,0.1831,0.2338,1,1,-0.15,-0.1597,0.0116,-0.1826,-0.1371,1,1,-0.1,-0.1155,0.0118,-0.1389,-0.0924,1,1,2,1.987,0.0716,1.8524,2.1322,1,1,0.5,0.5458,0.0466,0.4547,0.6385,1,1,0.2,0.2072,0.0134,0.1805,0.2334,1,1,1.5,1.4971,0.057,1.3867,1.6099,1,1,0.4,0.432,0.0351,0.3632,0.501,1,1,0.15,0.1484,0.0136,0.121,0.175,1,1,0.1,0.1119,0.0178,0.0755,0.1455,1,1,0.1,0.1347,0.0161,0.1021,0.1655,0,1,0.1,0.0812,0.016,0.0515,0.1133,1,1,0.1,0.0959,0.0185,0.06,0.1318,1,1,1,0.9929,0.0138,0.9662,1.0201,1,1,1,1.0076,0.0139,0.9808,1.0354,1,1,0.3,0.3068,0.01,0.2873,0.3265,1,1,0.3,0.3068,0.01,0.2873,0.3265,1,1
31,10,9.9201,0.1009,9.723,10.1196,1,1,3,3.0123,0.057,2.9046,3.1265,1,1,1,1.0004,0.0168,0.9683,1.0336,1,1,8,8.0034,0.0779,7.85,8.1564,1,1,2.5,2.5398,0.0451,2.4535,2.6307,1,1,0.8,0.8034,0.0155,0.7736,0.8342,1,1,0.3,0.3183,0.0123,0.2941,0.3425,1,1,0.2,0.1697,0.0127,0.1453,0.195,0,1,-0.15,-0.1366,0.0115,-0.1593,-0.114,1,1,-0.1,-0.0989,0.0119,-0.1225,-0.0756,1,1,2,2.092,0.0725,1.9534,2.2393,1,1,0.5,0.5928,0.0466,0.4999,0.6848,1,1,0.2,0.1927,0.0141,0.1651,0.2204,1,1,1.5,1.4368,0.0565,1.3303,1.5527,1,1,0.4,0.4758,0.0346,0.4087,0.5449,0,1,0.15,0.1643,0.0126,0.1395,0.1889,1,1,0.1,0.0802,0.0163,0.0504,0.1136,1,1,0.1,0.109,0.0175,0.0735,0.1425,1,1,0.1,0.0785,0.0157,0.0502,0.111,1,1,0.1,0.0937,0.018,0.0593,0.1284,1,1,1,1.0094,0.0139,0.9825,1.0368,1,1,1,0.9849,0.0135,0.9589,1.0116,1,1,0.3,0.3115,0.0099,0.2922,0.3312,1,1,0.3,0.3115,0.0099,0.2922,0.3312,1,1
32,10,9.8571,0.0938,9.6727,10.039,1,1,3,2.9627,0.0532,2.8588,3.0664,1,1,1,0.998,0.0159,0.967,1.0295,1,1,8,8.0087,0.0791,7.8565,8.1663,1,1,2.5,2.5222,0.046,2.434,2.6144,1,1,0.8,0.7996,0.0153,0.7698,0.83,1,1,0.3,0.2924,0.012,0.2688,0.3158,1,1,0.2,0.2033,0.0124,0.1789,0.228,1,1,-0.15,-0.1636,0.0118,-0.1875,-0.141,1,1,-0.1,-0.0792,0.012,-0.1027,-0.0554,1,1,2,1.9489,0.0657,1.824,2.0822,1,1,0.5,0.5377,0.0457,0.4479,0.6265,1,1,0.2,0.1861,0.0128,0.1616,0.2116,1,1,1.5,1.4629,0.0551,1.3564,1.5736,1,1,0.4,0.4433,0.0358,0.373,0.5133,1,1,0.15,0.1385,0.0139,0.1095,0.1654,1,1,0.1,0.0721,0.0157,0.045,0.1052,1,1,0.1,0.0912,0.0182,0.0555,0.126,1,1,0.1,0.0772,0.0165,0.0469,0.1107,1,1,0.1,0.1104,0.0173,0.0761,0.1439,1,1,1,0.9957,0.0138,0.9691,1.0233,1,1,1,1.01,0.0139,0.9834,1.0375,1,1,0.3,0.303,0.0101,0.2834,0.3229,1,1,0.3,0.303,0.0101,0.2834,0.3229,1,1
33,10,9.8765,0.0921,9.6956,10.0586,1,1,3,2.9934,0.055,2.8861,3.1033,1,1,1,1.002,0.0169,0.969,1.0354,1,1,8,8.0525,0.0813,7.8945,8.2139,1,1,2.5,2.4133,0.0422,2.3318,2.4974,0,1,0.8,0.785,0.0152,0.7554,0.8148,1,1,0.3,0.3045,0.0125,0.2806,0.3289,1,1,0.2,0.2042,0.0119,0.1812,0.2277,1,1,-0.15,-0.1647,0.0114,-0.1871,-0.1425,1,1,-0.1,-0.1036,0.012,-0.1271,-0.08,1,1,2,1.9091,0.0658,1.7852,2.0431,1,1,0.5,0.488,0.0474,0.3951,0.5818,1,1,0.2,0.1981,0.0126,0.1735,0.2231,1,1,1.5,1.4969,0.0557,1.3912,1.609,1,1,0.4,0.3857,0.0318,0.3237,0.4484,1,1,0.15,0.1402,0.0128,0.1149,0.165,1,1,0.1,0.0945,0.0181,0.0585,0.1282,1,1,0.1,0.0813,0.0168,0.0495,0.1144,1,1,0.1,0.0889,0.0174,0.056,0.1233,1,1,0.1,0.0977,0.0185,0.061,0.1338,1,1,1,1.0162,0.0141,0.989,1.0442,1,1,1,0.9812,0.0134,0.9551,1.008,1,1,0.3,0.2986,0.01,0.279,0.3181,1,1,0.3,0.2986,0.01,0.279,0.3181,1,1
34,10,9.8816,0.095,9.6941,10.0672,1,1,3,3.1069,0.0568,2.9981,3.2206,1,1,1,1.0051,0.0162,0.9738,1.0372,1,1,8,7.9156,0.0781,7.7631,8.0677,1,1,2.5,2.4947,0.0449,2.4081,2.5844,1,1,0.8,0.8234,0.0157,0.7929,0.8552,1,1,0.3,0.3027,0.0127,0.2779,0.3276,1,1,0.2,0.1914,0.013,0.1661,0.2169,1,1,-0.15,-0.158,0.0123,-0.1821,-0.1337,1,1,-0.1,-0.1077,0.0122,-0.1314,-0.0838,1,1,2,1.9586,0.0675,1.8319,2.0971,1,1,0.5,0.5566,0.047,0.4632,0.6488,1,1,0.2,0.1877,0.0131,0.1627,0.2141,1,1,1.5,1.4794,0.0538,1.3768,1.5883,1,1,0.4,0.4295,0.0351,0.3612,0.4986,1,1,0.15,0.1459,0.013,0.1208,0.1713,1,1,0.1,0.1016,0.0188,0.0652,0.1379,1,1,0.1,0.1251,0.0163,0.0915,0.1557,1,1,0.1,0.1162,0.0174,0.0809,0.1498,1,1,0.1,0.1091,0.0175,0.073,0.1423,1,1,1,0.9728,0.0136,0.9464,0.9994,0,1,1,0.9807,0.0136,0.9543,1.0074,1,1,0.3,0.2866,0.0098,0.2674,0.306,1,1,0.3,0.2866,0.0098,0.2674,0.306,1,1
