"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
28,10,9.9067,0.2221,9.4691,10.3416,1,1,3,3.0299,0.1236,2.799,3.2802,1,1,1,1.0228,0.0348,0.9558,1.092,1,1,8,7.8563,0.1909,7.4825,8.2344,1,1,2.5,2.4668,0.1027,2.2774,2.6778,1,1,0.8,0.7844,0.0318,0.7242,0.848,1,1,0.3,0.2722,0.03,0.2133,0.3305,1,1,0.2,0.1959,0.0274,0.1415,0.2502,1,1,-0.15,-0.1798,0.0265,-0.2315,-0.1275,1,1,-0.1,-0.0808,0.0271,-0.1332,-0.0278,1,1,2,2.0955,0.1607,1.8059,2.4374,1,1,0.5,0.6193,0.0938,0.4516,0.818,1,1,0.2,0.1875,0.0296,0.1296,0.2457,1,1,1.5,1.6642,0.1275,1.4342,1.932,1,1,0.4,0.528,0.066,0.4087,0.6674,0,1,0.15,0.0972,0.0233,0.0563,0.1456,0,1,0.1,0.1309,0.0364,0.0651,0.2048,1,1,0.1,0.0873,0.0257,0.0477,0.1468,1,1,0.1,0.0876,0.0253,0.0474,0.1444,1,1,0.1,0.0982,0.0273,0.0523,0.1579,1,1,1,0.9495,0.0295,0.8933,1.0084,1,1,1,0.9534,0.0289,0.8989,1.0121,1,1,0.3,0.2899,0.0212,0.2491,0.3318,1,1,0.3,0.2899,0.0212,0.2491,0.3318,1,1
29,10,9.612,0.2344,9.1531,10.0709,1,1,3,3.1533,0.1484,2.8699,3.4537,1,1,1,1.065,0.0439,0.9812,1.1535,1,1,8,8.0379,0.1918,7.6622,8.4139,1,1,2.5,2.5713,0.1058,2.3755,2.7892,1,1,0.8,0.7782,0.0331,0.7159,0.846,1,1,0.3,0.3303,0.0285,0.2758,0.3862,1,1,0.2,0.1691,0.0279,0.1155,0.2251,1,1,-0.15,-0.1212,0.0305,-0.1801,-0.0608,1,1,-0.1,-0.1331,0.0282,-0.189,-0.0785,1,1,2,2.182,0.17,1.8733,2.5429,1,1,0.5,0.6504,0.1153,0.4399,0.8915,1,1,0.2,0.2274,0.0365,0.1595,0.3018,1,1,1.5,1.5892,0.1329,1.3467,1.8692,1,1,0.4,0.5354,0.0709,0.4042,0.6817,0,1,0.15,0.1447,0.0287,0.0893,0.2028,1,1,0.1,0.1077,0.0304,0.0557,0.1719,1,1,0.1,0.0877,0.0248,0.0485,0.1439,1,1,0.1,0.1787,0.0329,0.1139,0.2444,0,1,0.1,0.124,0.0338,0.0627,0.1927,1,1,1,1.0162,0.0313,0.9575,1.0797,1,1,1,0.982,0.0304,0.9238,1.0432,1,1,0.3,0.2973,0.0223,0.2543,0.3418,1,1,0.3,0.2973,0.0223,0.2543,0.3418,1,1
30,10,9.4531,0.2148,9.0325,9.8774,0,1,3,3.023,0.1339,2.767,3.2944,1,1,1,0.9855,0.0344,0.9183,1.0543,1,1,8,8.1046,0.1988,7.7193,8.4977,1,1,2.5,2.5619,0.1029,2.3692,2.7725,1,1,0.8,0.8009,0.0341,0.7358,0.8695,1,1,0.3,0.3284,0.0286,0.2718,0.3843,1,1,0.2,0.2199,0.0274,0.167,0.2749,1,1,-0.15,-0.1677,0.0256,-0.2179,-0.1171,1,1,-0.1,-0.1126,0.0266,-0.1646,-0.0602,1,1,2,2.0172,0.1517,1.7463,2.335,1,1,0.5,0.7178,0.093,0.5485,0.9134,0,1,0.2,0.1489,0.0304,0.0898,0.2091,1,1,1.5,1.6757,0.1376,1.4278,1.9639,1,1,0.4,0.4729,0.0653,0.3556,0.6119,1,1,0.15,0.1517,0.0271,0.0988,0.2058,1,1,0.1,0.1102,0.0323,0.0553,0.1788,1,1,0.1,0.0842,0.0236,0.0466,0.1378,1,1,0.1,0.0901,0.0258,0.0485,0.1478,1,1,0.1,0.1009,0.0296,0.0522,0.1658,1,1,1,0.9592,0.0295,0.9031,1.0183,1,1,1,0.984,0.0298,0.9275,1.0438,1,1,0.3,0.2861,0.0216,0.2449,0.3291,1,1,0.3,0.2861,0.0216,0.2449,0.3291,1,1
31,10,10.1048,0.2245,9.6663,10.5478,1,1,3,3.1578,0.1231,2.9216,3.4025,1,1,1,1.0203,0.033,0.9554,1.0856,1,1,8,7.8644,0.1583,7.5542,8.1774,1,1,2.5,2.7503,0.1176,2.5274,2.988,0,1,0.8,0.8274,0.0357,0.7578,0.898,1,1,0.3,0.2372,0.027,0.1839,0.2906,0,1,0.2,0.1876,0.0281,0.1326,0.2423,1,1,-0.15,-0.1588,0.025,-0.2082,-0.1107,1,1,-0.1,-0.135,0.0276,-0.1889,-0.0805,1,1,2,2.1271,0.1593,1.8404,2.466,1,1,0.5,0.634,0.0891,0.4676,0.8177,1,1,0.2,0.1726,0.0256,0.1242,0.2246,1,1,1.5,1.269,0.1138,1.0603,1.5052,1,1,0.4,0.6188,0.0835,0.4657,0.7911,0,1,0.15,0.1794,0.0263,0.1284,0.2321,1,1,0.1,0.0843,0.0248,0.0461,0.1396,1,1,0.1,0.1008,0.0286,0.053,0.1616,1,1,0.1,0.0735,0.0193,0.0435,0.1182,1,1,0.1,0.0998,0.0285,0.0534,0.1618,1,1,1,0.99,0.0304,0.9318,1.051,1,1,1,0.9491,0.0289,0.8935,1.0074,1,1,0.3,0.2794,0.0215,0.2379,0.3222,1,1,0.3,0.2794,0.0215,0.2379,0.3222,1,1
32,10,9.6996,0.2063,9.2957,10.1068,1,1,3,3.2071,0.1384,2.9454,3.4852,1,1,1,1.0344,0.0333,0.9686,1.0999,1,1,8,7.6241,0.1565,7.318,7.9321,0,1,2.5,2.7549,0.1176,2.5327,2.9967,0,1,0.8,0.8804,0.0364,0.8114,0.9528,0,1,0.3,0.2842,0.029,0.2291,0.342,1,1,0.2,0.2201,0.0309,0.1593,0.2804,1,1,-0.15,-0.1619,0.0269,-0.2151,-0.1091,1,1,-0.1,-0.1056,0.0259,-0.1561,-0.055,1,1,2,1.9501,0.1467,1.686,2.2624,1,1,0.5,0.6725,0.0948,0.4976,0.8685,1,1,0.2,0.1292,0.0282,0.0763,0.1866,0,1,1.5,1.3092,0.1077,1.1135,1.5339,1,1,0.4,0.4505,0.0662,0.3351,0.5937,1,1,0.15,0.1432,0.0268,0.0894,0.1959,1,1,0.1,0.0893,0.0256,0.0483,0.1465,1,1,0.1,0.1618,0.0322,0.099,0.2259,1,1,0.1,0.0945,0.0282,0.0495,0.1569,1,1,0.1,0.0879,0.0267,0.0466,0.1477,1,1,1,0.9959,0.0305,0.9377,1.0572,1,1,1,0.9827,0.0305,0.925,1.045,1,1,0.3,0.2867,0.0221,0.244,0.3304,1,1,0.3,0.2867,0.0221,0.244,0.3304,1,1
33,10,9.7844,0.2135,9.3673,10.2032,1,1,3,3.1056,0.1302,2.8558,3.3712,1,1,1,1.0177,0.0352,0.9494,1.0886,1,1,8,8.0003,0.1991,7.6169,8.3965,1,1,2.5,2.3447,0.1018,2.1536,2.5522,1,1,0.8,0.8061,0.0341,0.7398,0.8731,1,1,0.3,0.321,0.0282,0.2657,0.3762,1,1,0.2,0.2381,0.0271,0.1851,0.2919,1,1,-0.15,-0.1851,0.0265,-0.2365,-0.1329,1,1,-0.1,-0.1715,0.0262,-0.2229,-0.1207,0,1,2,2.0199,0.1542,1.7418,2.3459,1,1,0.5,0.6025,0.09,0.4375,0.7892,1,1,0.2,0.1673,0.0275,0.1138,0.2227,1,1,1.5,1.7652,0.1376,1.5153,2.0577,0,1,0.4,0.4983,0.0609,0.3876,0.6268,1,1,0.15,0.0969,0.0279,0.0521,0.1585,1,1,0.1,0.1022,0.0293,0.0537,0.1655,1,1,0.1,0.0904,0.0269,0.0482,0.1512,1,1,0.1,0.0946,0.0273,0.0508,0.1543,1,1,0.1,0.0957,0.0281,0.0504,0.1569,1,1,1,0.9514,0.0293,0.8958,1.0104,1,1,1,0.9412,0.0286,0.8866,0.9991,0,1,0.3,0.2619,0.021,0.2213,0.3038,1,1,0.3,0.2619,0.021,0.2213,0.3038,1,1
34,10,9.9573,0.2115,9.54,10.3728,1,1,3,2.9289,0.1207,2.701,3.1726,1,1,1,0.9293,0.036,0.8605,1.0022,1,1,8,7.8336,0.1694,7.4989,8.1665,1,1,2.5,2.5939,0.1117,2.3845,2.8247,1,1,0.8,0.8608,0.0327,0.7988,0.9282,1,1,0.3,0.3009,0.0283,0.2453,0.3568,1,1,0.2,0.156,0.0284,0.0999,0.2121,1,1,-0.15,-0.1317,0.03,-0.1901,-0.0721,1,1,-0.1,-0.128,0.0278,-0.1829,-0.0731,1,1,2,1.8876,0.1601,1.6053,2.2302,1,1,0.5,0.6384,0.0905,0.47,0.8272,1,1,0.2,0.2102,0.03,0.1467,0.2683,1,1,1.5,1.4997,0.1177,1.2862,1.7465,1,1,0.4,0.5605,0.0758,0.4204,0.719,0,1,0.15,0.105,0.0319,0.052,0.1719,1,1,0.1,0.0911,0.0265,0.0491,0.1502,1,1,0.1,0.1141,0.0323,0.0571,0.1814,1,1,0.1,0.1676,0.0328,0.1031,0.2329,0,1,0.1,0.1043,0.0309,0.0523,0.1696,1,1,1,0.9914,0.0304,0.9338,1.0535,1,1,1,0.9484,0.0294,0.8928,1.0079,1,1,0.3,0.3222,0.0221,0.2796,0.3663,1,1,0.3,0.3222,0.0221,0.2796,0.3663,1,1
35,10,10.3272,0.2201,9.8951,10.7674,1,1,3,3.1652,0.1324,2.9097,3.4318,1,1,1,1.081,0.0386,1.0065,1.1592,0,1,8,7.9158,0.1865,7.5498,8.2811,1,1,2.5,2.6951,0.1136,2.4809,2.9253,1,1,0.8,0.8334,0.0345,0.7675,0.9025,1,1,0.3,0.279,0.0318,0.2162,0.3415,1,1,0.2,0.2291,0.0278,0.1741,0.2839,1,1,-0.15,-0.1723,0.0288,-0.2288,-0.1155,1,1,-0.1,-0.0729,0.0256,-0.123,-0.0225,1,1,2,2.0991,0.1592,1.8149,2.4368,1,1,0.5,0.6591,0.1003,0.4735,0.87,1,1,0.2,0.2176,0.0299,0.1617,0.2788,1,1,1.5,1.6111,0.1288,1.3781,1.8823,1,1,0.4,0.4473,0.0645,0.3316,0.586,1,1,0.15,0.1301,0.0256,0.0811,0.1809,1,1,0.1,0.1659,0.035,0.0958,0.2337,1,1,0.1,0.093,0.0263,0.0503,0.1504,1,1,0.1,0.0972,0.0289,0.0503,0.1613,1,1,0.1,0.0981,0.0284,0.0514,0.159,1,1,1,0.951,0.0294,0.8953,1.0108,1,1,1,1.0615,0.0324,1.0003,1.1266,0,1,0.3,0.3132,0.0225,0.2696,0.3577,1,1,0.3,0.3132,0.0225,0.2696,0.3577,1,1
36,10,9.6952,0.2185,9.268,10.1291,1,1,3,3.0454,0.1336,2.7941,3.3169,1,1,1,1.0392,0.039,0.9651,1.1172,1,1,8,7.7128,0.1658,7.3867,8.0398,1,1,2.5,2.6563,0.1112,2.4452,2.8834,1,1,0.8,0.9068,0.0355,0.8374,0.9772,0,1,0.3,0.2916,0.0278,0.2374,0.3461,1,1,0.2,0.1678,0.0308,0.1074,0.2289,1,1,-0.15,-0.1231,0.0269,-0.1751,-0.0693,1,1,-0.1,-0.116,0.0277,-0.1698,-0.0604,1,1,2,2.0598,0.1537,1.78,2.3853,1,1,0.5,0.6158,0.0946,0.4402,0.8108,1,1,0.2,0.2033,0.0285,0.1508,0.2619,1,1,1.5,1.4827,0.1154,1.2739,1.7246,1,1,0.4,0.4968,0.0706,0.3704,0.6452,1,1,0.15,0.1499,0.0272,0.0962,0.2039,1,1,0.1,0.0844,0.0234,0.0476,0.138,1,1,0.1,0.1573,0.0314,0.0972,0.2197,1,1,0.1,0.0934,0.027,0.0493,0.153,1,1,0.1,0.1065,0.0314,0.0549,0.174,1,1,1,1.0296,0.0318,0.9694,1.0942,1,1,1,0.9992,0.0305,0.9415,1.0608,1,1,0.3,0.3258,0.0228,0.2817,0.3715,1,1,0.3,0.3258,0.0228,0.2817,0.3715,1,1
37,10,9.8452,0.2296,9.3945,10.2968,1,1,3,2.9088,0.1277,2.668,3.1665,1,1,1,0.96,0.0381,0.8866,1.0358,1,1,8,8.0193,0.2006,7.6278,8.4192,1,1,2.5,2.5279,0.1029,2.3348,2.7375,1,1,0.8,0.8163,0.0342,0.7505,0.8851,1,1,0.3,0.3059,0.0309,0.2451,0.3662,1,1,0.2,0.155,0.0275,0.1012,0.2089,1,1,-0.15,-0.1287,0.0276,-0.183,-0.0744,1,1,-0.1,-0.1291,0.026,-0.1804,-0.0777,1,1,2,2.0988,0.1666,1.7978,2.4512,1,1,0.5,0.6576,0.0961,0.4791,0.8577,1,1,0.2,0.2005,0.0337,0.1338,0.267,1,1,1.5,1.7696,0.1394,1.5184,2.066,0,1,0.4,0.4722,0.0648,0.3562,0.6087,1,1,0.15,0.1398,0.0286,0.0835,0.1966,1,1,0.1,0.1528,0.036,0.0826,0.2241,1,1,0.1,0.0893,0.0259,0.0484,0.1479,1,1,0.1,0.0946,0.0282,0.0499,0.1573,1,1,0.1,0.0955,0.0281,0.05,0.1578,1,1,1,0.989,0.0307,0.9308,1.051,1,1,1,1.0519,0.0319,0.9908,1.1166,1,1,0.3,0.2952,0.0227,0.2513,0.3408,1,1,0.3,0.2952,0.0227,0.2513,0.3408,1,1
38,10,9.9892,0.2196,9.562,10.417,1,1,3,3.1122,0.1273,2.8751,3.3725,1,1,1,1.0421,0.0376,0.9699,1.1176,1,1,8,7.9046,0.1552,7.6026,8.2125,1,1,2.5,2.4945,0.103,2.3025,2.7041,1,1,0.8,0.8131,0.0342,0.748,0.8816,1,1,0.3,0.3185,0.0282,0.2634,0.3729,1,1,0.2,0.1937,0.0295,0.1355,0.2516,1,1,-0.15,-0.1484,0.027,-0.2009,-0.0961,1,1,-0.1,-0.0605,0.0256,-0.1109,-0.0109,1,1,2,2.0732,0.1569,1.7917,2.4024,1,1,0.5,0.5699,0.0882,0.4093,0.7534,1,1,0.2,0.2045,0.0268,0.1534,0.2596,1,1,1.5,1.2662,0.104,1.0768,1.4843,0,1,0.4,0.4834,0.0673,0.3591,0.6243,1,1,0.15,0.1302,0.0261,0.0787,0.1811,1,1,0.1,0.0816,0.0231,0.0464,0.1348,1,1,0.1,0.1522,0.0336,0.0869,0.2187,1,1,0.1,0.0981,0.0277,0.0526,0.1598,1,1,0.1,0.0858,0.0249,0.0472,0.1416,1,1,1,0.9564,0.0291,0.9013,1.0149,1,1,1,0.9608,0.0295,0.905,1.0201,1,1,0.3,0.271,0.0214,0.2297,0.3136,1,1,0.3,0.271,0.0214,0.2297,0.3136,1,1
39,10,9.8187,0.2117,9.4037,10.231,1,1,3,3.0018,0.1217,2.7749,3.2486,1,1,1,0.9984,0.0356,0.9304,1.0707,1,1,8,8.18,0.1666,7.8574,8.5121,1,1,2.5,2.4727,0.1011,2.2853,2.685,1,1,0.8,0.8012,0.0301,0.7426,0.8631,1,1,0.3,0.23,0.0271,0.1762,0.2827,0,1,0.2,0.1572,0.0286,0.1016,0.214,1,1,-0.15,-0.1181,0.0282,-0.1733,-0.0631,1,1,-0.1,-0.0955,0.0274,-0.1494,-0.0418,1,1,2,1.9755,0.1491,1.7067,2.2918,1,1,0.5,0.6119,0.092,0.4447,0.8056,1,1,0.2,0.1928,0.0279,0.1397,0.2501,1,1,1.5,1.4194,0.1123,1.2182,1.6558,1,1,0.4,0.5416,0.0649,0.4236,0.6773,0,1,0.15,0.0892,0.0208,0.0527,0.1334,0,1,0.1,0.079,0.0217,0.045,0.1287,1,1,0.1,0.1214,0.0336,0.0617,0.1898,1,1,0.1,0.1082,0.0319,0.053,0.176,1,1,0.1,0.1265,0.0334,0.0652,0.1935,1,1,1,0.9787,0.0299,0.9222,1.0387,1,1,1,1.0215,0.0314,0.9621,1.0851,1,1,0.3,0.309,0.0226,0.2652,0.3538,1,1,0.3,0.309,0.0226,0.2652,0.3538,1,1
40,10,9.8987,0.2083,9.4913,10.3088,1,1,3,3.0073,0.1257,2.7673,3.2659,1,1,1,0.9909,0.0378,0.9178,1.0665,1,1,8,8.0004,0.1843,7.6423,8.3648,1,1,2.5,2.4941,0.109,2.2868,2.7124,1,1,0.8,0.8027,0.0345,0.7351,0.871,1,1,0.3,0.2841,0.0311,0.2235,0.3455,1,1,0.2,0.2255,0.0282,0.1706,0.281,1,1,-0.15,-0.1331,0.0277,-0.1874,-0.0791,1,1,-0.1,-0.1014,0.0266,-0.1529,-0.0496,1,1,2,1.8774,0.1476,1.6108,2.1918,1,1,0.5,0.5749,0.0866,0.4195,0.7573,1,1,0.2,0.2066,0.0282,0.152,0.2629,1,1,1.5,1.5739,0.1258,1.3453,1.8383,1,1,0.4,0.5016,0.0664,0.3837,0.6431,1,1,0.15,0.0969,0.0248,0.0538,0.1485,0,1,0.1,0.157,0.0372,0.0829,0.2292,1,1,0.1,0.1157,0.031,0.0599,0.1795,1,1,0.1,0.098,0.0292,0.0501,0.161,1,1,0.1,0.0922,0.0265,0.0495,0.1502,1,1,1,1.026,0.0315,0.9659,1.0895,1,1,1,1.0577,0.0322,0.9966,1.1223,1,1,0.3,0.3312,0.0234,0.2859,0.3777,1,1,0.3,0.3312,0.0234,0.2859,0.3777,1,1
41,10,9.8927,0.228,9.4456,10.3436,1,1,3,3.1144,0.138,2.8545,3.398,1,1,1,1.0692,0.0396,0.9941,1.1506,1,1,8,7.816,0.1675,7.4897,8.1464,1,1,2.5,2.6032,0.1136,2.3877,2.8334,1,1,0.8,0.8584,0.0355,0.7899,0.9287,1,1,0.3,0.3149,0.0291,0.2579,0.372,1,1,0.2,0.1923,0.0287,0.1352,0.2488,1,1,-0.15,-0.1671,0.0269,-0.2198,-0.114,1,1,-0.1,-0.1105,0.027,-0.1635,-0.0576,1,1,2,2.1509,0.1619,1.8623,2.4963,1,1,0.5,0.6236,0.1022,0.4377,0.8387,1,1,0.2,0.2118,0.0284,0.1583,0.2697,1,1,1.5,1.4386,0.116,1.2266,1.6826,1,1,0.4,0.5147,0.0718,0.3844,0.6653,1,1,0.15,0.1389,0.0298,0.0817,0.1976,1,1,0.1,0.1131,0.0336,0.0558,0.1824,1,1,0.1,0.1112,0.0309,0.0576,0.1762,1,1,0.1,0.0945,0.0282,0.05,0.1571,1,1,0.1,0.1143,0.0314,0.0593,0.1794,1,1,1,0.9757,0.0302,0.9186,1.0366,1,1,1,0.986,0.0302,0.928,1.0465,1,1,0.3,0.2864,0.0219,0.2441,0.3299,1,1,0.3,0.2864,0.0219,0.2441,0.3299,1,1
42,10,10.1426,0.2057,9.7415,10.5465,1,1,3,2.9894,0.1229,2.7574,3.2414,1,1,1,0.9923,0.0342,0.9268,1.0606,1,1,8,7.7325,0.1712,7.4009,8.0699,1,1,2.5,2.5959,0.113,2.3839,2.8225,1,1,0.8,0.8498,0.0366,0.7796,0.9215,1,1,0.3,0.3287,0.0282,0.2727,0.3833,1,1,0.2,0.2182,0.0285,0.1634,0.2748,1,1,-0.15,-0.1202,0.0262,-0.1706,-0.0685,1,1,-0.1,-0.0919,0.0266,-0.1444,-0.0394,1,1,2,1.8989,0.1461,1.6345,2.2023,1,1,0.5,0.5443,0.0831,0.393,0.7184,1,1,0.2,0.1456,0.0261,0.0948,0.1988,0,1,1.5,1.4388,0.1179,1.2239,1.6871,1,1,0.4,0.4623,0.0663,0.3445,0.6047,1,1,0.15,0.1417,0.0292,0.0849,0.2004,1,1,0.1,0.112,0.0309,0.0591,0.1779,1,1,0.1,0.1154,0.0318,0.0578,0.1805,1,1,0.1,0.0815,0.0231,0.0455,0.1354,1,1,0.1,0.097,0.0296,0.0497,0.1621,1,1,1,1.0311,0.0313,0.9716,1.0937,1,1,1,1.0325,0.0313,0.9729,1.0954,1,1,0.3,0.3039,0.023,0.2595,0.35,1,1,0.3,0.3039,0.023,0.2595,0.35,1,1
43,10,10.0054,0.2071,9.5965,10.4125,1,1,3,3.3716,0.1367,3.1086,3.6454,0,1,1,1.0791,0.0288,1.0224,1.1352,0,1,8,8.1218,0.1807,7.7701,8.4777,1,1,2.5,2.3619,0.0989,2.1783,2.5636,1,1,0.8,0.7742,0.0317,0.7153,0.8374,1,1,0.3,0.2777,0.0274,0.2249,0.3324,1,1,0.2,0.2345,0.0268,0.1818,0.2875,1,1,-0.15,-0.1803,0.0263,-0.2324,-0.1283,1,1,-0.1,-0.0895,0.0255,-0.1397,-0.0396,1,1,2,1.9853,0.1469,1.7207,2.2973,1,1,0.5,0.6967,0.0862,0.539,0.8772,0,1,0.2,0.079,0.0203,0.0469,0.1252,0,1,1.5,1.5262,0.1223,1.3032,1.785,1,1,0.4,0.5128,0.0628,0.3985,0.6448,1,1,0.15,0.099,0.0253,0.0553,0.1539,1,1,0.1,0.0962,0.028,0.0515,0.1584,1,1,0.1,0.0913,0.0255,0.0504,0.1476,1,1,0.1,0.0856,0.0249,0.0465,0.1423,1,1,0.1,0.0886,0.0248,0.0487,0.1437,1,1,1,0.9599,0.0293,0.9041,1.019,1,1,1,0.9669,0.0294,0.9113,1.0261,1,1,0.3,0.2613,0.0212,0.2205,0.3036,1,1,0.3,0.2613,0.0212,0.2205,0.3036,1,1
44,10,10.1657,0.2052,9.7612,10.5645,1,1,3,2.8172,0.1107,2.6061,3.0407,1,1,1,0.8956,0.0351,0.8286,0.9655,0,1,8,7.9906,0.1679,7.6639,8.3231,1,1,2.5,2.7342,0.1135,2.5199,2.965,0,1,0.8,0.7983,0.0341,0.7316,0.8663,1,1,0.3,0.2843,0.0286,0.2288,0.3409,1,1,0.2,0.2091,0.027,0.1553,0.2619,1,1,-0.15,-0.1699,0.0271,-0.2232,-0.1172,1,1,-0.1,-0.1074,0.027,-0.1594,-0.0536,1,1,2,1.7432,0.1543,1.4641,2.0702,1,1,0.5,0.6272,0.0842,0.4712,0.8022,1,1,0.2,0.2164,0.0308,0.1544,0.2765,1,1,1.5,1.3686,0.1156,1.1591,1.6117,1,1,0.4,0.516,0.0733,0.3846,0.6705,1,1,0.15,0.1455,0.0248,0.098,0.1957,1,1,0.1,0.0858,0.0244,0.0465,0.1405,1,1,0.1,0.094,0.0278,0.0497,0.1555,1,1,0.1,0.0919,0.0272,0.0486,0.1521,1,1,0.1,0.0999,0.0287,0.052,0.1624,1,1,1,0.9921,0.0307,0.9334,1.0534,1,1,1,1.0253,0.0312,0.9658,1.0886,1,1,0.3,0.2924,0.0227,0.2486,0.3374,1,1,0.3,0.2924,0.0227,0.2486,0.3374,1,1
