"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
62,10,10.3803,0.1942,9.9985,10.7666,1,1,3,3.0775,0.1276,2.8311,3.3378,1,1,1,0.9872,0.0354,0.9174,1.0573,1,1,8,8.1988,0.1956,7.8167,8.5835,1,1,2.5,2.4974,0.1065,2.2955,2.7124,1,1,0.8,0.7898,0.0335,0.725,0.8562,1,1,0.3,0.2911,0.0284,0.2354,0.3466,1,1,0.2,0.1799,0.0291,0.123,0.2371,1,1,-0.15,-0.1388,0.0255,-0.1894,-0.0891,1,1,-0.1,-0.1213,0.0283,-0.1773,-0.0658,1,1,2,1.7575,0.1383,1.5085,2.0517,1,1,0.5,0.6459,0.0935,0.4761,0.8426,1,1,0.2,0.1857,0.0274,0.133,0.2406,1,1,1.5,1.6444,0.1306,1.4102,1.9213,1,1,0.4,0.5312,0.069,0.4057,0.6769,0,1,0.15,0.1216,0.0285,0.0674,0.1792,1,1,0.1,0.1011,0.0299,0.0528,0.1676,1,1,0.1,0.141,0.0336,0.0764,0.2075,1,1,0.1,0.0817,0.0224,0.0462,0.1327,1,1,0.1,0.1266,0.0346,0.0638,0.1968,1,1,1,1.0093,0.0313,0.9496,1.0727,1,1,1,1.0061,0.031,0.9472,1.068,1,1,0.3,0.2901,0.0227,0.2465,0.3356,1,1,0.3,0.2901,0.0227,0.2465,0.3356,1,1
63,10,9.9377,0.2134,9.5148,10.3561,1,1,3,3.0475,0.1244,2.8166,3.3043,1,1,1,0.9939,0.035,0.9269,1.0655,1,1,8,8.0983,0.1886,7.7308,8.4715,1,1,2.5,2.4227,0.0994,2.2332,2.621,1,1,0.8,0.7662,0.0353,0.6965,0.8357,1,1,0.3,0.3068,0.0285,0.2517,0.3625,1,1,0.2,0.1915,0.0301,0.1322,0.2502,1,1,-0.15,-0.1477,0.029,-0.2043,-0.0904,1,1,-0.1,-0.0918,0.0267,-0.1435,-0.0387,1,1,2,1.9486,0.157,1.6638,2.2752,1,1,0.5,0.5916,0.0931,0.4251,0.7906,1,1,0.2,0.1778,0.0341,0.1081,0.2428,1,1,1.5,1.4715,0.1309,1.231,1.7449,1,1,0.4,0.5008,0.0664,0.3792,0.6401,1,1,0.15,0.1584,0.0285,0.0998,0.2146,1,1,0.1,0.1112,0.0312,0.0571,0.1763,1,1,0.1,0.1446,0.0354,0.0756,0.2148,1,1,0.1,0.1427,0.0362,0.0734,0.2153,1,1,0.1,0.0996,0.0288,0.0521,0.1629,1,1,1,0.9694,0.0297,0.9128,1.0297,1,1,1,0.9486,0.0299,0.891,1.0085,1,1,0.3,0.2681,0.0215,0.2267,0.3114,1,1,0.3,0.2681,0.0215,0.2267,0.3114,1,1
64,10,10.0428,0.2185,9.6143,10.4732,1,1,3,2.9588,0.1229,2.7248,3.2079,1,1,1,1.0128,0.039,0.9379,1.0902,1,1,8,7.9592,0.1716,7.6203,8.2973,1,1,2.5,2.635,0.1068,2.4344,2.8495,1,1,0.8,0.83,0.0311,0.7688,0.8912,1,1,0.3,0.3524,0.0289,0.2956,0.4092,1,1,0.2,0.1824,0.027,0.1298,0.2357,1,1,-0.15,-0.1391,0.0282,-0.1945,-0.0834,1,1,-0.1,-0.0721,0.0278,-0.1274,-0.018,1,1,2,1.9941,0.1558,1.7148,2.3257,1,1,0.5,0.5258,0.0819,0.3799,0.6976,1,1,0.2,0.2131,0.0276,0.1618,0.2703,1,1,1.5,1.4837,0.1167,1.2738,1.7294,1,1,0.4,0.4862,0.0643,0.3692,0.621,1,1,0.15,0.0949,0.0251,0.05,0.1455,0,1,0.1,0.1012,0.0304,0.0522,0.1678,1,1,0.1,0.0915,0.0258,0.0493,0.1484,1,1,0.1,0.1169,0.0332,0.0585,0.1856,1,1,0.1,0.1291,0.0332,0.067,0.196,1,1,1,0.9744,0.0302,0.9173,1.0352,1,1,1,1.019,0.0314,0.9596,1.0831,1,1,0.3,0.3037,0.0222,0.261,0.3478,1,1,0.3,0.3037,0.0222,0.261,0.3478,1,1
65,10,10.0196,0.2146,9.6012,10.4454,1,1,3,2.842,0.1179,2.619,3.0879,1,1,1,0.9615,0.0363,0.8931,1.0348,1,1,8,7.9877,0.1919,7.6131,8.3686,1,1,2.5,2.5094,0.1072,2.3072,2.7262,1,1,0.8,0.7792,0.0336,0.7138,0.8458,1,1,0.3,0.3314,0.0269,0.2789,0.3844,1,1,0.2,0.1923,0.0282,0.1376,0.2482,1,1,-0.15,-0.1513,0.0267,-0.2042,-0.099,1,1,-0.1,-0.1244,0.0298,-0.183,-0.0659,1,1,2,1.9538,0.1519,1.6776,2.2718,1,1,0.5,0.547,0.0851,0.3937,0.729,1,1,0.2,0.1851,0.0307,0.1239,0.2455,1,1,1.5,1.6048,0.1314,1.366,1.8837,1,1,0.4,0.5218,0.0698,0.3971,0.6703,1,1,0.15,0.1133,0.0287,0.0605,0.1726,1,1,0.1,0.0909,0.0263,0.0489,0.1497,1,1,0.1,0.1007,0.0292,0.0535,0.1653,1,1,0.1,0.0938,0.0277,0.05,0.1552,1,1,0.1,0.1701,0.0376,0.0958,0.2436,1,1,1,0.9713,0.0303,0.9139,1.0322,1,1,1,1.0327,0.0314,0.973,1.0958,1,1,0.3,0.2805,0.0223,0.2378,0.3248,1,1,0.3,0.2805,0.0223,0.2378,0.3248,1,1
66,10,10.0085,0.2287,9.5591,10.4589,1,1,3,3.0585,0.1234,2.8241,3.3062,1,1,1,1.0128,0.0348,0.9452,1.082,1,1,8,7.9832,0.1736,7.6487,8.3297,1,1,2.5,2.4655,0.0972,2.2825,2.6623,1,1,0.8,0.775,0.0321,0.7133,0.8392,1,1,0.3,0.3134,0.0283,0.2572,0.369,1,1,0.2,0.1634,0.0282,0.1074,0.2182,1,1,-0.15,-0.1434,0.0282,-0.1999,-0.0886,1,1,-0.1,-0.0857,0.027,-0.1391,-0.0333,1,1,2,2.155,0.164,1.8585,2.5028,1,1,0.5,0.5798,0.0867,0.4221,0.761,1,1,0.2,0.1816,0.0255,0.1324,0.2332,1,1,1.5,1.3916,0.1185,1.1707,1.6359,1,1,0.4,0.5152,0.0674,0.3923,0.6582,1,1,0.15,0.1313,0.0289,0.0768,0.1904,1,1,0.1,0.0941,0.0276,0.0494,0.1541,1,1,0.1,0.1108,0.0318,0.0566,0.1777,1,1,0.1,0.1313,0.0345,0.0674,0.2001,1,1,0.1,0.0952,0.0278,0.0506,0.156,1,1,1,0.9629,0.0296,0.9071,1.0225,1,1,1,0.9183,0.0285,0.8646,0.9757,0,1,0.3,0.291,0.0212,0.2501,0.3328,1,1,0.3,0.291,0.0212,0.2501,0.3328,1,1
67,10,10.182,0.1873,9.8172,10.5488,1,1,3,2.8871,0.1132,2.6767,3.1226,1,1,1,0.9963,0.0349,0.9301,1.0676,1,1,8,7.7228,0.1887,7.3527,8.097,1,1,2.5,2.5825,0.106,2.3791,2.8004,1,1,0.8,0.8594,0.0318,0.7959,0.9224,1,1,0.3,0.298,0.0264,0.2474,0.3501,1,1,0.2,0.2286,0.0266,0.1767,0.2806,1,1,-0.15,-0.1464,0.0269,-0.1986,-0.0936,1,1,-0.1,-0.1252,0.026,-0.1763,-0.0742,1,1,2,1.719,0.1342,1.4782,2.001,1,1,0.5,0.4629,0.0676,0.3414,0.6058,1,1,0.2,0.1766,0.0248,0.1288,0.2262,1,1,1.5,1.7099,0.1318,1.4736,1.9918,1,1,0.4,0.4635,0.0638,0.3486,0.5971,1,1,0.15,0.0838,0.0243,0.0469,0.1395,0,1,0.1,0.0755,0.0204,0.0434,0.1218,1,1,0.1,0.0808,0.0228,0.0459,0.1329,1,1,0.1,0.1051,0.0307,0.0537,0.1701,1,1,0.1,0.0861,0.0252,0.0475,0.1441,1,1,1,0.9802,0.0298,0.9235,1.0394,1,1,1,0.9919,0.0299,0.935,1.0519,1,1,0.3,0.2899,0.0219,0.248,0.3336,1,1,0.3,0.2899,0.0219,0.248,0.3336,1,1
68,10,9.9386,0.2106,9.5302,10.3549,1,1,3,3.1984,0.1364,2.941,3.4746,1,1,1,1.0498,0.0365,0.9794,1.1221,1,1,8,8.0125,0.1727,7.6763,8.3522,1,1,2.5,2.5601,0.109,2.351,2.7783,1,1,0.8,0.8257,0.0346,0.7581,0.8931,1,1,0.3,0.3112,0.0293,0.2529,0.3687,1,1,0.2,0.1995,0.0274,0.1463,0.2542,1,1,-0.15,-0.1346,0.0279,-0.1897,-0.0797,1,1,-0.1,-0.1132,0.0259,-0.1651,-0.0634,1,1,2,1.9884,0.1504,1.7188,2.31,1,1,0.5,0.6231,0.0903,0.4562,0.8075,1,1,0.2,0.1819,0.0297,0.1252,0.2419,1,1,1.5,1.4171,0.125,1.1871,1.6777,1,1,0.4,0.5486,0.076,0.4093,0.7074,0,1,0.15,0.1551,0.0301,0.0966,0.214,1,1,0.1,0.1203,0.0329,0.061,0.1877,1,1,0.1,0.0865,0.0249,0.0473,0.1428,1,1,0.1,0.1315,0.0338,0.068,0.1995,1,1,0.1,0.082,0.0229,0.046,0.1347,1,1,1,0.998,0.0308,0.939,1.06,1,1,1,0.9954,0.0307,0.9366,1.0578,1,1,0.3,0.2943,0.0223,0.2512,0.3385,1,1,0.3,0.2943,0.0223,0.2512,0.3385,1,1
69,10,10.0634,0.2273,9.6154,10.5085,1,1,3,2.9912,0.1223,2.7558,3.2393,1,1,1,0.9883,0.0357,0.9183,1.0587,1,1,8,7.7049,0.1668,7.3831,8.0371,1,1,2.5,2.5319,0.1113,2.3186,2.7599,1,1,0.8,0.8205,0.0371,0.7478,0.8947,1,1,0.3,0.2816,0.0282,0.2257,0.3363,1,1,0.2,0.1696,0.0281,0.1156,0.2253,1,1,-0.15,-0.1408,0.0273,-0.1947,-0.0881,1,1,-0.1,-0.1125,0.0253,-0.1616,-0.0626,1,1,2,2.1119,0.1608,1.8247,2.4518,1,1,0.5,0.5884,0.0931,0.4182,0.7833,1,1,0.2,0.1866,0.0287,0.1296,0.2435,1,1,1.5,1.2853,0.114,1.0724,1.5216,1,1,0.4,0.5145,0.0727,0.3809,0.6648,1,1,0.15,0.1491,0.0364,0.0758,0.2187,1,1,0.1,0.1073,0.0312,0.055,0.1741,1,1,0.1,0.1011,0.0298,0.054,0.1678,1,1,0.1,0.0979,0.0298,0.0505,0.1637,1,1,0.1,0.0822,0.0225,0.0474,0.1334,1,1,1,0.9688,0.0294,0.9132,1.0285,1,1,1,1.021,0.0311,0.962,1.0838,1,1,0.3,0.285,0.0221,0.2425,0.3287,1,1,0.3,0.285,0.0221,0.2425,0.3287,1,1
70,10,9.7253,0.1939,9.3456,10.1071,1,1,3,3.1114,0.1268,2.8705,3.3703,1,1,1,1.0736,0.0388,1.0003,1.152,0,1,8,7.8336,0.1641,7.5134,8.1566,1,1,2.5,2.6644,0.1128,2.4536,2.8946,1,1,0.8,0.8338,0.0333,0.7706,0.8995,1,1,0.3,0.2634,0.0287,0.2074,0.3192,1,1,0.2,0.1971,0.0271,0.1432,0.2498,1,1,-0.15,-0.1323,0.0296,-0.1905,-0.0745,1,1,-0.1,-0.0802,0.0287,-0.1368,-0.0242,1,1,2,1.8245,0.1409,1.5693,2.1233,1,1,0.5,0.6217,0.0944,0.4441,0.816,1,1,0.2,0.228,0.0294,0.173,0.2881,1,1,1.5,1.4101,0.1122,1.2084,1.6478,1,1,0.4,0.5107,0.0694,0.3851,0.6565,1,1,0.15,0.1092,0.0251,0.0639,0.1608,1,1,0.1,0.08,0.0225,0.0454,0.1322,1,1,0.1,0.0886,0.0258,0.0483,0.1469,1,1,0.1,0.1429,0.0363,0.0745,0.2146,1,1,0.1,0.1476,0.0341,0.0813,0.2153,1,1,1,0.9248,0.0288,0.8702,0.983,0,1,1,0.9725,0.03,0.9154,1.0332,1,1,0.3,0.2962,0.0214,0.2552,0.3389,1,1,0.3,0.2962,0.0214,0.2552,0.3389,1,1
71,10,10.1629,0.222,9.7233,10.5953,1,1,3,2.959,0.1172,2.7369,3.1958,1,1,1,0.9571,0.0352,0.8901,1.0281,1,1,8,8.1165,0.1854,7.7569,8.4872,1,1,2.5,2.5468,0.1087,2.339,2.7649,1,1,0.8,0.7963,0.033,0.7316,0.861,1,1,0.3,0.3036,0.0278,0.2499,0.3583,1,1,0.2,0.2051,0.0284,0.1502,0.2613,1,1,-0.15,-0.1257,0.027,-0.1788,-0.0727,1,1,-0.1,-0.0749,0.0271,-0.1288,-0.0226,1,1,2,2.0278,0.1596,1.7383,2.3603,1,1,0.5,0.548,0.0798,0.4034,0.7167,1,1,0.2,0.1916,0.0267,0.141,0.2459,1,1,1.5,1.5832,0.1277,1.3501,1.8521,1,1,0.4,0.5343,0.0706,0.4053,0.6806,0,1,0.15,0.1134,0.0274,0.0641,0.1696,1,1,0.1,0.0918,0.0272,0.0497,0.1541,1,1,0.1,0.099,0.0291,0.0518,0.1628,1,1,0.1,0.103,0.0303,0.0527,0.1684,1,1,0.1,0.0989,0.0292,0.0523,0.1632,1,1,1,1.018,0.0313,0.9582,1.0808,1,1,1,1.0291,0.0317,0.9689,1.0929,1,1,0.3,0.3352,0.0229,0.2908,0.3809,1,1,0.3,0.3352,0.0229,0.2908,0.3809,1,1
72,10,9.6899,0.2094,9.2775,10.1043,1,1,3,3.0774,0.1317,2.834,3.3486,1,1,1,1.058,0.0373,0.988,1.1339,1,1,8,8.039,0.1876,7.6715,8.4066,1,1,2.5,2.6634,0.114,2.4499,2.8944,1,1,0.8,0.8261,0.0353,0.7585,0.8955,1,1,0.3,0.306,0.0271,0.253,0.3586,1,1,0.2,0.2426,0.0293,0.1851,0.2997,1,1,-0.15,-0.1724,0.0265,-0.2245,-0.1214,1,1,-0.1,-0.0722,0.0254,-0.1223,-0.0225,1,1,2,1.9707,0.1496,1.7008,2.291,1,1,0.5,0.5653,0.0887,0.4014,0.7515,1,1,0.2,0.1783,0.0293,0.1216,0.2372,1,1,1.5,1.5809,0.1261,1.3522,1.8484,1,1,0.4,0.4969,0.0718,0.3682,0.6492,1,1,0.15,0.1389,0.0264,0.0873,0.1921,1,1,0.1,0.0815,0.0231,0.0456,0.1343,1,1,0.1,0.1323,0.034,0.0674,0.1995,1,1,0.1,0.0736,0.019,0.0432,0.117,1,1,0.1,0.0941,0.0267,0.0505,0.1524,1,1,1,0.9774,0.0296,0.9213,1.0364,1,1,1,1.0542,0.0323,0.9928,1.1189,1,1,0.3,0.2986,0.0226,0.2548,0.3439,1,1,0.3,0.2986,0.0226,0.2548,0.3439,1,1
73,10,10.4161,0.2177,9.9887,10.8447,1,1,3,2.7955,0.1109,2.5796,3.0159,1,1,1,0.9046,0.0368,0.8317,0.9769,0,1,8,7.7678,0.1789,7.4175,8.1197,1,1,2.5,2.4501,0.0994,2.2617,2.6556,1,1,0.8,0.8069,0.0349,0.7376,0.8765,1,1,0.3,0.3941,0.027,0.3417,0.4471,0,1,0.2,0.1652,0.0291,0.1077,0.2224,1,1,-0.15,-0.0935,0.0285,-0.149,-0.0371,0,1,-0.1,-0.1693,0.0267,-0.2221,-0.1175,0,1,2,1.8945,0.1558,1.6119,2.2202,1,1,0.5,0.5127,0.0775,0.3749,0.678,1,1,0.2,0.2031,0.0271,0.152,0.2588,1,1,1.5,1.477,0.1304,1.2393,1.748,1,1,0.4,0.4363,0.0604,0.3288,0.5661,1,1,0.15,0.1417,0.0316,0.0781,0.2015,1,1,0.1,0.0803,0.0225,0.0455,0.1316,1,1,0.1,0.1273,0.0333,0.0646,0.1946,1,1,0.1,0.1462,0.0351,0.0785,0.2164,1,1,0.1,0.0835,0.0234,0.0464,0.1367,1,1,1,1.0242,0.0313,0.9646,1.0872,1,1,1,0.9629,0.0299,0.9063,1.0231,1,1,0.3,0.2764,0.0221,0.2333,0.3201,1,1,0.3,0.2764,0.0221,0.2333,0.3201,1,1
74,10,9.4283,0.2113,9.0168,9.8469,0,1,3,2.9511,0.138,2.69,3.2288,1,1,1,0.9934,0.0346,0.9258,1.0618,1,1,8,7.8378,0.1815,7.4931,8.2059,1,1,2.5,2.4941,0.103,2.299,2.706,1,1,0.8,0.7768,0.0329,0.7125,0.8413,1,1,0.3,0.368,0.0279,0.3133,0.423,0,1,0.2,0.1744,0.0283,0.1192,0.2299,1,1,-0.15,-0.1487,0.0265,-0.2013,-0.0975,1,1,-0.1,-0.1426,0.025,-0.191,-0.0922,1,1,2,1.9611,0.1489,1.6933,2.2745,1,1,0.5,0.6819,0.0898,0.5156,0.8673,0,1,0.2,0.1052,0.0286,0.0565,0.1676,0,1,1.5,1.5132,0.1229,1.289,1.7715,1,1,0.4,0.4999,0.0653,0.3796,0.6345,1,1,0.15,0.1247,0.0281,0.0699,0.18,1,1,0.1,0.0973,0.0282,0.0508,0.1586,1,1,0.1,0.1154,0.032,0.0575,0.1816,1,1,0.1,0.0979,0.0284,0.0512,0.1592,1,1,0.1,0.0776,0.0209,0.0445,0.1249,1,1,1,1.0254,0.0312,0.9659,1.0882,1,1,1,1.0562,0.0322,0.9952,1.121,1,1,0.3,0.3258,0.0232,0.2808,0.372,1,1,0.3,0.3258,0.0232,0.2808,0.372,1,1
75,10,9.8949,0.2219,9.4595,10.327,1,1,3,3.0056,0.1209,2.7766,3.2503,1,1,1,1.0188,0.0371,0.9469,1.0938,1,1,8,7.8898,0.1655,7.5662,8.215,1,1,2.5,2.6037,0.1129,2.3926,2.8316,1,1,0.8,0.7996,0.0352,0.7312,0.8676,1,1,0.3,0.3156,0.0288,0.2586,0.3717,1,1,0.2,0.2127,0.0265,0.1617,0.2658,1,1,-0.15,-0.1697,0.0272,-0.2233,-0.1163,1,1,-0.1,-0.0765,0.0261,-0.1278,-0.0255,1,1,2,2.0395,0.1584,1.7503,2.3692,1,1,0.5,0.4942,0.079,0.3558,0.6636,1,1,0.2,0.1974,0.0283,0.1434,0.2542,1,1,1.5,1.2829,0.1119,1.0787,1.5159,1,1,0.4,0.5033,0.0675,0.3812,0.6453,1,1,0.15,0.1314,0.0262,0.0805,0.1833,1,1,0.1,0.1088,0.0315,0.0559,0.1761,1,1,0.1,0.0827,0.0225,0.0465,0.1337,1,1,0.1,0.0926,0.0265,0.0503,0.152,1,1,0.1,0.0936,0.0276,0.0496,0.1548,1,1,1,1.0058,0.0308,0.9471,1.0682,1,1,1,1.0216,0.0309,0.9627,1.0836,1,1,0.3,0.2957,0.0225,0.2518,0.3407,1,1,0.3,0.2957,0.0225,0.2518,0.3407,1,1
76,10,9.6187,0.1765,9.2746,9.9644,0,1,3,3.1298,0.1296,2.8858,3.3906,1,1,1,1.0632,0.0413,0.9829,1.1457,1,1,8,8.3092,0.1679,7.9824,8.6391,1,1,2.5,2.5149,0.1031,2.3233,2.7253,1,1,0.8,0.8055,0.0349,0.7389,0.8749,1,1,0.3,0.2639,0.0303,0.203,0.3224,1,1,0.2,0.2135,0.029,0.1559,0.2691,1,1,-0.15,-0.153,0.0252,-0.2025,-0.1034,1,1,-0.1,-0.0477,0.0282,-0.1024,0.0076,1,0,2,1.5888,0.1267,1.3603,1.8555,0,1,0.5,0.5436,0.0888,0.387,0.7305,1,1,0.2,0.2567,0.0288,0.2031,0.3167,0,1,1.5,1.3274,0.1245,1.0992,1.5846,1,1,0.4,0.5458,0.0707,0.418,0.6938,0,1,0.15,0.1793,0.028,0.1249,0.2352,1,1,0.1,0.1457,0.0356,0.0757,0.2154,1,1,0.1,0.121,0.0328,0.062,0.1881,1,1,0.1,0.0808,0.0224,0.0458,0.1329,1,1,0.1,0.0896,0.0263,0.0478,0.1482,1,1,1,1.0158,0.0313,0.9564,1.0792,1,1,1,0.9334,0.0286,0.879,0.9908,0,1,0.3,0.2927,0.0218,0.2512,0.3366,1,1,0.3,0.2927,0.0218,0.2512,0.3366,1,1
77,10,9.9033,0.1902,9.5287,10.2771,1,1,3,3.2418,0.1358,2.9863,3.5179,1,1,1,1.0939,0.036,1.026,1.1668,0,1,8,7.9803,0.1754,7.6432,8.3307,1,1,2.5,2.4148,0.0981,2.2294,2.6161,1,1,0.8,0.783,0.0319,0.7199,0.8464,1,1,0.3,0.2706,0.0277,0.2167,0.3249,1,1,0.2,0.1905,0.0286,0.1343,0.2469,1,1,-0.15,-0.1868,0.0263,-0.2384,-0.1355,1,1,-0.1,-0.0961,0.0257,-0.146,-0.0456,1,1,2,1.8093,0.1365,1.5642,2.0967,1,1,0.5,0.6088,0.0918,0.4398,0.7977,1,1,0.2,0.1736,0.0262,0.1244,0.2268,1,1,1.5,1.4898,0.1184,1.2767,1.7406,1,1,0.4,0.4886,0.0635,0.3739,0.6226,1,1,0.15,0.1026,0.0244,0.0581,0.1528,1,1,0.1,0.0925,0.0264,0.0495,0.1506,1,1,0.1,0.1202,0.0331,0.0613,0.1891,1,1,0.1,0.1038,0.0301,0.0542,0.1685,1,1,0.1,0.0846,0.0239,0.047,0.1391,1,1,1,0.9869,0.0303,0.9292,1.048,1,1,1,0.9639,0.0296,0.9079,1.0238,1,1,0.3,0.2866,0.0216,0.2448,0.3293,1,1,0.3,0.2866,0.0216,0.2448,0.3293,1,1
78,10,10.1408,0.2087,9.7336,10.5559,1,1,3,2.6474,0.1081,2.4412,2.8648,0,1,1,0.9486,0.0362,0.8782,1.0208,1,1,8,8.1118,0.1612,7.7972,8.4277,1,1,2.5,2.7038,0.1118,2.4891,2.9294,1,1,0.8,0.8722,0.0348,0.8051,0.9412,0,1,0.3,0.2995,0.0286,0.243,0.3547,1,1,0.2,0.1865,0.0268,0.1343,0.2399,1,1,-0.15,-0.1905,0.0281,-0.2453,-0.1348,1,1,-0.1,-0.1032,0.0283,-0.1587,-0.0482,1,1,2,1.9033,0.1493,1.634,2.2203,1,1,0.5,0.529,0.0722,0.3976,0.6804,1,1,0.2,0.1848,0.0274,0.133,0.2406,1,1,1.5,1.3654,0.1163,1.1518,1.607,1,1,0.4,0.4886,0.0731,0.3586,0.6445,1,1,0.15,0.1565,0.0296,0.0946,0.2128,1,1,0.1,0.1086,0.0314,0.0553,0.1744,1,1,0.1,0.0819,0.0231,0.0462,0.1351,1,1,0.1,0.1256,0.0333,0.0646,0.193,1,1,0.1,0.1428,0.0348,0.0743,0.2109,1,1,1,0.9677,0.0302,0.9103,1.0283,1,1,1,1.0248,0.0315,0.9649,1.0883,1,1,0.3,0.2749,0.0221,0.2322,0.3189,1,1,0.3,0.2749,0.0221,0.2322,0.3189,1,1
