"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
65,NA,3.478,0.1413,3.1987,3.7558,NA,1,NA,2.6011,0.1042,2.3968,2.808,NA,1,NA,6.5344,0.1845,6.173,6.8938,NA,1,NA,4.7131,0.1355,4.4481,4.9801,NA,1,NA,8.3805,0.2064,7.976,8.7846,NA,1,NA,6.223,0.1598,5.9089,6.5367,NA,1,NA,9.3371,0.2012,8.9419,9.7317,NA,1,NA,7.0365,0.1648,6.715,7.3595,NA,1,NA,9.6022,0.199,9.2127,9.99,NA,1,NA,7.5348,0.1578,7.2256,7.8437,NA,1,0.3,0.3517,0.0407,0.2729,0.433,1,1,0.2,0.218,0.039,0.143,0.2952,1,1,-0.15,-0.1571,0.0345,-0.225,-0.0904,1,1,-0.1,-0.1313,0.0365,-0.2028,-0.0589,1,1,NA,1.2726,0.112,1.0682,1.5075,NA,1,NA,0.8751,0.0888,0.7116,1.0573,NA,1,NA,1.7479,0.14,1.4945,2.0438,NA,1,NA,1.226,0.1068,1.0313,1.451,NA,1,NA,1.9664,0.1539,1.6886,2.2909,NA,1,NA,1.4853,0.1211,1.2649,1.7384,NA,1,NA,1.92,0.1522,1.6453,2.2416,NA,1,NA,1.5338,0.1232,1.3111,1.7929,NA,1,NA,1.8919,0.1494,1.6234,2.2063,NA,1,NA,1.4743,0.1209,1.2565,1.7303,NA,1,0.1,0.0946,0.0311,0.0486,0.1674,1,1,0.1,0.1063,0.0364,0.0513,0.1894,1,1,0.1,0.1057,0.0337,0.052,0.1792,1,1,0.1,0.1821,0.0422,0.0972,0.2642,1,1,1,0.9812,0.0369,0.9122,1.0564,1,1,1,1.0506,0.038,0.9787,1.128,1,1,0.3,0.2824,0.0268,0.231,0.336,1,1,0.3,0.2824,0.0268,0.231,0.336,1,1
66,NA,3.4036,0.1323,3.1446,3.6633,NA,1,NA,2.6151,0.0985,2.4243,2.8097,NA,1,NA,6.5646,0.1986,6.1722,6.9537,NA,1,NA,4.7815,0.129,4.5279,5.0346,NA,1,NA,8.4748,0.2092,8.0657,8.8852,NA,1,NA,6.1201,0.1387,5.848,6.3952,NA,1,NA,9.4042,0.2181,8.9739,9.8317,NA,1,NA,7.0503,0.1425,6.7716,7.3324,NA,1,NA,9.6456,0.2153,9.222,10.0678,NA,1,NA,7.499,0.1464,7.2107,7.7857,NA,1,0.3,0.3616,0.0422,0.2791,0.4448,1,1,0.2,0.1025,0.0354,0.0341,0.1724,0,1,-0.15,-0.0899,0.0337,-0.156,-0.0228,1,1,-0.1,-0.082,0.0343,-0.1506,-0.0155,1,1,NA,1.166,0.1067,0.9699,1.3903,NA,1,NA,0.8639,0.0794,0.7192,1.0291,NA,1,NA,1.8812,0.149,1.6105,2.1942,NA,1,NA,1.1916,0.0968,1.0178,1.3936,NA,1,NA,2.0002,0.1565,1.7179,2.3289,NA,1,NA,1.3089,0.1045,1.1201,1.5287,NA,1,NA,2.0727,0.1615,1.783,2.4178,NA,1,NA,1.3277,0.1069,1.1358,1.5548,NA,1,NA,2.0621,0.1605,1.7725,2.3992,NA,1,NA,1.39,0.1092,1.1933,1.6215,NA,1,0.1,0.0964,0.0321,0.0498,0.1723,1,1,0.1,0.0938,0.0304,0.048,0.164,1,1,0.1,0.1245,0.0363,0.0609,0.2002,1,1,0.1,0.0915,0.0284,0.0478,0.1567,1,1,1,1.0011,0.0369,0.9312,1.076,1,1,1,0.8942,0.0315,0.8344,0.958,0,1,0.3,0.3145,0.0254,0.2658,0.366,1,1,0.3,0.3145,0.0254,0.2658,0.366,1,1
67,NA,3.5638,0.1164,3.3353,3.7933,NA,1,NA,2.6594,0.0922,2.4787,2.8393,NA,1,NA,6.8228,0.1681,6.4921,7.155,NA,1,NA,4.8197,0.1311,4.5619,5.0759,NA,1,NA,8.5921,0.186,8.2262,8.957,NA,1,NA,6.346,0.1541,6.0443,6.6479,NA,1,NA,9.5199,0.1772,9.1712,9.8708,NA,1,NA,7.0327,0.1671,6.6991,7.3579,NA,1,NA,9.8949,0.1757,9.5507,10.2382,NA,1,NA,7.4451,0.172,7.1039,7.7776,NA,1,0.3,0.2704,0.0383,0.1974,0.3473,1,1,0.2,0.2489,0.0368,0.1761,0.3202,1,1,-0.15,-0.157,0.0336,-0.2226,-0.0905,1,1,-0.1,-0.1239,0.0321,-0.1871,-0.061,1,1,NA,1.0076,0.0941,0.8354,1.2038,NA,1,NA,0.7332,0.082,0.5803,0.9014,NA,1,NA,1.5837,0.1269,1.3543,1.8522,NA,1,NA,1.1785,0.1034,0.9909,1.396,NA,1,NA,1.7782,0.1398,1.5268,2.0727,NA,1,NA,1.4295,0.1183,1.2148,1.6786,NA,1,NA,1.681,0.1331,1.4404,1.9617,NA,1,NA,1.5759,0.1262,1.3474,1.8428,NA,1,NA,1.6622,0.1315,1.425,1.9383,NA,1,NA,1.6239,0.1298,1.3897,1.9025,NA,1,0.1,0.0862,0.0267,0.0464,0.1475,1,1,0.1,0.0962,0.0314,0.0486,0.1677,1,1,0.1,0.1046,0.0324,0.0534,0.1767,1,1,0.1,0.091,0.0275,0.048,0.1545,1,1,1,0.9677,0.0351,0.9017,1.0388,1,1,1,1.0027,0.0357,0.9357,1.0751,1,1,0.3,0.2909,0.0255,0.2419,0.3417,1,1,0.3,0.2909,0.0255,0.2419,0.3417,1,1
68,NA,3.3508,0.128,3.1006,3.6033,NA,1,NA,2.7089,0.1044,2.5036,2.9123,NA,1,NA,6.6324,0.1878,6.2646,7.0009,NA,1,NA,4.8624,0.1416,4.5838,5.1414,NA,1,NA,8.486,0.197,8.0979,8.8716,NA,1,NA,6.3734,0.1467,6.0846,6.6643,NA,1,NA,9.3738,0.1943,8.9917,9.755,NA,1,NA,7.163,0.1476,6.8742,7.453,NA,1,NA,9.6451,0.2039,9.2452,10.0418,NA,1,NA,7.5828,0.1533,7.2813,7.8833,NA,1,0.3,0.3134,0.042,0.2325,0.3971,1,1,0.2,0.1941,0.036,0.1243,0.266,1,1,-0.15,-0.1293,0.0372,-0.2027,-0.0566,1,1,-0.1,-0.0975,0.0332,-0.1628,-0.0321,1,1,NA,1.1323,0.1059,0.9384,1.3543,NA,1,NA,0.8938,0.0851,0.7386,1.0709,NA,1,NA,1.7737,0.1403,1.5182,2.0718,NA,1,NA,1.3113,0.1083,1.115,1.5405,NA,1,NA,1.8793,0.1471,1.6144,2.1887,NA,1,NA,1.3629,0.1121,1.16,1.6011,NA,1,NA,1.8664,0.147,1.6011,2.1788,NA,1,NA,1.3758,0.1131,1.171,1.6128,NA,1,NA,1.9521,0.1539,1.6751,2.277,NA,1,NA,1.4342,0.1156,1.223,1.6782,NA,1,0.1,0.125,0.0396,0.0579,0.2091,1,1,0.1,0.1062,0.0349,0.0514,0.1844,1,1,0.1,0.1571,0.0416,0.0762,0.2398,1,1,0.1,0.095,0.0296,0.0483,0.1611,1,1,1,0.9979,0.037,0.928,1.0729,1,1,1,0.9868,0.036,0.9187,1.0605,1,1,0.3,0.3063,0.0266,0.2554,0.3601,1,1,0.3,0.3063,0.0266,0.2554,0.3601,1,1
69,NA,3.4088,0.1327,3.1481,3.6696,NA,1,NA,2.6024,0.1012,2.4061,2.8035,NA,1,NA,6.5871,0.2003,6.1957,6.9799,NA,1,NA,4.7352,0.1298,4.4772,4.9871,NA,1,NA,8.4303,0.2097,8.0171,8.8404,NA,1,NA,6.0495,0.137,5.7785,6.3173,NA,1,NA,9.3262,0.2236,8.8879,9.7617,NA,1,NA,6.9532,0.1327,6.6928,7.2132,NA,1,NA,9.7512,0.2157,9.3293,10.1746,NA,1,NA,7.2603,0.1401,6.9833,7.5315,NA,1,0.3,0.2547,0.0405,0.1774,0.3354,1,1,0.2,0.2239,0.0388,0.1496,0.3009,1,1,-0.15,-0.1589,0.0379,-0.2337,-0.085,1,1,-0.1,-0.0915,0.0314,-0.1527,-0.0293,1,1,NA,1.202,0.1046,1.0106,1.4227,NA,1,NA,0.839,0.0874,0.6771,1.0204,NA,1,NA,1.9238,0.1485,1.6573,2.2354,NA,1,NA,1.1607,0.1038,0.9712,1.3786,NA,1,NA,2.0267,0.156,1.7463,2.3567,NA,1,NA,1.2441,0.1077,1.0488,1.4714,NA,1,NA,2.1509,0.1637,1.854,2.4983,NA,1,NA,1.196,0.1054,1.0018,1.4144,NA,1,NA,2.083,0.1595,1.7978,2.4199,NA,1,NA,1.2669,0.1093,1.0682,1.4952,NA,1,0.1,0.1081,0.0382,0.051,0.1941,1,1,0.1,0.1184,0.039,0.0551,0.2016,1,1,0.1,0.1485,0.0453,0.0658,0.2402,1,1,0.1,0.0848,0.0254,0.0455,0.1438,1,1,1,0.9545,0.0343,0.8903,1.0243,1,1,1,1.0491,0.0386,0.9763,1.1282,1,1,0.3,0.2857,0.0262,0.2351,0.3386,1,1,0.3,0.2857,0.0262,0.2351,0.3386,1,1
70,NA,3.4305,0.1313,3.174,3.6905,NA,1,NA,2.5221,0.0897,2.346,2.6988,NA,1,NA,6.6069,0.1751,6.2612,6.9485,NA,1,NA,4.7785,0.1196,4.5443,5.0126,NA,1,NA,8.3289,0.1839,7.9688,8.6906,NA,1,NA,6.1431,0.1393,5.8687,6.4145,NA,1,NA,9.113,0.1804,8.7561,9.4668,NA,1,NA,7.1254,0.1359,6.8596,7.3942,NA,1,NA,9.462,0.1893,9.0893,9.8348,NA,1,NA,7.4517,0.1451,7.1667,7.7355,NA,1,0.3,0.302,0.04,0.2241,0.3813,1,1,0.2,0.2317,0.0383,0.1577,0.308,1,1,-0.15,-0.1403,0.0347,-0.2076,-0.0713,1,1,-0.1,-0.0829,0.0354,-0.1527,-0.0136,1,1,NA,1.1801,0.1038,0.9921,1.3975,NA,1,NA,0.7105,0.0792,0.5635,0.8739,NA,1,NA,1.6521,0.1322,1.4121,1.9309,NA,1,NA,1.0587,0.0971,0.8828,1.2613,NA,1,NA,1.738,0.1373,1.49,2.0275,NA,1,NA,1.2737,0.1085,1.0755,1.503,NA,1,NA,1.7055,0.1349,1.4621,1.9903,NA,1,NA,1.2435,0.1067,1.0499,1.4677,NA,1,NA,1.7897,0.1404,1.535,2.0818,NA,1,NA,1.344,0.1125,1.1412,1.5821,NA,1,0.1,0.0977,0.0334,0.0483,0.1754,1,1,0.1,0.1041,0.0345,0.0508,0.181,1,1,0.1,0.1228,0.038,0.0575,0.2007,1,1,0.1,0.176,0.0385,0.0997,0.2508,1,1,1,0.9452,0.0348,0.8794,1.016,1,1,1,1.0071,0.0364,0.9377,1.0803,1,1,0.3,0.3013,0.0255,0.2523,0.3521,1,1,0.3,0.3013,0.0255,0.2523,0.3521,1,1
71,NA,3.3459,0.1321,3.0878,3.6033,NA,1,NA,2.6572,0.0945,2.4729,2.8441,NA,1,NA,6.5137,0.1945,6.1323,6.8967,NA,1,NA,4.8099,0.13,4.5527,5.0644,NA,1,NA,8.3801,0.2149,7.9588,8.8052,NA,1,NA,6.3712,0.1507,6.0765,6.6655,NA,1,NA,9.325,0.2023,8.9275,9.7202,NA,1,NA,7.1624,0.1541,6.8597,7.4665,NA,1,NA,9.7899,0.2131,9.3684,10.2051,NA,1,NA,7.7016,0.158,7.392,8.0131,NA,1,0.3,0.3042,0.0394,0.2296,0.3834,1,1,0.2,0.2425,0.0385,0.1679,0.3194,1,1,-0.15,-0.1472,0.0351,-0.2167,-0.0785,1,1,-0.1,-0.0838,0.0317,-0.1466,-0.0218,1,1,NA,1.1785,0.1049,0.9861,1.4011,NA,1,NA,0.7537,0.0843,0.5968,0.928,NA,1,NA,1.8278,0.1434,1.5692,2.1322,NA,1,NA,1.174,0.1037,0.9848,1.392,NA,1,NA,2.058,0.159,1.7742,2.3956,NA,1,NA,1.3902,0.1164,1.1784,1.6367,NA,1,NA,1.9361,0.1514,1.6642,2.2565,NA,1,NA,1.4322,0.1184,1.2181,1.6808,NA,1,NA,2.0494,0.1573,1.767,2.3824,NA,1,NA,1.4778,0.1217,1.257,1.7334,NA,1,0.1,0.1055,0.0352,0.0522,0.1864,1,1,0.1,0.1014,0.0327,0.0507,0.1758,1,1,0.1,0.1128,0.0364,0.0543,0.1917,1,1,0.1,0.0957,0.0302,0.0489,0.1651,1,1,1,1.0141,0.0369,0.9448,1.089,1,1,1,1.053,0.0385,0.9803,1.1312,1,1,0.3,0.332,0.0276,0.2789,0.387,1,1,0.3,0.332,0.0276,0.2789,0.387,1,1
72,NA,3.4078,0.1338,3.1445,3.6705,NA,1,NA,2.5995,0.1006,2.4017,2.798,NA,1,NA,6.6445,0.1917,6.2699,7.0216,NA,1,NA,4.7813,0.1404,4.5051,5.0615,NA,1,NA,8.3661,0.1963,7.9823,8.7514,NA,1,NA,6.311,0.1605,5.9954,6.6268,NA,1,NA,9.1325,0.1955,8.7493,9.5154,NA,1,NA,7.2136,0.1544,6.9116,7.5186,NA,1,NA,9.4793,0.2091,9.0682,9.8881,NA,1,NA,7.6033,0.1615,7.2881,7.9204,NA,1,0.3,0.3286,0.0413,0.2486,0.4102,1,1,0.2,0.2312,0.0375,0.1586,0.3062,1,1,-0.15,-0.1635,0.0348,-0.2324,-0.0946,1,1,-0.1,-0.0805,0.033,-0.1456,-0.0166,1,1,NA,1.1942,0.1065,1.0007,1.4174,NA,1,NA,0.8314,0.0857,0.673,1.0097,NA,1,NA,1.8186,0.1442,1.5567,2.1217,NA,1,NA,1.2849,0.109,1.0853,1.5132,NA,1,NA,1.8593,0.1473,1.5935,2.1736,NA,1,NA,1.5027,0.1228,1.2812,1.7608,NA,1,NA,1.8537,0.1472,1.5898,2.1662,NA,1,NA,1.4324,0.1184,1.2192,1.6827,NA,1,NA,1.9985,0.1559,1.7185,2.328,NA,1,NA,1.5093,0.1233,1.2864,1.7672,NA,1,0.1,0.1346,0.0418,0.0603,0.2209,1,1,0.1,0.1169,0.0376,0.0557,0.1979,1,1,0.1,0.0817,0.0242,0.0453,0.138,1,1,0.1,0.1082,0.0341,0.0531,0.1815,1,1,1,0.9852,0.0363,0.9171,1.0592,1,1,1,1.06,0.0382,0.9883,1.1371,1,1,0.3,0.2987,0.0271,0.2467,0.3535,1,1,0.3,0.2987,0.0271,0.2467,0.3535,1,1
73,NA,3.4289,0.1253,3.1818,3.6741,NA,1,NA,2.682,0.091,2.5033,2.8603,NA,1,NA,6.4767,0.1832,6.1192,6.8345,NA,1,NA,4.7371,0.1354,4.4696,5.0014,NA,1,NA,8.4268,0.198,8.0375,8.8142,NA,1,NA,6.149,0.1509,5.8551,6.4439,NA,1,NA,9.3702,0.2131,8.9513,9.7856,NA,1,NA,6.9765,0.1564,6.6659,7.2854,NA,1,NA,9.9124,0.1908,9.5384,10.286,NA,1,NA,7.3214,0.1518,7.0211,7.6209,NA,1,0.3,0.3556,0.0419,0.2736,0.437,1,1,0.2,0.1575,0.037,0.086,0.2303,1,1,-0.15,-0.068,0.0348,-0.1362,3e-04,0,0,-0.1,-0.1441,0.0341,-0.2114,-0.0773,1,1,NA,1.0912,0.1033,0.9019,1.3073,NA,1,NA,0.7499,0.0774,0.607,0.9107,NA,1,NA,1.7121,0.1379,1.4616,2.0046,NA,1,NA,1.2449,0.1041,1.055,1.4631,NA,1,NA,1.8852,0.1491,1.6186,2.2024,NA,1,NA,1.4127,0.1138,1.2074,1.6519,NA,1,NA,2.0419,0.1581,1.7591,2.3754,NA,1,NA,1.4706,0.1178,1.257,1.7209,NA,1,NA,1.8108,0.1436,1.5524,2.1124,NA,1,NA,1.4351,0.1157,1.2273,1.682,NA,1,0.1,0.0952,0.0308,0.0488,0.1672,1,1,0.1,0.1001,0.0321,0.0495,0.173,1,1,0.1,0.124,0.0369,0.0592,0.2024,1,1,0.1,0.0808,0.0232,0.0448,0.1344,1,1,1,1.0125,0.0375,0.942,1.089,1,1,1,0.9745,0.0347,0.9092,1.0449,1,1,0.3,0.2906,0.0264,0.2396,0.3433,1,1,0.3,0.2906,0.0264,0.2396,0.3433,1,1
74,NA,3.2719,0.1206,3.0348,3.5068,NA,1,NA,2.5683,0.0931,2.3857,2.7505,NA,1,NA,6.2635,0.1602,5.947,6.5776,NA,1,NA,4.5805,0.1183,4.3479,4.8143,NA,1,NA,7.9989,0.1808,7.6441,8.3553,NA,1,NA,6.0821,0.1434,5.8015,6.3643,NA,1,NA,8.8994,0.1962,8.5148,9.2839,NA,1,NA,6.9146,0.1481,6.6253,7.2049,NA,1,NA,9.1733,0.202,8.7751,9.5699,NA,1,NA,7.3318,0.1568,7.0232,7.6382,NA,1,0.3,0.3585,0.0401,0.2795,0.4362,1,1,0.2,0.1531,0.0388,0.0785,0.2307,1,1,-0.15,-0.1015,0.0347,-0.1689,-0.0322,1,1,-0.1,-0.1085,0.0323,-0.1722,-0.0457,1,1,NA,1.0252,0.1003,0.84,1.2339,NA,1,NA,0.7613,0.0795,0.6144,0.9278,NA,1,NA,1.4684,0.1243,1.2435,1.7309,NA,1,NA,1.0514,0.0944,0.88,1.249,NA,1,NA,1.6999,0.1374,1.4517,1.9898,NA,1,NA,1.3377,0.11,1.1389,1.5673,NA,1,NA,1.8658,0.1481,1.5988,2.1784,NA,1,NA,1.3865,0.1141,1.1834,1.6284,NA,1,NA,1.9188,0.1516,1.6461,2.2369,NA,1,NA,1.4788,0.1187,1.2654,1.7298,NA,1,0.1,0.0948,0.0304,0.0481,0.1655,1,1,0.1,0.1388,0.0417,0.0652,0.223,1,1,0.1,0.0976,0.0303,0.0497,0.1643,1,1,0.1,0.085,0.024,0.0477,0.14,1,1,1,1.0259,0.0372,0.9556,1.1013,1,1,1,1.0511,0.0369,0.9815,1.1262,1,1,0.3,0.3583,0.0271,0.306,0.4122,0,1,0.3,0.3583,0.0271,0.306,0.4122,0,1
75,NA,3.4554,0.1289,3.2,3.7079,NA,1,NA,2.5254,0.0884,2.353,2.6991,NA,1,NA,6.5202,0.197,6.1323,6.9089,NA,1,NA,4.6566,0.1214,4.4192,4.8967,NA,1,NA,8.4768,0.2046,8.0762,8.8774,NA,1,NA,6.1286,0.1367,5.8614,6.3971,NA,1,NA,9.2931,0.2024,8.8956,9.6918,NA,1,NA,7.0239,0.1364,6.7548,7.2919,NA,1,NA,9.5341,0.2171,9.1026,9.9606,NA,1,NA,7.4235,0.1336,7.1616,7.684,NA,1,0.3,0.3093,0.0412,0.2307,0.3908,1,1,0.2,0.2323,0.0373,0.1611,0.3069,1,1,-0.15,-0.1603,0.0343,-0.2276,-0.0909,1,1,-0.1,-0.061,0.0316,-0.1233,0.0014,1,0,NA,1.1405,0.1034,0.9546,1.3592,NA,1,NA,0.6888,0.0791,0.542,0.8526,NA,1,NA,1.8813,0.1472,1.6132,2.1919,NA,1,NA,1.0717,0.0979,0.8932,1.2767,NA,1,NA,1.9576,0.1516,1.6821,2.2746,NA,1,NA,1.2506,0.1075,1.0553,1.476,NA,1,NA,1.9254,0.1512,1.6555,2.2439,NA,1,NA,1.247,0.1073,1.0522,1.4729,NA,1,NA,2.0846,0.1602,1.7976,2.4252,NA,1,NA,1.2122,0.104,1.0232,1.431,NA,1,0.1,0.1299,0.0411,0.0602,0.2161,1,1,0.1,0.1019,0.0325,0.0512,0.1747,1,1,0.1,0.1031,0.0321,0.0516,0.1737,1,1,0.1,0.0871,0.0262,0.0477,0.1479,1,1,1,1.0075,0.0369,0.9384,1.0825,1,1,1,1.0361,0.0371,0.9661,1.1114,1,1,0.3,0.3073,0.0268,0.2558,0.3609,1,1,0.3,0.3073,0.0268,0.2558,0.3609,1,1
76,NA,3.3466,0.1276,3.0975,3.5975,NA,1,NA,2.7907,0.1025,2.591,2.9912,NA,1,NA,6.4386,0.1798,6.0845,6.7936,NA,1,NA,4.9569,0.1316,4.6998,5.2146,NA,1,NA,8.1747,0.1851,7.8102,8.5385,NA,1,NA,6.5112,0.1499,6.2172,6.8056,NA,1,NA,8.9922,0.1662,8.6655,9.3235,NA,1,NA,7.3099,0.1387,7.0366,7.5805,NA,1,NA,9.263,0.1738,8.9178,9.6011,NA,1,NA,7.7813,0.1454,7.4972,8.0664,NA,1,0.3,0.2901,0.0403,0.2105,0.3684,1,1,0.2,0.232,0.0406,0.1549,0.3136,1,1,-0.15,-0.1534,0.0316,-0.2173,-0.0932,1,1,-0.1,-0.0628,0.0336,-0.1281,0.0039,1,0,NA,1.1153,0.1046,0.9229,1.3349,NA,1,NA,0.8746,0.0911,0.704,1.0624,NA,1,NA,1.6992,0.1365,1.4523,1.9883,NA,1,NA,1.21,0.1048,1.0188,1.4296,NA,1,NA,1.7472,0.1381,1.4968,2.0378,NA,1,NA,1.3934,0.1164,1.1836,1.6376,NA,1,NA,1.5454,0.1262,1.3166,1.8105,NA,1,NA,1.28,0.1095,1.081,1.5095,NA,1,NA,1.6291,0.1324,1.3925,1.9089,NA,1,NA,1.3492,0.1123,1.1435,1.5845,NA,1,0.1,0.1354,0.0418,0.062,0.2196,1,1,0.1,0.1476,0.0463,0.0628,0.2392,1,1,0.1,0.0841,0.0238,0.0471,0.1389,1,1,0.1,0.0937,0.0297,0.0481,0.1626,1,1,1,1.0319,0.0371,0.9612,1.1071,1,1,1,0.9383,0.0338,0.8753,1.0075,1,1,0.3,0.2887,0.0258,0.2389,0.3401,1,1,0.3,0.2887,0.0258,0.2389,0.3401,1,1
