Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N100,23,Level2Sigma[5],670,1.0014
Study1_Tb3_N100,23,Level2Sigma[6],549,1.0026
Study1_Tb3_N100,23,Level2Sigma[7],385,1.0031
Study1_Tb3_N100,23,Level2Sigma[8],495,1.0017
Study1_Tb3_N100,23,"sigma_innovation[1,1]",261,1.0103
Study1_Tb3_N100,23,"sigma_innovation[2,1]",652,1.0003
Study1_Tb3_N100,23,"sigma_innovation[1,2]",652,1.0003
Study1_Tb3_N100,23,"sigma_innovation[2,2]",327,1.0035
Study1_Tb3_N100,24,Level2Mean[1],17082,1
Study1_Tb3_N100,24,Level2Mean[2],14851,1.0001
Study1_Tb3_N100,24,Level2Mean[3],29652,1
Study1_Tb3_N100,24,Level2Mean[4],29099,1
Study1_Tb3_N100,24,Level2Mean[5],157,1.0001
Study1_Tb3_N100,24,Level2Mean[6],213,1.0002
Study1_Tb3_N100,24,Level2Mean[7],307,1.0002
Study1_Tb3_N100,24,Level2Mean[8],260,1
Study1_Tb3_N100,24,Level2Sigma[1],1338,1.0003
Study1_Tb3_N100,24,Level2Sigma[2],1484,1.0001
Study1_Tb3_N100,24,Level2Sigma[3],5707,1
Study1_Tb3_N100,24,Level2Sigma[4],9995,1
Study1_Tb3_N100,24,Level2Sigma[5],519,1.0004
Study1_Tb3_N100,24,Level2Sigma[6],441,1.0042
Study1_Tb3_N100,24,Level2Sigma[7],381,1
Study1_Tb3_N100,24,Level2Sigma[8],651,1.0004
Study1_Tb3_N100,24,"sigma_innovation[1,1]",336,1
Study1_Tb3_N100,24,"sigma_innovation[2,1]",582,1
Study1_Tb3_N100,24,"sigma_innovation[1,2]",582,1
Study1_Tb3_N100,24,"sigma_innovation[2,2]",623,1
Study1_Tb3_N100,25,Level2Mean[1],19692,1.0001
Study1_Tb3_N100,25,Level2Mean[2],11733,1
Study1_Tb3_N100,25,Level2Mean[3],27537,1
Study1_Tb3_N100,25,Level2Mean[4],30950,1
Study1_Tb3_N100,25,Level2Mean[5],155,1
Study1_Tb3_N100,25,Level2Mean[6],131,1.0043
Study1_Tb3_N100,25,Level2Mean[7],294,1.0001
Study1_Tb3_N100,25,Level2Mean[8],270,1.0013
Study1_Tb3_N100,25,Level2Sigma[1],1999,1.0001
Study1_Tb3_N100,25,Level2Sigma[2],409,1.002
Study1_Tb3_N100,25,Level2Sigma[3],2778,1.0001
Study1_Tb3_N100,25,Level2Sigma[4],4929,1.0007
Study1_Tb3_N100,25,Level2Sigma[5],572,1.0111
Study1_Tb3_N100,25,Level2Sigma[6],573,1
Study1_Tb3_N100,25,Level2Sigma[7],452,1.0014
Study1_Tb3_N100,25,Level2Sigma[8],535,1.0012
Study1_Tb3_N100,25,"sigma_innovation[1,1]",346,1.0001
Study1_Tb3_N100,25,"sigma_innovation[2,1]",640,1.0006
Study1_Tb3_N100,25,"sigma_innovation[1,2]",640,1.0006
Study1_Tb3_N100,25,"sigma_innovation[2,2]",257,1.0039
Study1_Tb3_N100,26,Level2Mean[1],15085,1
Study1_Tb3_N100,26,Level2Mean[2],12636,1
Study1_Tb3_N100,26,Level2Mean[3],25901,1
Study1_Tb3_N100,26,Level2Mean[4],31099,1
Study1_Tb3_N100,26,Level2Mean[5],220,1.0046
Study1_Tb3_N100,26,Level2Mean[6],190,1.024
Study1_Tb3_N100,26,Level2Mean[7],283,1.0055
Study1_Tb3_N100,26,Level2Mean[8],366,1.0045
Study1_Tb3_N100,26,Level2Sigma[1],1837,1.0008
Study1_Tb3_N100,26,Level2Sigma[2],951,1.0106
Study1_Tb3_N100,26,Level2Sigma[3],2654,1.0007
Study1_Tb3_N100,26,Level2Sigma[4],10287,1.0004
Study1_Tb3_N100,26,Level2Sigma[5],559,1.0005
Study1_Tb3_N100,26,Level2Sigma[6],557,1.0002
Study1_Tb3_N100,26,Level2Sigma[7],539,1
Study1_Tb3_N100,26,Level2Sigma[8],517,1
Study1_Tb3_N100,26,"sigma_innovation[1,1]",577,1.0015
Study1_Tb3_N100,26,"sigma_innovation[2,1]",1131,1.0016
Study1_Tb3_N100,26,"sigma_innovation[1,2]",1131,1.0016
Study1_Tb3_N100,26,"sigma_innovation[2,2]",557,1.0107
Study1_Tb3_N100,27,Level2Mean[1],18729,1
Study1_Tb3_N100,27,Level2Mean[2],20303,1.0001
Study1_Tb3_N100,27,Level2Mean[3],21672,1
Study1_Tb3_N100,27,Level2Mean[4],30467,1
Study1_Tb3_N100,27,Level2Mean[5],181,1.0017
Study1_Tb3_N100,27,Level2Mean[6],172,1.0136
Study1_Tb3_N100,27,Level2Mean[7],247,1.0001
Study1_Tb3_N100,27,Level2Mean[8],228,1.0064
Study1_Tb3_N100,27,Level2Sigma[1],2002,1.0003
Study1_Tb3_N100,27,Level2Sigma[2],1261,1.0058
Study1_Tb3_N100,27,Level2Sigma[3],1965,1
Study1_Tb3_N100,27,Level2Sigma[4],6160,1.0007
Study1_Tb3_N100,27,Level2Sigma[5],686,1.0018
Study1_Tb3_N100,27,Level2Sigma[6],403,1.0067
Study1_Tb3_N100,27,Level2Sigma[7],516,1.0006
Study1_Tb3_N100,27,Level2Sigma[8],611,1.0001
Study1_Tb3_N100,27,"sigma_innovation[1,1]",392,1.0004
Study1_Tb3_N100,27,"sigma_innovation[2,1]",424,1.0032
Study1_Tb3_N100,27,"sigma_innovation[1,2]",424,1.0032
Study1_Tb3_N100,27,"sigma_innovation[2,2]",357,1.009
Study1_Tb3_N100,28,Level2Mean[1],21186,1.0001
Study1_Tb3_N100,28,Level2Mean[2],17396,1
Study1_Tb3_N100,28,Level2Mean[3],27798,1
Study1_Tb3_N100,28,Level2Mean[4],33056,1
Study1_Tb3_N100,28,Level2Mean[5],174,1.024
Study1_Tb3_N100,28,Level2Mean[6],218,1.0095
Study1_Tb3_N100,28,Level2Mean[7],257,1.016
Study1_Tb3_N100,28,Level2Mean[8],219,1
Study1_Tb3_N100,28,Level2Sigma[1],1468,1.0037
Study1_Tb3_N100,28,Level2Sigma[2],1044,1.0031
Study1_Tb3_N100,28,Level2Sigma[3],2881,1.0012
Study1_Tb3_N100,28,Level2Sigma[4],19996,1.0006
Study1_Tb3_N100,28,Level2Sigma[5],523,1.0017
Study1_Tb3_N100,28,Level2Sigma[6],461,1.0053
Study1_Tb3_N100,28,Level2Sigma[7],448,1.0021
Study1_Tb3_N100,28,Level2Sigma[8],556,1.0081
Study1_Tb3_N100,28,"sigma_innovation[1,1]",330,1.0125
Study1_Tb3_N100,28,"sigma_innovation[2,1]",525,1.006
Study1_Tb3_N100,28,"sigma_innovation[1,2]",525,1.006
Study1_Tb3_N100,28,"sigma_innovation[2,2]",462,1.0037
Study1_Tb3_N100,29,Level2Mean[1],19816,1
Study1_Tb3_N100,29,Level2Mean[2],22543,1
Study1_Tb3_N100,29,Level2Mean[3],27097,1
Study1_Tb3_N100,29,Level2Mean[4],30852,1
Study1_Tb3_N100,29,Level2Mean[5],156,1.0004
Study1_Tb3_N100,29,Level2Mean[6],140,1.0075
Study1_Tb3_N100,29,Level2Mean[7],193,1.0001
Study1_Tb3_N100,29,Level2Mean[8],274,1.0009
Study1_Tb3_N100,29,Level2Sigma[1],1300,1.0001
Study1_Tb3_N100,29,Level2Sigma[2],1541,1.0016
Study1_Tb3_N100,29,Level2Sigma[3],3877,1
Study1_Tb3_N100,29,Level2Sigma[4],9156,1.0003
Study1_Tb3_N100,29,Level2Sigma[5],713,1.0006
Study1_Tb3_N100,29,Level2Sigma[6],542,1.0018
Study1_Tb3_N100,29,Level2Sigma[7],811,1.0007
Study1_Tb3_N100,29,Level2Sigma[8],567,1.0002
Study1_Tb3_N100,29,"sigma_innovation[1,1]",305,1.0006
Study1_Tb3_N100,29,"sigma_innovation[2,1]",445,1.0004
Study1_Tb3_N100,29,"sigma_innovation[1,2]",445,1.0004
Study1_Tb3_N100,29,"sigma_innovation[2,2]",290,1.0058
Study1_Tb3_N100,30,Level2Mean[1],18299,1
Study1_Tb3_N100,30,Level2Mean[2],16465,1
Study1_Tb3_N100,30,Level2Mean[3],25823,1
Study1_Tb3_N100,30,Level2Mean[4],30434,1
Study1_Tb3_N100,30,Level2Mean[5],173,1.0119
Study1_Tb3_N100,30,Level2Mean[6],264,1
Study1_Tb3_N100,30,Level2Mean[7],258,1.0045
Study1_Tb3_N100,30,Level2Mean[8],251,1.0003
Study1_Tb3_N100,30,Level2Sigma[1],3435,1.0015
Study1_Tb3_N100,30,Level2Sigma[2],1496,1.0002
Study1_Tb3_N100,30,Level2Sigma[3],3685,1.0018
Study1_Tb3_N100,30,Level2Sigma[4],14689,1
Study1_Tb3_N100,30,Level2Sigma[5],729,1.0026
Study1_Tb3_N100,30,Level2Sigma[6],531,1.0017
Study1_Tb3_N100,30,Level2Sigma[7],324,1.0003
Study1_Tb3_N100,30,Level2Sigma[8],746,1.0013
Study1_Tb3_N100,30,"sigma_innovation[1,1]",476,1.0067
Study1_Tb3_N100,30,"sigma_innovation[2,1]",615,1.0013
Study1_Tb3_N100,30,"sigma_innovation[1,2]",615,1.0013
Study1_Tb3_N100,30,"sigma_innovation[2,2]",585,1
Study1_Tb3_N100,31,Level2Mean[1],16742,1
Study1_Tb3_N100,31,Level2Mean[2],19720,1
Study1_Tb3_N100,31,Level2Mean[3],26612,1
Study1_Tb3_N100,31,Level2Mean[4],29490,1.0001
Study1_Tb3_N100,31,Level2Mean[5],178,1.0003
Study1_Tb3_N100,31,Level2Mean[6],198,1.0183
Study1_Tb3_N100,31,Level2Mean[7],231,1.0012
Study1_Tb3_N100,31,Level2Mean[8],633,1.0002
Study1_Tb3_N100,31,Level2Sigma[1],1562,1
Study1_Tb3_N100,31,Level2Sigma[2],1333,1.0037
Study1_Tb3_N100,31,Level2Sigma[3],3629,1
Study1_Tb3_N100,31,Level2Sigma[4],5340,1.0007
Study1_Tb3_N100,31,Level2Sigma[5],742,1.0009
Study1_Tb3_N100,31,Level2Sigma[6],521,1.0058
Study1_Tb3_N100,31,Level2Sigma[7],741,1.0092
Study1_Tb3_N100,31,Level2Sigma[8],388,1.0007
Study1_Tb3_N100,31,"sigma_innovation[1,1]",470,1
Study1_Tb3_N100,31,"sigma_innovation[2,1]",669,1
Study1_Tb3_N100,31,"sigma_innovation[1,2]",669,1
Study1_Tb3_N100,31,"sigma_innovation[2,2]",420,1.0081
Study1_Tb3_N100,32,Level2Mean[1],18682,1.0001
Study1_Tb3_N100,32,Level2Mean[2],22257,1
Study1_Tb3_N100,32,Level2Mean[3],25190,1.0002
Study1_Tb3_N100,32,Level2Mean[4],34296,1
Study1_Tb3_N100,32,Level2Mean[5],263,1.0032
Study1_Tb3_N100,32,Level2Mean[6],248,1.0026
Study1_Tb3_N100,32,Level2Mean[7],252,1
Study1_Tb3_N100,32,Level2Mean[8],321,1.001
Study1_Tb3_N100,32,Level2Sigma[1],2545,1.0011
Study1_Tb3_N100,32,Level2Sigma[2],2058,1.0006
Study1_Tb3_N100,32,Level2Sigma[3],7142,1
Study1_Tb3_N100,32,Level2Sigma[4],17793,1
Study1_Tb3_N100,32,Level2Sigma[5],643,1
Study1_Tb3_N100,32,Level2Sigma[6],350,1.0071
Study1_Tb3_N100,32,Level2Sigma[7],685,1.0014
Study1_Tb3_N100,32,Level2Sigma[8],448,1.0003
Study1_Tb3_N100,32,"sigma_innovation[1,1]",687,1.0013
Study1_Tb3_N100,32,"sigma_innovation[2,1]",488,1
Study1_Tb3_N100,32,"sigma_innovation[1,2]",488,1
Study1_Tb3_N100,32,"sigma_innovation[2,2]",638,1.0012
Study1_Tb3_N100,33,Level2Mean[1],16059,1
Study1_Tb3_N100,33,Level2Mean[2],6924,1
Study1_Tb3_N100,33,Level2Mean[3],27151,1.0001
Study1_Tb3_N100,33,Level2Mean[4],26288,1.0001
Study1_Tb3_N100,33,Level2Mean[5],200,1.0015
Study1_Tb3_N100,33,Level2Mean[6],220,1.0001
Study1_Tb3_N100,33,Level2Mean[7],207,1.0027
Study1_Tb3_N100,33,Level2Mean[8],366,1.0001
Study1_Tb3_N100,33,Level2Sigma[1],1091,1.0003
Study1_Tb3_N100,33,Level2Sigma[2],763,1
Study1_Tb3_N100,33,Level2Sigma[3],2533,1.0006
Study1_Tb3_N100,33,Level2Sigma[4],2773,1
Study1_Tb3_N100,33,Level2Sigma[5],499,1.0003
Study1_Tb3_N100,33,Level2Sigma[6],496,1
Study1_Tb3_N100,33,Level2Sigma[7],346,1
Study1_Tb3_N100,33,Level2Sigma[8],460,1.0008
Study1_Tb3_N100,33,"sigma_innovation[1,1]",361,1.0007
Study1_Tb3_N100,33,"sigma_innovation[2,1]",596,1.0018
Study1_Tb3_N100,33,"sigma_innovation[1,2]",596,1.0018
Study1_Tb3_N100,33,"sigma_innovation[2,2]",513,1.0001
Study1_Tb3_N100,34,Level2Mean[1],19229,1.0001
Study1_Tb3_N100,34,Level2Mean[2],21222,1.0001
Study1_Tb3_N100,34,Level2Mean[3],28717,1.0002
Study1_Tb3_N100,34,Level2Mean[4],34387,1
Study1_Tb3_N100,34,Level2Mean[5],135,1.0749
Study1_Tb3_N100,34,Level2Mean[6],263,1.0066
Study1_Tb3_N100,34,Level2Mean[7],300,1.0014
Study1_Tb3_N100,34,Level2Mean[8],272,1.0431
Study1_Tb3_N100,34,Level2Sigma[1],861,1.0154
Study1_Tb3_N100,34,Level2Sigma[2],3209,1
Study1_Tb3_N100,34,Level2Sigma[3],3430,1.0064
Study1_Tb3_N100,34,Level2Sigma[4],12795,1
Study1_Tb3_N100,34,Level2Sigma[5],522,1.0032
Study1_Tb3_N100,34,Level2Sigma[6],553,1
Study1_Tb3_N100,34,Level2Sigma[7],423,1.0007
Study1_Tb3_N100,34,Level2Sigma[8],363,1
Study1_Tb3_N100,34,"sigma_innovation[1,1]",256,1.0363
Study1_Tb3_N100,34,"sigma_innovation[2,1]",831,1.0002
Study1_Tb3_N100,34,"sigma_innovation[1,2]",831,1.0002
Study1_Tb3_N100,34,"sigma_innovation[2,2]",740,1.0032
Study1_Tb3_N100,35,Level2Mean[1],16613,1
Study1_Tb3_N100,35,Level2Mean[2],6497,1
Study1_Tb3_N100,35,Level2Mean[3],19529,1
Study1_Tb3_N100,35,Level2Mean[4],25576,1.0001
Study1_Tb3_N100,35,Level2Mean[5],118,1.0024
Study1_Tb3_N100,35,Level2Mean[6],312,1.0018
Study1_Tb3_N100,35,Level2Mean[7],309,1
Study1_Tb3_N100,35,Level2Mean[8],334,1
Study1_Tb3_N100,35,Level2Sigma[1],813,1.0007
Study1_Tb3_N100,35,Level2Sigma[2],916,1.0003
Study1_Tb3_N100,35,Level2Sigma[3],1042,1.0002
Study1_Tb3_N100,35,Level2Sigma[4],5422,1.0001
Study1_Tb3_N100,35,Level2Sigma[5],424,1.0076
Study1_Tb3_N100,35,Level2Sigma[6],345,1.0021
Study1_Tb3_N100,35,Level2Sigma[7],390,1.0022
Study1_Tb3_N100,35,Level2Sigma[8],534,1.004
Study1_Tb3_N100,35,"sigma_innovation[1,1]",188,1.0027
Study1_Tb3_N100,35,"sigma_innovation[2,1]",689,1.0002
Study1_Tb3_N100,35,"sigma_innovation[1,2]",689,1.0002
Study1_Tb3_N100,35,"sigma_innovation[2,2]",565,1
Study1_Tb3_N100,36,Level2Mean[1],15109,1
Study1_Tb3_N100,36,Level2Mean[2],14802,1.0001
Study1_Tb3_N100,36,Level2Mean[3],25606,1
Study1_Tb3_N100,36,Level2Mean[4],29980,1.0001
Study1_Tb3_N100,36,Level2Mean[5],184,1.0051
Study1_Tb3_N100,36,Level2Mean[6],288,1.0011
Study1_Tb3_N100,36,Level2Mean[7],295,1.0005
Study1_Tb3_N100,36,Level2Mean[8],330,1.0039
Study1_Tb3_N100,36,Level2Sigma[1],1279,1.0005
Study1_Tb3_N100,36,Level2Sigma[2],1836,1.0004
Study1_Tb3_N100,36,Level2Sigma[3],4434,1.0002
Study1_Tb3_N100,36,Level2Sigma[4],8070,1
Study1_Tb3_N100,36,Level2Sigma[5],631,1.0002
Study1_Tb3_N100,36,Level2Sigma[6],545,1.0099
Study1_Tb3_N100,36,Level2Sigma[7],513,1
Study1_Tb3_N100,36,Level2Sigma[8],612,1.0001
Study1_Tb3_N100,36,"sigma_innovation[1,1]",445,1.0022
Study1_Tb3_N100,36,"sigma_innovation[2,1]",999,1
Study1_Tb3_N100,36,"sigma_innovation[1,2]",999,1
Study1_Tb3_N100,36,"sigma_innovation[2,2]",849,1.0009
Study1_Tb3_N100,37,Level2Mean[1],18724,1
Study1_Tb3_N100,37,Level2Mean[2],20859,1
Study1_Tb3_N100,37,Level2Mean[3],25761,1
Study1_Tb3_N100,37,Level2Mean[4],32666,1
Study1_Tb3_N100,37,Level2Mean[5],204,1
Study1_Tb3_N100,37,Level2Mean[6],209,1.0005
Study1_Tb3_N100,37,Level2Mean[7],443,1.0023
Study1_Tb3_N100,37,Level2Mean[8],355,1.0009
Study1_Tb3_N100,37,Level2Sigma[1],1697,1
Study1_Tb3_N100,37,Level2Sigma[2],2140,1
Study1_Tb3_N100,37,Level2Sigma[3],6515,1
Study1_Tb3_N100,37,Level2Sigma[4],14104,1
Study1_Tb3_N100,37,Level2Sigma[5],594,1.0006
Study1_Tb3_N100,37,Level2Sigma[6],495,1
Study1_Tb3_N100,37,Level2Sigma[7],258,1.0004
Study1_Tb3_N100,37,Level2Sigma[8],612,1.0002
Study1_Tb3_N100,37,"sigma_innovation[1,1]",439,1
Study1_Tb3_N100,37,"sigma_innovation[2,1]",866,1.0001
Study1_Tb3_N100,37,"sigma_innovation[1,2]",866,1.0001
Study1_Tb3_N100,37,"sigma_innovation[2,2]",399,1
Study1_Tb3_N100,38,Level2Mean[1],14857,1
Study1_Tb3_N100,38,Level2Mean[2],21167,1.0001
Study1_Tb3_N100,38,Level2Mean[3],24086,1
Study1_Tb3_N100,38,Level2Mean[4],31060,1
Study1_Tb3_N100,38,Level2Mean[5],125,1.0002
Study1_Tb3_N100,38,Level2Mean[6],193,1.0054
Study1_Tb3_N100,38,Level2Mean[7],412,1
Study1_Tb3_N100,38,Level2Mean[8],249,1
Study1_Tb3_N100,38,Level2Sigma[1],720,1
Study1_Tb3_N100,38,Level2Sigma[2],1140,1.0008
Study1_Tb3_N100,38,Level2Sigma[3],1496,1
Study1_Tb3_N100,38,Level2Sigma[4],9801,1.0003
Study1_Tb3_N100,38,Level2Sigma[5],523,1.0016
Study1_Tb3_N100,38,Level2Sigma[6],431,1.0001
Study1_Tb3_N100,38,Level2Sigma[7],404,1.0009
Study1_Tb3_N100,38,Level2Sigma[8],622,1.0027
Study1_Tb3_N100,38,"sigma_innovation[1,1]",229,1.0001
Study1_Tb3_N100,38,"sigma_innovation[2,1]",679,1.0001
Study1_Tb3_N100,38,"sigma_innovation[1,2]",679,1.0001
Study1_Tb3_N100,38,"sigma_innovation[2,2]",440,1.0032
Study1_Tb3_N100,39,Level2Mean[1],25375,1
Study1_Tb3_N100,39,Level2Mean[2],19627,1
Study1_Tb3_N100,39,Level2Mean[3],29709,1
Study1_Tb3_N100,39,Level2Mean[4],30912,1
Study1_Tb3_N100,39,Level2Mean[5],249,1.0001
Study1_Tb3_N100,39,Level2Mean[6],273,1.0035
Study1_Tb3_N100,39,Level2Mean[7],301,1.0034
Study1_Tb3_N100,39,Level2Mean[8],306,1
Study1_Tb3_N100,39,Level2Sigma[1],2434,1.0008
Study1_Tb3_N100,39,Level2Sigma[2],2459,1.0005
Study1_Tb3_N100,39,Level2Sigma[3],4924,1
Study1_Tb3_N100,39,Level2Sigma[4],6742,1.0001
Study1_Tb3_N100,39,Level2Sigma[5],536,1.0003
Study1_Tb3_N100,39,Level2Sigma[6],406,1.0002
Study1_Tb3_N100,39,Level2Sigma[7],491,1.0065
Study1_Tb3_N100,39,Level2Sigma[8],443,1.0007
Study1_Tb3_N100,39,"sigma_innovation[1,1]",502,1.0003
Study1_Tb3_N100,39,"sigma_innovation[2,1]",679,1.0003
Study1_Tb3_N100,39,"sigma_innovation[1,2]",679,1.0003
Study1_Tb3_N100,39,"sigma_innovation[2,2]",735,1.0011
Study1_Tb3_N100,40,Level2Mean[1],21763,1
Study1_Tb3_N100,40,Level2Mean[2],12986,1.0002
Study1_Tb3_N100,40,Level2Mean[3],24345,1
Study1_Tb3_N100,40,Level2Mean[4],29583,1.0001
Study1_Tb3_N100,40,Level2Mean[5],142,1.0063
Study1_Tb3_N100,40,Level2Mean[6],404,1.0005
Study1_Tb3_N100,40,Level2Mean[7],264,1.0004
Study1_Tb3_N100,40,Level2Mean[8],228,1.0018
Study1_Tb3_N100,40,Level2Sigma[1],1424,1.0007
Study1_Tb3_N100,40,Level2Sigma[2],1890,1.0003
Study1_Tb3_N100,40,Level2Sigma[3],2441,1.0005
Study1_Tb3_N100,40,Level2Sigma[4],7385,1
Study1_Tb3_N100,40,Level2Sigma[5],535,1.0001
Study1_Tb3_N100,40,Level2Sigma[6],452,1.0009
Study1_Tb3_N100,40,Level2Sigma[7],538,1
Study1_Tb3_N100,40,Level2Sigma[8],431,1.0004
Study1_Tb3_N100,40,"sigma_innovation[1,1]",277,1.0034
Study1_Tb3_N100,40,"sigma_innovation[2,1]",651,1.0003
Study1_Tb3_N100,40,"sigma_innovation[1,2]",651,1.0003
Study1_Tb3_N100,40,"sigma_innovation[2,2]",985,1
Study1_Tb3_N100,41,Level2Mean[1],11208,1
Study1_Tb3_N100,41,Level2Mean[2],18670,1
Study1_Tb3_N100,41,Level2Mean[3],23946,1
Study1_Tb3_N100,41,Level2Mean[4],33033,1
Study1_Tb3_N100,41,Level2Mean[5],269,1.0001
Study1_Tb3_N100,41,Level2Mean[6],198,1.003
Study1_Tb3_N100,41,Level2Mean[7],256,1.0061
Study1_Tb3_N100,41,Level2Mean[8],292,1.0006
Study1_Tb3_N100,41,Level2Sigma[1],1001,1
Study1_Tb3_N100,41,Level2Sigma[2],1366,1.0004
Study1_Tb3_N100,41,Level2Sigma[3],2852,1.0002
Study1_Tb3_N100,41,Level2Sigma[4],6606,1.0001
Study1_Tb3_N100,41,Level2Sigma[5],416,1.0019
Study1_Tb3_N100,41,Level2Sigma[6],418,1.0007
Study1_Tb3_N100,41,Level2Sigma[7],494,1.0015
Study1_Tb3_N100,41,Level2Sigma[8],567,1.0003
Study1_Tb3_N100,41,"sigma_innovation[1,1]",628,1
Study1_Tb3_N100,41,"sigma_innovation[2,1]",795,1.0004
Study1_Tb3_N100,41,"sigma_innovation[1,2]",795,1.0004
Study1_Tb3_N100,41,"sigma_innovation[2,2]",527,1.0009
Study1_Tb3_N100,42,Level2Mean[1],21317,1
Study1_Tb3_N100,42,Level2Mean[2],22409,1
Study1_Tb3_N100,42,Level2Mean[3],30018,1
Study1_Tb3_N100,42,Level2Mean[4],29429,1
Study1_Tb3_N100,42,Level2Mean[5],177,1.0009
Study1_Tb3_N100,42,Level2Mean[6],191,1
Study1_Tb3_N100,42,Level2Mean[7],221,1.0001
Study1_Tb3_N100,42,Level2Mean[8],263,1.0012
Study1_Tb3_N100,42,Level2Sigma[1],2798,1.0006
Study1_Tb3_N100,42,Level2Sigma[2],1897,1
Study1_Tb3_N100,42,Level2Sigma[3],10080,1.0002
Study1_Tb3_N100,42,Level2Sigma[4],13779,1
Study1_Tb3_N100,42,Level2Sigma[5],605,1.002
Study1_Tb3_N100,42,Level2Sigma[6],505,1.0006
Study1_Tb3_N100,42,Level2Sigma[7],543,1.0002
Study1_Tb3_N100,42,Level2Sigma[8],689,1.0006
Study1_Tb3_N100,42,"sigma_innovation[1,1]",450,1.0012
Study1_Tb3_N100,42,"sigma_innovation[2,1]",528,1
Study1_Tb3_N100,42,"sigma_innovation[1,2]",528,1
Study1_Tb3_N100,42,"sigma_innovation[2,2]",539,1
Study1_Tb3_N100,43,Level2Mean[1],12608,1
Study1_Tb3_N100,43,Level2Mean[2],11304,1
Study1_Tb3_N100,43,Level2Mean[3],26944,1.0001
Study1_Tb3_N100,43,Level2Mean[4],28451,1
Study1_Tb3_N100,43,Level2Mean[5],517,1.0017
Study1_Tb3_N100,43,Level2Mean[6],238,1
Study1_Tb3_N100,43,Level2Mean[7],348,1
Study1_Tb3_N100,43,Level2Mean[8],434,1.0037
Study1_Tb3_N100,43,Level2Sigma[1],1526,1.0014
Study1_Tb3_N100,43,Level2Sigma[2],1344,1
Study1_Tb3_N100,43,Level2Sigma[3],5669,1
Study1_Tb3_N100,43,Level2Sigma[4],7831,1
Study1_Tb3_N100,43,Level2Sigma[5],371,1.0005
Study1_Tb3_N100,43,Level2Sigma[6],624,1.0001
Study1_Tb3_N100,43,Level2Sigma[7],596,1.0006
Study1_Tb3_N100,43,Level2Sigma[8],517,1.0001
Study1_Tb3_N100,43,"sigma_innovation[1,1]",896,1.0004
Study1_Tb3_N100,43,"sigma_innovation[2,1]",907,1.0001
Study1_Tb3_N100,43,"sigma_innovation[1,2]",907,1.0001
Study1_Tb3_N100,43,"sigma_innovation[2,2]",745,1
Study1_Tb3_N100,44,Level2Mean[1],27686,1
Study1_Tb3_N100,44,Level2Mean[2],17022,1
Study1_Tb3_N100,44,Level2Mean[3],32043,1
Study1_Tb3_N100,44,Level2Mean[4],33525,1
Study1_Tb3_N100,44,Level2Mean[5],231,1.026
Study1_Tb3_N100,44,Level2Mean[6],186,1.0161
Study1_Tb3_N100,44,Level2Mean[7],263,1.0074
Study1_Tb3_N100,44,Level2Mean[8],345,1.0068
Study1_Tb3_N100,44,Level2Sigma[1],4625,1.0012
Study1_Tb3_N100,44,Level2Sigma[2],655,1.0055
Study1_Tb3_N100,44,Level2Sigma[3],14371,1.0003
Study1_Tb3_N100,44,Level2Sigma[4],6058,1.0003
Study1_Tb3_N100,44,Level2Sigma[5],533,1.0086
Study1_Tb3_N100,44,Level2Sigma[6],430,1
Study1_Tb3_N100,44,Level2Sigma[7],424,1.0023
Study1_Tb3_N100,44,Level2Sigma[8],564,1.0013
Study1_Tb3_N100,44,"sigma_innovation[1,1]",461,1.0111
Study1_Tb3_N100,44,"sigma_innovation[2,1]",620,1.0001
Study1_Tb3_N100,44,"sigma_innovation[1,2]",620,1.0001
Study1_Tb3_N100,44,"sigma_innovation[2,2]",419,1.0105
Study1_Tb3_N100,45,Level2Mean[1],14060,1
Study1_Tb3_N100,45,Level2Mean[2],14198,1
Study1_Tb3_N100,45,Level2Mean[3],22651,1
Study1_Tb3_N100,45,Level2Mean[4],31381,1
Study1_Tb3_N100,45,Level2Mean[5],204,1.0216
Study1_Tb3_N100,45,Level2Mean[6],189,1.0047
Study1_Tb3_N100,45,Level2Mean[7],209,1.001
Study1_Tb3_N100,45,Level2Mean[8],272,1.0134
Study1_Tb3_N100,45,Level2Sigma[1],1478,1.003
Study1_Tb3_N100,45,Level2Sigma[2],1127,1.0007
Study1_Tb3_N100,45,Level2Sigma[3],4069,1.002
Study1_Tb3_N100,45,Level2Sigma[4],6990,1.0005
Study1_Tb3_N100,45,Level2Sigma[5],611,1.0019
Study1_Tb3_N100,45,Level2Sigma[6],444,1.0001
Study1_Tb3_N100,45,Level2Sigma[7],665,1.0001
Study1_Tb3_N100,45,Level2Sigma[8],509,1.0057
Study1_Tb3_N100,45,"sigma_innovation[1,1]",423,1.0132
Study1_Tb3_N100,45,"sigma_innovation[2,1]",625,1
Study1_Tb3_N100,45,"sigma_innovation[1,2]",625,1
Study1_Tb3_N100,45,"sigma_innovation[2,2]",517,1.002
Study1_Tb3_N100,46,Level2Mean[1],17047,1.0001
Study1_Tb3_N100,46,Level2Mean[2],14625,1.0003
Study1_Tb3_N100,46,Level2Mean[3],29047,1
Study1_Tb3_N100,46,Level2Mean[4],32417,1
Study1_Tb3_N100,46,Level2Mean[5],206,1.0049
Study1_Tb3_N100,46,Level2Mean[6],189,1.0002
