Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N100,68,"sigma_innovation[2,2]",529,1.0016
Study1_Tb3_N100,69,Level2Mean[1],22055,1
Study1_Tb3_N100,69,Level2Mean[2],19689,1
Study1_Tb3_N100,69,Level2Mean[3],24542,1
Study1_Tb3_N100,69,Level2Mean[4],35992,1.0001
Study1_Tb3_N100,69,Level2Mean[5],148,1.0002
Study1_Tb3_N100,69,Level2Mean[6],270,1.0139
Study1_Tb3_N100,69,Level2Mean[7],322,1.0008
Study1_Tb3_N100,69,Level2Mean[8],352,1.0017
Study1_Tb3_N100,69,Level2Sigma[1],2292,1
Study1_Tb3_N100,69,Level2Sigma[2],2141,1.0019
Study1_Tb3_N100,69,Level2Sigma[3],2722,1.0003
Study1_Tb3_N100,69,Level2Sigma[4],12623,1.0004
Study1_Tb3_N100,69,Level2Sigma[5],711,1.0001
Study1_Tb3_N100,69,Level2Sigma[6],468,1.0019
Study1_Tb3_N100,69,Level2Sigma[7],385,1.0002
Study1_Tb3_N100,69,Level2Sigma[8],563,1.0022
Study1_Tb3_N100,69,"sigma_innovation[1,1]",311,1.0002
Study1_Tb3_N100,69,"sigma_innovation[2,1]",771,1
Study1_Tb3_N100,69,"sigma_innovation[1,2]",771,1
Study1_Tb3_N100,69,"sigma_innovation[2,2]",776,1.006
Study1_Tb3_N100,70,Level2Mean[1],15376,1
Study1_Tb3_N100,70,Level2Mean[2],12104,1.0002
Study1_Tb3_N100,70,Level2Mean[3],25003,1
Study1_Tb3_N100,70,Level2Mean[4],33265,1
Study1_Tb3_N100,70,Level2Mean[5],121,1.0015
Study1_Tb3_N100,70,Level2Mean[6],188,1.0025
Study1_Tb3_N100,70,Level2Mean[7],262,1.0002
Study1_Tb3_N100,70,Level2Mean[8],258,1.0018
Study1_Tb3_N100,70,Level2Sigma[1],1313,1.0003
Study1_Tb3_N100,70,Level2Sigma[2],1388,1.0012
Study1_Tb3_N100,70,Level2Sigma[3],1236,1
Study1_Tb3_N100,70,Level2Sigma[4],9840,1.0002
Study1_Tb3_N100,70,Level2Sigma[5],630,1.0017
Study1_Tb3_N100,70,Level2Sigma[6],585,1.0003
Study1_Tb3_N100,70,Level2Sigma[7],337,1.0009
Study1_Tb3_N100,70,Level2Sigma[8],628,1.0011
Study1_Tb3_N100,70,"sigma_innovation[1,1]",236,1.0003
Study1_Tb3_N100,70,"sigma_innovation[2,1]",553,1.0016
Study1_Tb3_N100,70,"sigma_innovation[1,2]",553,1.0016
Study1_Tb3_N100,70,"sigma_innovation[2,2]",471,1.0021
Study1_Tb3_N100,71,Level2Mean[1],21405,1
Study1_Tb3_N100,71,Level2Mean[2],20955,1
Study1_Tb3_N100,71,Level2Mean[3],26008,1
Study1_Tb3_N100,71,Level2Mean[4],34111,1
Study1_Tb3_N100,71,Level2Mean[5],161,1.0128
Study1_Tb3_N100,71,Level2Mean[6],199,1
Study1_Tb3_N100,71,Level2Mean[7],274,1.0049
Study1_Tb3_N100,71,Level2Mean[8],303,1
Study1_Tb3_N100,71,Level2Sigma[1],1363,1.0013
Study1_Tb3_N100,71,Level2Sigma[2],1835,1.0001
Study1_Tb3_N100,71,Level2Sigma[3],4370,1.0003
Study1_Tb3_N100,71,Level2Sigma[4],26232,1
Study1_Tb3_N100,71,Level2Sigma[5],678,1
Study1_Tb3_N100,71,Level2Sigma[6],510,1.0041
Study1_Tb3_N100,71,Level2Sigma[7],620,1.003
Study1_Tb3_N100,71,Level2Sigma[8],543,1.0008
Study1_Tb3_N100,71,"sigma_innovation[1,1]",334,1.0074
Study1_Tb3_N100,71,"sigma_innovation[2,1]",608,1.0023
Study1_Tb3_N100,71,"sigma_innovation[1,2]",608,1.0023
Study1_Tb3_N100,71,"sigma_innovation[2,2]",547,1
Study1_Tb3_N100,72,Level2Mean[1],16938,1
Study1_Tb3_N100,72,Level2Mean[2],17790,1
Study1_Tb3_N100,72,Level2Mean[3],26225,1
Study1_Tb3_N100,72,Level2Mean[4],27084,1
Study1_Tb3_N100,72,Level2Mean[5],168,1.0149
Study1_Tb3_N100,72,Level2Mean[6],258,1.0169
Study1_Tb3_N100,72,Level2Mean[7],245,1.0094
Study1_Tb3_N100,72,Level2Mean[8],341,1.0027
Study1_Tb3_N100,72,Level2Sigma[1],1396,1.0042
Study1_Tb3_N100,72,Level2Sigma[2],2185,1.0035
Study1_Tb3_N100,72,Level2Sigma[3],4663,1.0013
Study1_Tb3_N100,72,Level2Sigma[4],7108,1.0004
Study1_Tb3_N100,72,Level2Sigma[5],694,1.0003
Study1_Tb3_N100,72,Level2Sigma[6],442,1.0002
Study1_Tb3_N100,72,Level2Sigma[7],502,1.006
Study1_Tb3_N100,72,Level2Sigma[8],646,1
Study1_Tb3_N100,72,"sigma_innovation[1,1]",427,1.0086
Study1_Tb3_N100,72,"sigma_innovation[2,1]",746,1.0007
Study1_Tb3_N100,72,"sigma_innovation[1,2]",746,1.0007
Study1_Tb3_N100,72,"sigma_innovation[2,2]",728,1.0065
Study1_Tb3_N100,73,Level2Mean[1],23171,1
Study1_Tb3_N100,73,Level2Mean[2],20451,1
Study1_Tb3_N100,73,Level2Mean[3],29088,1
Study1_Tb3_N100,73,Level2Mean[4],27491,1
Study1_Tb3_N100,73,Level2Mean[5],203,1.0004
Study1_Tb3_N100,73,Level2Mean[6],291,1.0007
Study1_Tb3_N100,73,Level2Mean[7],307,1.0023
Study1_Tb3_N100,73,Level2Mean[8],326,1.0026
Study1_Tb3_N100,73,Level2Sigma[1],2722,1
Study1_Tb3_N100,73,Level2Sigma[2],2202,1.0001
Study1_Tb3_N100,73,Level2Sigma[3],4542,1
Study1_Tb3_N100,73,Level2Sigma[4],15227,1
Study1_Tb3_N100,73,Level2Sigma[5],544,1.0002
Study1_Tb3_N100,73,Level2Sigma[6],390,1.0009
Study1_Tb3_N100,73,Level2Sigma[7],576,1.0041
Study1_Tb3_N100,73,Level2Sigma[8],449,1.0056
Study1_Tb3_N100,73,"sigma_innovation[1,1]",330,1
Study1_Tb3_N100,73,"sigma_innovation[2,1]",511,1.0013
Study1_Tb3_N100,73,"sigma_innovation[1,2]",511,1.0013
Study1_Tb3_N100,73,"sigma_innovation[2,2]",685,1
Study1_Tb3_N100,74,Level2Mean[1],12660,1
Study1_Tb3_N100,74,Level2Mean[2],19745,1.0001
Study1_Tb3_N100,74,Level2Mean[3],25984,1
Study1_Tb3_N100,74,Level2Mean[4],31188,1
Study1_Tb3_N100,74,Level2Mean[5],188,1.0162
Study1_Tb3_N100,74,Level2Mean[6],225,1.0004
Study1_Tb3_N100,74,Level2Mean[7],274,1.0056
Study1_Tb3_N100,74,Level2Mean[8],306,1.0008
Study1_Tb3_N100,74,Level2Sigma[1],1409,1.0051
Study1_Tb3_N100,74,Level2Sigma[2],2662,1
Study1_Tb3_N100,74,Level2Sigma[3],4351,1.0016
Study1_Tb3_N100,74,Level2Sigma[4],8182,1
Study1_Tb3_N100,74,Level2Sigma[5],836,1
Study1_Tb3_N100,74,Level2Sigma[6],744,1.0013
Study1_Tb3_N100,74,Level2Sigma[7],654,1
Study1_Tb3_N100,74,Level2Sigma[8],515,1.0004
Study1_Tb3_N100,74,"sigma_innovation[1,1]",525,1.0084
Study1_Tb3_N100,74,"sigma_innovation[2,1]",706,1.0044
Study1_Tb3_N100,74,"sigma_innovation[1,2]",706,1.0044
Study1_Tb3_N100,74,"sigma_innovation[2,2]",669,1.0001
Study1_Tb3_N100,75,Level2Mean[1],17480,1
Study1_Tb3_N100,75,Level2Mean[2],14807,1
Study1_Tb3_N100,75,Level2Mean[3],24336,1
Study1_Tb3_N100,75,Level2Mean[4],32003,1
Study1_Tb3_N100,75,Level2Mean[5],200,1.0018
Study1_Tb3_N100,75,Level2Mean[6],210,1.0029
Study1_Tb3_N100,75,Level2Mean[7],278,1.0004
Study1_Tb3_N100,75,Level2Mean[8],342,1
Study1_Tb3_N100,75,Level2Sigma[1],1308,1.0003
Study1_Tb3_N100,75,Level2Sigma[2],997,1.0003
Study1_Tb3_N100,75,Level2Sigma[3],3231,1
Study1_Tb3_N100,75,Level2Sigma[4],15356,1
Study1_Tb3_N100,75,Level2Sigma[5],744,1.0002
Study1_Tb3_N100,75,Level2Sigma[6],635,1.0003
Study1_Tb3_N100,75,Level2Sigma[7],561,1
Study1_Tb3_N100,75,Level2Sigma[8],684,1
Study1_Tb3_N100,75,"sigma_innovation[1,1]",438,1.0007
Study1_Tb3_N100,75,"sigma_innovation[2,1]",580,1.0002
Study1_Tb3_N100,75,"sigma_innovation[1,2]",580,1.0002
Study1_Tb3_N100,75,"sigma_innovation[2,2]",582,1.0013
Study1_Tb3_N100,76,Level2Mean[1],24098,1
Study1_Tb3_N100,76,Level2Mean[2],25105,1
Study1_Tb3_N100,76,Level2Mean[3],28461,1
Study1_Tb3_N100,76,Level2Mean[4],34869,1.0001
Study1_Tb3_N100,76,Level2Mean[5],193,1.0127
Study1_Tb3_N100,76,Level2Mean[6],210,1.0012
Study1_Tb3_N100,76,Level2Mean[7],262,1.0149
Study1_Tb3_N100,76,Level2Mean[8],218,1.0018
Study1_Tb3_N100,76,Level2Sigma[1],1607,1.0024
Study1_Tb3_N100,76,Level2Sigma[2],3697,1.0001
Study1_Tb3_N100,76,Level2Sigma[3],8285,1.0004
Study1_Tb3_N100,76,Level2Sigma[4],21368,1.0003
Study1_Tb3_N100,76,Level2Sigma[5],417,1
Study1_Tb3_N100,76,Level2Sigma[6],716,1.0009
Study1_Tb3_N100,76,Level2Sigma[7],583,1.0001
Study1_Tb3_N100,76,Level2Sigma[8],613,1.0069
Study1_Tb3_N100,76,"sigma_innovation[1,1]",369,1.0059
Study1_Tb3_N100,76,"sigma_innovation[2,1]",577,1.0029
Study1_Tb3_N100,76,"sigma_innovation[1,2]",577,1.0029
Study1_Tb3_N100,76,"sigma_innovation[2,2]",566,1.0029
Study1_Tb3_N100,77,Level2Mean[1],13594,1.0001
Study1_Tb3_N100,77,Level2Mean[2],20826,1
Study1_Tb3_N100,77,Level2Mean[3],26448,1.0001
Study1_Tb3_N100,77,Level2Mean[4],30565,1
Study1_Tb3_N100,77,Level2Mean[5],128,1.0068
Study1_Tb3_N100,77,Level2Mean[6],161,1.0007
Study1_Tb3_N100,77,Level2Mean[7],219,1.0091
Study1_Tb3_N100,77,Level2Mean[8],332,1.0038
Study1_Tb3_N100,77,Level2Sigma[1],489,1.0033
Study1_Tb3_N100,77,Level2Sigma[2],1156,1.0007
Study1_Tb3_N100,77,Level2Sigma[3],3356,1.0006
Study1_Tb3_N100,77,Level2Sigma[4],14725,1
Study1_Tb3_N100,77,Level2Sigma[5],678,1
Study1_Tb3_N100,77,Level2Sigma[6],728,1
Study1_Tb3_N100,77,Level2Sigma[7],475,1.0003
Study1_Tb3_N100,77,Level2Sigma[8],536,1
Study1_Tb3_N100,77,"sigma_innovation[1,1]",267,1.0055
Study1_Tb3_N100,77,"sigma_innovation[2,1]",475,1.0068
Study1_Tb3_N100,77,"sigma_innovation[1,2]",475,1.0068
Study1_Tb3_N100,77,"sigma_innovation[2,2]",417,1.0015
Study1_Tb3_N100,78,Level2Mean[1],16065,1
Study1_Tb3_N100,78,Level2Mean[2],17675,1
Study1_Tb3_N100,78,Level2Mean[3],30285,1
Study1_Tb3_N100,78,Level2Mean[4],27510,1
Study1_Tb3_N100,78,Level2Mean[5],194,1.0085
Study1_Tb3_N100,78,Level2Mean[6],251,1.0016
Study1_Tb3_N100,78,Level2Mean[7],244,1.0026
Study1_Tb3_N100,78,Level2Mean[8],572,1
Study1_Tb3_N100,78,Level2Sigma[1],2543,1.002
Study1_Tb3_N100,78,Level2Sigma[2],1438,1
Study1_Tb3_N100,78,Level2Sigma[3],3884,1.0005
Study1_Tb3_N100,78,Level2Sigma[4],6583,1
Study1_Tb3_N100,78,Level2Sigma[5],562,1.0008
Study1_Tb3_N100,78,Level2Sigma[6],585,1.0029
Study1_Tb3_N100,78,Level2Sigma[7],357,1.0045
Study1_Tb3_N100,78,Level2Sigma[8],442,1
Study1_Tb3_N100,78,"sigma_innovation[1,1]",460,1.0054
Study1_Tb3_N100,78,"sigma_innovation[2,1]",601,1.0017
Study1_Tb3_N100,78,"sigma_innovation[1,2]",601,1.0017
Study1_Tb3_N100,78,"sigma_innovation[2,2]",631,1.0005
Study1_Tb3_N100,79,Level2Mean[1],15454,1
Study1_Tb3_N100,79,Level2Mean[2],19722,1
Study1_Tb3_N100,79,Level2Mean[3],21052,1.0001
Study1_Tb3_N100,79,Level2Mean[4],33753,1.0001
Study1_Tb3_N100,79,Level2Mean[5],273,1.0001
Study1_Tb3_N100,79,Level2Mean[6],337,1.0016
Study1_Tb3_N100,79,Level2Mean[7],236,1.001
Study1_Tb3_N100,79,Level2Mean[8],334,1.0035
Study1_Tb3_N100,79,Level2Sigma[1],2647,1
Study1_Tb3_N100,79,Level2Sigma[2],2004,1.0018
Study1_Tb3_N100,79,Level2Sigma[3],2602,1.0001
Study1_Tb3_N100,79,Level2Sigma[4],18212,1.0001
Study1_Tb3_N100,79,Level2Sigma[5],552,1.0017
Study1_Tb3_N100,79,Level2Sigma[6],322,1.0059
Study1_Tb3_N100,79,Level2Sigma[7],461,1.0002
Study1_Tb3_N100,79,Level2Sigma[8],721,1.0004
Study1_Tb3_N100,79,"sigma_innovation[1,1]",745,1.0003
Study1_Tb3_N100,79,"sigma_innovation[2,1]",750,1.0011
Study1_Tb3_N100,79,"sigma_innovation[1,2]",750,1.0011
Study1_Tb3_N100,79,"sigma_innovation[2,2]",1022,1
Study1_Tb3_N100,80,Level2Mean[1],17242,1.0002
Study1_Tb3_N100,80,Level2Mean[2],17507,1
Study1_Tb3_N100,80,Level2Mean[3],28218,1
Study1_Tb3_N100,80,Level2Mean[4],28548,1.0001
Study1_Tb3_N100,80,Level2Mean[5],254,1.0005
Study1_Tb3_N100,80,Level2Mean[6],220,1.009
Study1_Tb3_N100,80,Level2Mean[7],233,1.0005
Study1_Tb3_N100,80,Level2Mean[8],275,1.0137
Study1_Tb3_N100,80,Level2Sigma[1],1416,1.001
Study1_Tb3_N100,80,Level2Sigma[2],1514,1.0004
Study1_Tb3_N100,80,Level2Sigma[3],4715,1
Study1_Tb3_N100,80,Level2Sigma[4],12247,1.0004
Study1_Tb3_N100,80,Level2Sigma[5],463,1.0027
Study1_Tb3_N100,80,Level2Sigma[6],671,1.0028
Study1_Tb3_N100,80,Level2Sigma[7],541,1.0001
Study1_Tb3_N100,80,Level2Sigma[8],647,1.0009
Study1_Tb3_N100,80,"sigma_innovation[1,1]",591,1.0004
Study1_Tb3_N100,80,"sigma_innovation[2,1]",614,1.0048
Study1_Tb3_N100,80,"sigma_innovation[1,2]",614,1.0048
Study1_Tb3_N100,80,"sigma_innovation[2,2]",776,1.0056
Study1_Tb3_N100,81,Level2Mean[1],16376,1
Study1_Tb3_N100,81,Level2Mean[2],20885,1
Study1_Tb3_N100,81,Level2Mean[3],21108,1
Study1_Tb3_N100,81,Level2Mean[4],30742,1.0002
Study1_Tb3_N100,81,Level2Mean[5],178,1.0121
Study1_Tb3_N100,81,Level2Mean[6],153,1.0262
Study1_Tb3_N100,81,Level2Mean[7],212,1.0003
Study1_Tb3_N100,81,Level2Mean[8],202,1.0379
Study1_Tb3_N100,81,Level2Sigma[1],894,1.0021
Study1_Tb3_N100,81,Level2Sigma[2],1254,1.0036
Study1_Tb3_N100,81,Level2Sigma[3],3420,1.0009
Study1_Tb3_N100,81,Level2Sigma[4],13621,1.0006
Study1_Tb3_N100,81,Level2Sigma[5],470,1.004
Study1_Tb3_N100,81,Level2Sigma[6],571,1.0004
Study1_Tb3_N100,81,Level2Sigma[7],489,1
Study1_Tb3_N100,81,Level2Sigma[8],662,1.0013
Study1_Tb3_N100,81,"sigma_innovation[1,1]",408,1.0018
Study1_Tb3_N100,81,"sigma_innovation[2,1]",542,1.004
Study1_Tb3_N100,81,"sigma_innovation[1,2]",542,1.004
Study1_Tb3_N100,81,"sigma_innovation[2,2]",427,1.0122
Study1_Tb3_N100,82,Level2Mean[1],16469,1
Study1_Tb3_N100,82,Level2Mean[2],22332,1
Study1_Tb3_N100,82,Level2Mean[3],23704,1
Study1_Tb3_N100,82,Level2Mean[4],31512,1
Study1_Tb3_N100,82,Level2Mean[5],148,1.0042
Study1_Tb3_N100,82,Level2Mean[6],240,1.0041
Study1_Tb3_N100,82,Level2Mean[7],200,1.0201
Study1_Tb3_N100,82,Level2Mean[8],214,1.014
Study1_Tb3_N100,82,Level2Sigma[1],1578,1
Study1_Tb3_N100,82,Level2Sigma[2],2092,1
Study1_Tb3_N100,82,Level2Sigma[3],2201,1.0007
Study1_Tb3_N100,82,Level2Sigma[4],19025,1.0005
Study1_Tb3_N100,82,Level2Sigma[5],663,1.0062
Study1_Tb3_N100,82,Level2Sigma[6],539,1.0003
Study1_Tb3_N100,82,Level2Sigma[7],712,1.0007
Study1_Tb3_N100,82,Level2Sigma[8],663,1.0006
Study1_Tb3_N100,82,"sigma_innovation[1,1]",356,1.0021
Study1_Tb3_N100,82,"sigma_innovation[2,1]",641,1.014
Study1_Tb3_N100,82,"sigma_innovation[1,2]",641,1.014
Study1_Tb3_N100,82,"sigma_innovation[2,2]",916,1.0067
Study1_Tb3_N100,83,Level2Mean[1],17087,1
Study1_Tb3_N100,83,Level2Mean[2],12426,1
Study1_Tb3_N100,83,Level2Mean[3],27390,1.0001
Study1_Tb3_N100,83,Level2Mean[4],27893,1.0003
Study1_Tb3_N100,83,Level2Mean[5],179,1.0196
Study1_Tb3_N100,83,Level2Mean[6],151,1.0237
Study1_Tb3_N100,83,Level2Mean[7],235,1.0243
Study1_Tb3_N100,83,Level2Mean[8],364,1.0021
Study1_Tb3_N100,83,Level2Sigma[1],2321,1.0024
Study1_Tb3_N100,83,Level2Sigma[2],644,1.0059
Study1_Tb3_N100,83,Level2Sigma[3],11944,1.0003
Study1_Tb3_N100,83,Level2Sigma[4],5006,1.0005
Study1_Tb3_N100,83,Level2Sigma[5],645,1.0014
Study1_Tb3_N100,83,Level2Sigma[6],464,1
Study1_Tb3_N100,83,Level2Sigma[7],435,1.0015
Study1_Tb3_N100,83,Level2Sigma[8],558,1
Study1_Tb3_N100,83,"sigma_innovation[1,1]",451,1.0086
Study1_Tb3_N100,83,"sigma_innovation[2,1]",827,1.0019
Study1_Tb3_N100,83,"sigma_innovation[1,2]",827,1.0019
Study1_Tb3_N100,83,"sigma_innovation[2,2]",342,1.0093
Study1_Tb3_N100,84,Level2Mean[1],18907,1
Study1_Tb3_N100,84,Level2Mean[2],10214,1
Study1_Tb3_N100,84,Level2Mean[3],26074,1
Study1_Tb3_N100,84,Level2Mean[4],27843,1
Study1_Tb3_N100,84,Level2Mean[5],159,1.0133
Study1_Tb3_N100,84,Level2Mean[6],236,1.0055
Study1_Tb3_N100,84,Level2Mean[7],246,1.0102
Study1_Tb3_N100,84,Level2Mean[8],297,1.0012
Study1_Tb3_N100,84,Level2Sigma[1],1314,1.0014
Study1_Tb3_N100,84,Level2Sigma[2],1002,1.001
Study1_Tb3_N100,84,Level2Sigma[3],6486,1.0009
Study1_Tb3_N100,84,Level2Sigma[4],12842,1
Study1_Tb3_N100,84,Level2Sigma[5],667,1.0007
Study1_Tb3_N100,84,Level2Sigma[6],607,1.0028
Study1_Tb3_N100,84,Level2Sigma[7],426,1.0038
Study1_Tb3_N100,84,Level2Sigma[8],546,1.0003
Study1_Tb3_N100,84,"sigma_innovation[1,1]",336,1.0069
Study1_Tb3_N100,84,"sigma_innovation[2,1]",701,1.0022
Study1_Tb3_N100,84,"sigma_innovation[1,2]",701,1.0022
Study1_Tb3_N100,84,"sigma_innovation[2,2]",797,1.0003
Study1_Tb3_N100,85,Level2Mean[1],17022,1.0001
Study1_Tb3_N100,85,Level2Mean[2],24257,1
Study1_Tb3_N100,85,Level2Mean[3],23463,1
Study1_Tb3_N100,85,Level2Mean[4],30333,1
Study1_Tb3_N100,85,Level2Mean[5],200,1.0067
Study1_Tb3_N100,85,Level2Mean[6],288,1.001
Study1_Tb3_N100,85,Level2Mean[7],259,1.0007
Study1_Tb3_N100,85,Level2Mean[8],362,1.0026
Study1_Tb3_N100,85,Level2Sigma[1],1218,1.0018
Study1_Tb3_N100,85,Level2Sigma[2],5040,1
Study1_Tb3_N100,85,Level2Sigma[3],1535,1.001
Study1_Tb3_N100,85,Level2Sigma[4],12204,1
Study1_Tb3_N100,85,Level2Sigma[5],423,1.0092
Study1_Tb3_N100,85,Level2Sigma[6],354,1.0012
Study1_Tb3_N100,85,Level2Sigma[7],247,1.0044
Study1_Tb3_N100,85,Level2Sigma[8],389,1.0023
Study1_Tb3_N100,85,"sigma_innovation[1,1]",309,1.0033
Study1_Tb3_N100,85,"sigma_innovation[2,1]",406,1.0001
Study1_Tb3_N100,85,"sigma_innovation[1,2]",406,1.0001
Study1_Tb3_N100,85,"sigma_innovation[2,2]",499,1.0001
Study1_Tb3_N100,86,Level2Mean[1],18243,1.0001
Study1_Tb3_N100,86,Level2Mean[2],21370,1
Study1_Tb3_N100,86,Level2Mean[3],25611,1
Study1_Tb3_N100,86,Level2Mean[4],32133,1
Study1_Tb3_N100,86,Level2Mean[5],216,1
Study1_Tb3_N100,86,Level2Mean[6],201,1.0034
Study1_Tb3_N100,86,Level2Mean[7],239,1.0034
Study1_Tb3_N100,86,Level2Mean[8],488,1.0007
Study1_Tb3_N100,86,Level2Sigma[1],2008,1.0001
Study1_Tb3_N100,86,Level2Sigma[2],3398,1.0006
Study1_Tb3_N100,86,Level2Sigma[3],5525,1
Study1_Tb3_N100,86,Level2Sigma[4],12774,1.0001
Study1_Tb3_N100,86,Level2Sigma[5],558,1.0015
Study1_Tb3_N100,86,Level2Sigma[6],473,1.001
Study1_Tb3_N100,86,Level2Sigma[7],475,1
Study1_Tb3_N100,86,Level2Sigma[8],324,1
Study1_Tb3_N100,86,"sigma_innovation[1,1]",420,1
Study1_Tb3_N100,86,"sigma_innovation[2,1]",958,1.0011
Study1_Tb3_N100,86,"sigma_innovation[1,2]",958,1.0011
Study1_Tb3_N100,86,"sigma_innovation[2,2]",753,1.0008
Study1_Tb3_N100,87,Level2Mean[1],12577,1.0001
Study1_Tb3_N100,87,Level2Mean[2],19993,1
Study1_Tb3_N100,87,Level2Mean[3],22943,1
Study1_Tb3_N100,87,Level2Mean[4],31860,1
Study1_Tb3_N100,87,Level2Mean[5],211,1.0034
Study1_Tb3_N100,87,Level2Mean[6],175,1.0067
Study1_Tb3_N100,87,Level2Mean[7],281,1.0019
Study1_Tb3_N100,87,Level2Mean[8],270,1.0022
Study1_Tb3_N100,87,Level2Sigma[1],1195,1.0009
Study1_Tb3_N100,87,Level2Sigma[2],1335,1.0015
Study1_Tb3_N100,87,Level2Sigma[3],1738,1.0002
Study1_Tb3_N100,87,Level2Sigma[4],14760,1.0001
Study1_Tb3_N100,87,Level2Sigma[5],573,1.0041
Study1_Tb3_N100,87,Level2Sigma[6],441,1.0091
Study1_Tb3_N100,87,Level2Sigma[7],498,1.0008
Study1_Tb3_N100,87,Level2Sigma[8],491,1.0004
Study1_Tb3_N100,87,"sigma_innovation[1,1]",513,1.0019
Study1_Tb3_N100,87,"sigma_innovation[2,1]",627,1
Study1_Tb3_N100,87,"sigma_innovation[1,2]",627,1
Study1_Tb3_N100,87,"sigma_innovation[2,2]",385,1.0029
Study1_Tb3_N100,88,Level2Mean[1],17089,1
Study1_Tb3_N100,88,Level2Mean[2],14787,1
Study1_Tb3_N100,88,Level2Mean[3],29011,1
Study1_Tb3_N100,88,Level2Mean[4],30960,1
Study1_Tb3_N100,88,Level2Mean[5],118,1.009
Study1_Tb3_N100,88,Level2Mean[6],147,1.0005
Study1_Tb3_N100,88,Level2Mean[7],260,1.0033
Study1_Tb3_N100,88,Level2Mean[8],240,1.0096
Study1_Tb3_N100,88,Level2Sigma[1],637,1.0012
Study1_Tb3_N100,88,Level2Sigma[2],732,1.0002
Study1_Tb3_N100,88,Level2Sigma[3],3100,1.0002
Study1_Tb3_N100,88,Level2Sigma[4],9981,1
Study1_Tb3_N100,88,Level2Sigma[5],515,1
Study1_Tb3_N100,88,Level2Sigma[6],579,1.0013
Study1_Tb3_N100,88,Level2Sigma[7],396,1
Study1_Tb3_N100,88,Level2Sigma[8],448,1.0096
Study1_Tb3_N100,88,"sigma_innovation[1,1]",248,1.0061
Study1_Tb3_N100,88,"sigma_innovation[2,1]",418,1.0007
Study1_Tb3_N100,88,"sigma_innovation[1,2]",418,1.0007
Study1_Tb3_N100,88,"sigma_innovation[2,2]",353,1
Study1_Tb3_N100,89,Level2Mean[1],24098,1
Study1_Tb3_N100,89,Level2Mean[2],16893,1.0007
Study1_Tb3_N100,89,Level2Mean[3],26344,1.0001
Study1_Tb3_N100,89,Level2Mean[4],29771,1
Study1_Tb3_N100,89,Level2Mean[5],155,1
Study1_Tb3_N100,89,Level2Mean[6],192,1.007
Study1_Tb3_N100,89,Level2Mean[7],209,1.0031
Study1_Tb3_N100,89,Level2Mean[8],275,1.0002
Study1_Tb3_N100,89,Level2Sigma[1],2309,1
Study1_Tb3_N100,89,Level2Sigma[2],1040,1.0017
Study1_Tb3_N100,89,Level2Sigma[3],3716,1
Study1_Tb3_N100,89,Level2Sigma[4],8070,1.0003
Study1_Tb3_N100,89,Level2Sigma[5],676,1
Study1_Tb3_N100,89,Level2Sigma[6],604,1.0084
Study1_Tb3_N100,89,Level2Sigma[7],516,1.0021
Study1_Tb3_N100,89,Level2Sigma[8],703,1.0001
Study1_Tb3_N100,89,"sigma_innovation[1,1]",287,1
Study1_Tb3_N100,89,"sigma_innovation[2,1]",503,1.0003
Study1_Tb3_N100,89,"sigma_innovation[1,2]",503,1.0003
Study1_Tb3_N100,89,"sigma_innovation[2,2]",435,1.0021
Study1_Tb3_N100,90,Level2Mean[1],16473,1
Study1_Tb3_N100,90,Level2Mean[2],13964,1
Study1_Tb3_N100,90,Level2Mean[3],25782,1
Study1_Tb3_N100,90,Level2Mean[4],26175,1
Study1_Tb3_N100,90,Level2Mean[5],215,1.001
Study1_Tb3_N100,90,Level2Mean[6],164,1.0129
Study1_Tb3_N100,90,Level2Mean[7],208,1.0063
Study1_Tb3_N100,90,Level2Mean[8],285,1.001
Study1_Tb3_N100,90,Level2Sigma[1],1260,1.0003
Study1_Tb3_N100,90,Level2Sigma[2],1120,1.0033
Study1_Tb3_N100,90,Level2Sigma[3],5530,1.0001
Study1_Tb3_N100,90,Level2Sigma[4],3798,1.0011
Study1_Tb3_N100,90,Level2Sigma[5],435,1.0004
Study1_Tb3_N100,90,Level2Sigma[6],579,1.0005
Study1_Tb3_N100,90,Level2Sigma[7],431,1.0016
Study1_Tb3_N100,90,Level2Sigma[8],526,1.0062
Study1_Tb3_N100,90,"sigma_innovation[1,1]",531,1.0011
Study1_Tb3_N100,90,"sigma_innovation[2,1]",763,1.0008
Study1_Tb3_N100,90,"sigma_innovation[1,2]",763,1.0008
Study1_Tb3_N100,90,"sigma_innovation[2,2]",460,1.0068
Study1_Tb3_N100,91,Level2Mean[1],15114,1.0007
Study1_Tb3_N100,91,Level2Mean[2],22956,1
Study1_Tb3_N100,91,Level2Mean[3],23773,1
Study1_Tb3_N100,91,Level2Mean[4],33937,1
Study1_Tb3_N100,91,Level2Mean[5],177,1.0091
Study1_Tb3_N100,91,Level2Mean[6],232,1
Study1_Tb3_N100,91,Level2Mean[7],225,1.0114
Study1_Tb3_N100,91,Level2Mean[8],292,1.004
Study1_Tb3_N100,91,Level2Sigma[1],1085,1.0048
Study1_Tb3_N100,91,Level2Sigma[2],3982,1
Study1_Tb3_N100,91,Level2Sigma[3],3786,1.0013
Study1_Tb3_N100,91,Level2Sigma[4],18524,1
