"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Mean[11]","Est_Level2Mean[11]","se_Level2Mean[11]","LL_Level2Mean[11]","UL_Level2Mean[11]","cFlag_Level2Mean[11]","pFlag_Level2Mean[11]","Tru_Level2Mean[12]","Est_Level2Mean[12]","se_Level2Mean[12]","LL_Level2Mean[12]","UL_Level2Mean[12]","cFlag_Level2Mean[12]","pFlag_Level2Mean[12]","Tru_Level2Mean[13]","Est_Level2Mean[13]","se_Level2Mean[13]","LL_Level2Mean[13]","UL_Level2Mean[13]","cFlag_Level2Mean[13]","pFlag_Level2Mean[13]","Tru_Level2Mean[14]","Est_Level2Mean[14]","se_Level2Mean[14]","LL_Level2Mean[14]","UL_Level2Mean[14]","cFlag_Level2Mean[14]","pFlag_Level2Mean[14]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_Level2Sigma[11]","Est_Level2Sigma[11]","se_Level2Sigma[11]","LL_Level2Sigma[11]","UL_Level2Sigma[11]","cFlag_Level2Sigma[11]","pFlag_Level2Sigma[11]","Tru_Level2Sigma[12]","Est_Level2Sigma[12]","se_Level2Sigma[12]","LL_Level2Sigma[12]","UL_Level2Sigma[12]","cFlag_Level2Sigma[12]","pFlag_Level2Sigma[12]","Tru_Level2Sigma[13]","Est_Level2Sigma[13]","se_Level2Sigma[13]","LL_Level2Sigma[13]","UL_Level2Sigma[13]","cFlag_Level2Sigma[13]","pFlag_Level2Sigma[13]","Tru_Level2Sigma[14]","Est_Level2Sigma[14]","se_Level2Sigma[14]","LL_Level2Sigma[14]","UL_Level2Sigma[14]","cFlag_Level2Sigma[14]","pFlag_Level2Sigma[14]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
22,3.38008587561722,3.353,0.0574,3.2404,3.4651,1,1,2.6490919557642,2.6507,0.0452,2.5619,2.7391,1,1,6.5592497625802,6.5129,0.0811,6.355,6.6711,1,1,4.79549474076678,4.7982,0.0602,4.6798,4.9168,1,1,8.41991048086296,8.3295,0.0888,8.1546,8.5031,1,1,6.27213639876793,6.2921,0.0689,6.1578,6.4281,1,1,9.29394031721092,9.2282,0.0878,9.055,9.3989,1,1,7.10490577112262,7.1252,0.0715,6.9843,7.2643,1,1,9.68083248283218,9.5519,0.0884,9.3792,9.7252,1,1,7.54002818053297,7.6101,0.0696,7.4732,7.7477,1,1,0.3,0.3072,0.0185,0.2711,0.3438,1,1,0.2,0.1877,0.0168,0.1538,0.2199,1,1,-0.15,-0.1374,0.0155,-0.1675,-0.1065,1,1,-0.1,-0.1013,0.0141,-0.1292,-0.0742,1,1,1.16975723241009,1.1369,0.0462,1.0492,1.2306,1,1,0.818364051334181,0.8647,0.0383,0.7912,0.9404,1,1,1.77224917802126,1.7183,0.061,1.6017,1.8414,1,1,1.22554713982381,1.2396,0.0468,1.1509,1.3347,1,1,1.92749400743346,1.9035,0.0658,1.7798,2.0365,1,1,1.39038469211727,1.4465,0.0518,1.3485,1.5521,1,1,1.96107469695758,1.8721,0.0648,1.7502,2.0028,1,1,1.44296594681151,1.5031,0.0536,1.4021,1.6123,1,1,1.97661392972742,1.8907,0.0663,1.765,2.0258,1,1,1.46479650840188,1.4686,0.0524,1.3699,1.5742,1,1,0.1,0.1014,0.0225,0.0591,0.1458,1,1,0.1,0.088,0.0221,0.0504,0.1329,1,1,0.1,0.1192,0.0208,0.0779,0.1591,1,1,0.1,0.0743,0.0171,0.0451,0.1112,1,1,1,0.9964,0.0163,0.9649,1.0289,1,1,1,1.0052,0.0161,0.9742,1.0369,1,1,0.3,0.302,0.0117,0.2794,0.325,1,1,0.3,0.302,0.0117,0.2794,0.325,1,1
23,3.38008587561722,3.3671,0.0556,3.2575,3.4753,1,1,2.6490919557642,2.6113,0.0444,2.5235,2.6978,1,1,6.5592497625802,6.6724,0.0821,6.5116,6.8332,1,1,4.79549474076678,4.7557,0.0588,4.6399,4.871,1,1,8.41991048086296,8.5017,0.087,8.3305,8.6717,1,1,6.27213639876793,6.1656,0.0641,6.039,6.2913,1,1,9.29394031721092,9.3926,0.0897,9.2157,9.5683,1,1,7.10490577112262,7.0968,0.0675,6.9637,7.2281,1,1,9.68083248283218,9.7899,0.0867,9.6195,9.9598,1,1,7.54002818053297,7.53,0.0676,7.3978,7.6631,1,1,0.3,0.3104,0.0184,0.2741,0.3465,1,1,0.2,0.1853,0.0163,0.1534,0.2171,1,1,-0.15,-0.1702,0.0152,-0.2004,-0.1404,1,1,-0.1,-0.0898,0.014,-0.1175,-0.0622,1,1,1.16975723241009,1.1009,0.0455,1.0149,1.1932,1,1,0.818364051334181,0.8449,0.0376,0.7736,0.9211,1,1,1.77224917802126,1.7411,0.0618,1.6233,1.8653,1,1,1.22554713982381,1.2069,0.0455,1.1206,1.299,1,1,1.92749400743346,1.8414,0.0643,1.7197,1.9706,1,1,1.39038469211727,1.3339,0.049,1.2409,1.4329,1,1,1.96107469695758,1.9106,0.0666,1.7853,2.0461,1,1,1.44296594681151,1.417,0.0515,1.3199,1.522,1,1,1.97661392972742,1.8377,0.0641,1.7162,1.9685,0,1,1.46479650840188,1.4174,0.0515,1.3196,1.5219,1,1,0.1,0.1106,0.0238,0.0649,0.1557,1,1,0.1,0.0929,0.0224,0.0521,0.138,1,1,0.1,0.1004,0.0217,0.0581,0.1421,1,1,0.1,0.0778,0.0169,0.0483,0.1122,1,1,1,0.9865,0.0162,0.9554,1.0187,1,1,1,1.0055,0.016,0.9746,1.0376,1,1,0.3,0.3004,0.0116,0.2779,0.3234,1,1,0.3,0.3004,0.0116,0.2779,0.3234,1,1
24,3.38008587561722,3.3963,0.0576,3.2831,3.5088,1,1,2.6490919557642,2.6162,0.0427,2.5322,2.6992,1,1,6.5592497625802,6.5627,0.081,6.405,6.7236,1,1,4.79549474076678,4.7925,0.0588,4.6781,4.9079,1,1,8.41991048086296,8.4349,0.0859,8.2658,8.6047,1,1,6.27213639876793,6.2841,0.0656,6.1552,6.4132,1,1,9.29394031721092,9.371,0.0924,9.1896,9.5529,1,1,7.10490577112262,7.1342,0.0689,6.9992,7.2677,1,1,9.68083248283218,9.723,0.0886,9.5487,9.8953,1,1,7.54002818053297,7.5649,0.0716,7.425,7.7047,1,1,0.3,0.2926,0.0192,0.256,0.3308,1,1,0.2,0.1886,0.0161,0.1566,0.2198,1,1,-0.15,-0.1502,0.0147,-0.179,-0.1213,1,1,-0.1,-0.0957,0.0152,-0.1257,-0.066,1,1,1.16975723241009,1.1533,0.0466,1.0648,1.2482,1,1,0.818364051334181,0.8001,0.0369,0.7297,0.8742,1,1,1.77224917802126,1.7081,0.0608,1.5935,1.831,1,1,1.22554713982381,1.2148,0.046,1.1278,1.3082,1,1,1.92749400743346,1.8372,0.0642,1.716,1.9684,1,1,1.39038469211727,1.3675,0.0496,1.2733,1.4675,1,1,1.96107469695758,1.9712,0.0682,1.8417,2.1099,1,1,1.44296594681151,1.4616,0.0523,1.362,1.5675,1,1,1.97661392972742,1.9084,0.0666,1.7826,2.0431,1,1,1.46479650840188,1.5072,0.0536,1.4062,1.616,1,1,0.1,0.0996,0.0246,0.0553,0.1487,1,1,0.1,0.094,0.0217,0.0549,0.1376,1,1,0.1,0.0944,0.02,0.0563,0.1341,1,1,0.1,0.1132,0.0206,0.0719,0.1515,1,1,1,1.0005,0.0167,0.9683,1.0337,1,1,1,0.9989,0.0158,0.9685,1.0305,1,1,0.3,0.3002,0.0116,0.2778,0.3232,1,1,0.3,0.3002,0.0116,0.2778,0.3232,1,1
25,3.38008587561722,3.3731,0.0598,3.2566,3.49,1,1,2.6490919557642,2.6941,0.0455,2.6059,2.783,1,1,6.5592497625802,6.4861,0.0868,6.316,6.6558,1,1,4.79549474076678,4.8682,0.0597,4.7499,4.9849,1,1,8.41991048086296,8.3189,0.0924,8.1368,8.5008,1,1,6.27213639876793,6.3381,0.0681,6.2043,6.4715,1,1,9.29394031721092,9.191,0.0943,9.0071,9.3753,1,1,7.10490577112262,7.1805,0.0695,7.0447,7.316,1,1,9.68083248283218,9.5365,0.0959,9.3487,9.7236,1,1,7.54002818053297,7.577,0.0702,7.4387,7.7145,1,1,0.3,0.2874,0.0184,0.251,0.3238,1,1,0.2,0.1976,0.018,0.163,0.2331,1,1,-0.15,-0.1286,0.0159,-0.1592,-0.0968,1,1,-0.1,-0.076,0.0139,-0.1039,-0.0494,1,1,1.16975723241009,1.2113,0.0472,1.1212,1.3066,1,1,0.818364051334181,0.8623,0.0385,0.7887,0.9398,1,1,1.77224917802126,1.8511,0.0644,1.7283,1.9824,1,1,1.22554713982381,1.2156,0.0466,1.1279,1.3106,1,1,1.92749400743346,1.9763,0.0684,1.8466,2.1153,1,1,1.39038469211727,1.4268,0.0526,1.3264,1.5326,1,1,1.96107469695758,2.0175,0.0694,1.8867,2.1591,1,1,1.44296594681151,1.4567,0.0526,1.3577,1.5633,1,1,1.97661392972742,2.0646,0.0705,1.9304,2.2096,1,1,1.46479650840188,1.479,0.0536,1.3778,1.5874,1,1,0.1,0.1152,0.0261,0.0632,0.1646,1,1,0.1,0.1519,0.0223,0.1055,0.1935,0,1,0.1,0.1338,0.0201,0.0936,0.172,1,1,0.1,0.0872,0.019,0.0527,0.1257,1,1,1,0.9886,0.0161,0.9575,1.0208,1,1,1,1.0066,0.0163,0.9751,1.039,1,1,0.3,0.3054,0.0117,0.2829,0.3286,1,1,0.3,0.3054,0.0117,0.2829,0.3286,1,1
26,3.38008587561722,3.3688,0.0574,3.2563,3.4813,1,1,2.6490919557642,2.6082,0.0423,2.5259,2.691,1,1,6.5592497625802,6.6327,0.0816,6.473,6.7932,1,1,4.79549474076678,4.7051,0.0587,4.5905,4.8206,1,1,8.41991048086296,8.3592,0.0893,8.1836,8.5342,1,1,6.27213639876793,6.2101,0.0649,6.0837,6.3382,1,1,9.29394031721092,9.282,0.0908,9.104,9.4603,1,1,7.10490577112262,7.0696,0.0681,6.9365,7.2034,1,1,9.68083248283218,9.6634,0.0929,9.481,9.8457,1,1,7.54002818053297,7.4775,0.0682,7.3438,7.611,1,1,0.3,0.2912,0.0181,0.2565,0.3273,1,1,0.2,0.2034,0.0169,0.1709,0.2363,1,1,-0.15,-0.1378,0.0152,-0.168,-0.1083,1,1,-0.1,-0.0838,0.0151,-0.113,-0.0541,1,1,1.16975723241009,1.1362,0.0458,1.0496,1.2299,1,1,0.818364051334181,0.7877,0.0367,0.7178,0.8606,1,1,1.77224917802126,1.7357,0.0613,1.619,1.8607,1,1,1.22554713982381,1.2013,0.0457,1.114,1.2934,1,1,1.92749400743346,1.9068,0.0657,1.783,2.04,1,1,1.39038469211727,1.3577,0.0495,1.2638,1.4578,1,1,1.96107469695758,1.9608,0.0677,1.8339,2.1005,1,1,1.44296594681151,1.4364,0.0514,1.339,1.5403,1,1,1.97661392972742,1.9917,0.0682,1.8636,2.13,1,1,1.46479650840188,1.4276,0.0513,1.3309,1.5317,1,1,0.1,0.079,0.0202,0.0457,0.1234,1,1,0.1,0.0944,0.0218,0.0556,0.139,1,1,0.1,0.095,0.0204,0.0561,0.1353,1,1,0.1,0.1127,0.0213,0.0686,0.1523,1,1,1,0.9923,0.0165,0.9606,1.0253,1,1,1,0.9781,0.0157,0.9479,1.0094,1,1,0.3,0.292,0.0116,0.2693,0.315,1,1,0.3,0.292,0.0116,0.2693,0.315,1,1
27,3.38008587561722,3.3018,0.0565,3.1912,3.4119,1,1,2.6490919557642,2.5547,0.0432,2.4693,2.639,0,1,6.5592497625802,6.4233,0.0842,6.2579,6.5891,1,1,4.79549474076678,4.735,0.0597,4.6184,4.8529,1,1,8.41991048086296,8.2207,0.0904,8.0424,8.3964,0,1,6.27213639876793,6.1735,0.0643,6.0478,6.2988,1,1,9.29394031721092,9.1441,0.0921,8.9636,9.3234,1,1,7.10490577112262,7.0213,0.067,6.8893,7.1533,1,1,9.68083248283218,9.5095,0.0914,9.3296,9.688,1,1,7.54002818053297,7.4261,0.0685,7.292,7.5612,1,1,0.3,0.2974,0.0186,0.261,0.3351,1,1,0.2,0.1967,0.0167,0.1642,0.2297,1,1,-0.15,-0.1613,0.015,-0.1908,-0.1319,1,1,-0.1,-0.0902,0.0148,-0.1194,-0.0611,1,1,1.16975723241009,1.1242,0.0454,1.0389,1.2161,1,1,0.818364051334181,0.8105,0.0378,0.7374,0.886,1,1,1.77224917802126,1.7876,0.0627,1.6683,1.9145,1,1,1.22554713982381,1.2311,0.0468,1.1423,1.3249,1,1,1.92749400743346,1.9392,0.0677,1.8112,2.0761,1,1,1.39038469211727,1.3384,0.0493,1.246,1.4385,1,1,1.96107469695758,1.9773,0.0687,1.8483,2.1173,1,1,1.44296594681151,1.4092,0.0514,1.3111,1.513,1,1,1.97661392972742,1.9505,0.0679,1.8223,2.0893,1,1,1.46479650840188,1.44,0.0517,1.3415,1.5443,1,1,0.1,0.0897,0.023,0.0493,0.1363,1,1,0.1,0.1023,0.0253,0.0553,0.152,1,1,0.1,0.1119,0.0212,0.0696,0.1524,1,1,0.1,0.1044,0.0208,0.0637,0.1439,1,1,1,1.003,0.0167,0.9709,1.0365,1,1,1,0.9777,0.0158,0.9471,1.009,1,1,0.3,0.3018,0.0116,0.2792,0.3248,1,1,0.3,0.3018,0.0116,0.2792,0.3248,1,1
28,3.38008587561722,3.3704,0.0564,3.2605,3.4805,1,1,2.6490919557642,2.6304,0.0417,2.5472,2.7116,1,1,6.5592497625802,6.5416,0.0814,6.382,6.7017,1,1,4.79549474076678,4.803,0.0582,4.6887,4.9166,1,1,8.41991048086296,8.3381,0.0883,8.165,8.5107,1,1,6.27213639876793,6.2706,0.0641,6.1445,6.3957,1,1,9.29394031721092,9.1789,0.0891,9.0025,9.3538,1,1,7.10490577112262,7.1119,0.0664,6.982,7.2418,1,1,9.68083248283218,9.5732,0.0902,9.3973,9.749,1,1,7.54002818053297,7.5713,0.0678,7.4374,7.7045,1,1,0.3,0.29,0.0177,0.256,0.3243,1,1,0.2,0.187,0.017,0.1533,0.2197,1,1,-0.15,-0.1546,0.0144,-0.1825,-0.1259,1,1,-0.1,-0.0967,0.0146,-0.1248,-0.0683,1,1,1.16975723241009,1.1247,0.0453,1.0385,1.216,1,1,0.818364051334181,0.7709,0.0362,0.7013,0.8428,1,1,1.77224917802126,1.7124,0.0606,1.5975,1.8353,1,1,1.22554713982381,1.1898,0.045,1.1051,1.2816,1,1,1.92749400743346,1.8872,0.0657,1.7625,2.0199,1,1,1.39038469211727,1.3355,0.0485,1.2436,1.4336,1,1,1.96107469695758,1.9168,0.0664,1.7911,2.0508,1,1,1.44296594681151,1.387,0.0504,1.2923,1.4897,1,1,1.97661392972742,1.9299,0.066,1.8043,2.0638,1,1,1.46479650840188,1.43,0.0513,1.3336,1.5336,1,1,0.1,0.0712,0.0173,0.0433,0.11,1,1,0.1,0.1105,0.0229,0.0654,0.1545,1,1,0.1,0.0755,0.0168,0.0471,0.1108,1,1,0.1,0.0905,0.02,0.0528,0.1301,1,1,1,0.989,0.0163,0.9579,1.0211,1,1,1,0.9797,0.0155,0.9499,1.0107,1,1,0.3,0.2929,0.0113,0.2711,0.315,1,1,0.3,0.2929,0.0113,0.2711,0.315,1,1
29,3.38008587561722,3.4122,0.0587,3.2974,3.5267,1,1,2.6490919557642,2.6551,0.0439,2.5691,2.7408,1,1,6.5592497625802,6.583,0.0846,6.4174,6.7511,1,1,4.79549474076678,4.7996,0.0597,4.6837,4.9168,1,1,8.41991048086296,8.3628,0.09,8.1867,8.539,1,1,6.27213639876793,6.3341,0.0667,6.203,6.4644,1,1,9.29394031721092,9.1287,0.0936,8.9441,9.311,1,1,7.10490577112262,7.1712,0.0712,7.0315,7.3101,1,1,9.68083248283218,9.5269,0.0915,9.348,9.7046,1,1,7.54002818053297,7.607,0.0704,7.4679,7.7457,1,1,0.3,0.2852,0.0188,0.2485,0.3224,1,1,0.2,0.215,0.0168,0.1821,0.2485,1,1,-0.15,-0.121,0.0152,-0.1505,-0.0912,1,1,-0.1,-0.1021,0.0147,-0.1309,-0.0735,1,1,1.16975723241009,1.1734,0.047,1.084,1.268,1,1,0.818364051334181,0.826,0.0378,0.7533,0.9022,1,1,1.77224917802126,1.7959,0.0631,1.677,1.9243,1,1,1.22554713982381,1.2205,0.0466,1.1322,1.3144,1,1,1.92749400743346,1.9247,0.0665,1.7986,2.0598,1,1,1.39038469211727,1.3734,0.0503,1.2787,1.4748,1,1,1.96107469695758,2.0127,0.0688,1.8825,2.1541,1,1,1.44296594681151,1.4883,0.0536,1.3868,1.5972,1,1,1.97661392972742,1.9549,0.0673,1.8285,2.0922,1,1,1.46479650840188,1.4737,0.0526,1.3746,1.5796,1,1,0.1,0.1442,0.022,0.0995,0.1865,1,1,0.1,0.0794,0.0198,0.0459,0.1212,1,1,0.1,0.0917,0.0199,0.0536,0.131,1,1,0.1,0.0835,0.0188,0.0503,0.1223,1,1,1,1.0013,0.0164,0.9697,1.0339,1,1,1,1.017,0.0162,0.9855,1.0493,1,1,0.3,0.3146,0.0119,0.2915,0.3381,1,1,0.3,0.3146,0.0119,0.2915,0.3381,1,1
30,3.38008587561722,3.3367,0.0594,3.2207,3.4551,1,1,2.6490919557642,2.6676,0.0443,2.5801,2.7536,1,1,6.5592497625802,6.522,0.0867,6.3514,6.6918,1,1,4.79549474076678,4.8086,0.0577,4.6956,4.9217,1,1,8.41991048086296,8.3347,0.0912,8.1567,8.5136,1,1,6.27213639876793,6.3007,0.0667,6.1704,6.4296,1,1,9.29394031721092,9.2226,0.0905,9.045,9.4001,1,1,7.10490577112262,7.0955,0.0683,6.9605,7.2285,1,1,9.68083248283218,9.6383,0.0942,9.4519,9.8225,1,1,7.54002818053297,7.5182,0.0693,7.3833,7.6542,1,1,0.3,0.2826,0.0178,0.2484,0.3183,1,1,0.2,0.2046,0.0177,0.1703,0.2402,1,1,-0.15,-0.1579,0.0155,-0.1874,-0.1272,1,1,-0.1,-0.1038,0.0145,-0.1322,-0.0758,1,1,1.16975723241009,1.2108,0.0473,1.1219,1.3067,1,1,0.818364051334181,0.8224,0.0382,0.7486,0.8991,1,1,1.77224917802126,1.8609,0.0643,1.7396,1.991,1,1,1.22554713982381,1.171,0.0459,1.084,1.2637,1,1,1.92749400743346,1.9547,0.067,1.8273,2.0898,1,1,1.39038469211727,1.3824,0.0509,1.2861,1.4855,1,1,1.96107469695758,1.9438,0.0667,1.8185,2.0784,1,1,1.44296594681151,1.4285,0.0517,1.3304,1.533,1,1,1.97661392972742,2.0217,0.0691,1.891,2.1615,1,1,1.46479650840188,1.455,0.0526,1.3555,1.5612,1,1,0.1,0.0968,0.0241,0.0526,0.1454,1,1,0.1,0.1327,0.024,0.0817,0.1776,1,1,0.1,0.0836,0.0189,0.0496,0.1223,1,1,0.1,0.0964,0.0206,0.0573,0.137,1,1,1,0.9775,0.016,0.9466,1.0092,1,1,1,1.006,0.016,0.9753,1.0382,1,1,0.3,0.3064,0.0116,0.2839,0.3293,1,1,0.3,0.3064,0.0116,0.2839,0.3293,1,1
31,3.38008587561722,3.3651,0.0602,3.2458,3.4826,1,1,2.6490919557642,2.6344,0.0443,2.5466,2.7212,1,1,6.5592497625802,6.4857,0.0834,6.3223,6.6483,1,1,4.79549474076678,4.771,0.0609,4.652,4.8903,1,1,8.41991048086296,8.3569,0.0908,8.178,8.5342,1,1,6.27213639876793,6.2577,0.0671,6.1269,6.3883,1,1,9.29394031721092,9.2264,0.0929,9.0437,9.4088,1,1,7.10490577112262,7.075,0.0687,6.9393,7.2083,1,1,9.68083248283218,9.6013,0.0961,9.4142,9.7912,1,1,7.54002818053297,7.5231,0.0678,7.3901,7.6556,1,1,0.3,0.3054,0.0181,0.2705,0.3416,1,1,0.2,0.1727,0.0163,0.142,0.2051,1,1,-0.15,-0.1212,0.015,-0.1504,-0.0912,1,1,-0.1,-0.0787,0.0144,-0.1073,-0.05,1,1,1.16975723241009,1.2046,0.0478,1.1137,1.3008,1,1,0.818364051334181,0.8436,0.0371,0.7727,0.918,1,1,1.77224917802126,1.7793,0.0625,1.6613,1.9046,1,1,1.22554713982381,1.2553,0.0466,1.1674,1.3499,1,1,1.92749400743346,1.9333,0.0672,1.806,2.0694,1,1,1.39038469211727,1.4158,0.0509,1.3197,1.5189,1,1,1.96107469695758,1.9951,0.0686,1.8656,2.1356,1,1,1.44296594681151,1.4486,0.0522,1.3501,1.5543,1,1,1.97661392972742,2.0636,0.071,1.93,2.2079,1,1,1.46479650840188,1.4138,0.0508,1.3178,1.5161,1,1,0.1,0.0939,0.0236,0.0526,0.1422,1,1,0.1,0.0975,0.022,0.0544,0.1406,1,1,0.1,0.0894,0.0203,0.0518,0.1297,1,1,0.1,0.0968,0.0201,0.0588,0.1366,1,1,1,1.001,0.0165,0.9688,1.034,1,1,1,0.9908,0.0158,0.9602,1.0229,1,1,0.3,0.3217,0.0118,0.2988,0.3451,1,1,0.3,0.3217,0.0118,0.2988,0.3451,1,1
32,3.38008587561722,3.3716,0.0575,3.2581,3.4839,1,1,2.6490919557642,2.6414,0.0435,2.5551,2.7266,1,1,6.5592497625802,6.5139,0.08,6.3574,6.6716,1,1,4.79549474076678,4.7617,0.0589,4.6465,4.8765,1,1,8.41991048086296,8.3308,0.0859,8.1642,8.4994,1,1,6.27213639876793,6.3267,0.0641,6.2012,6.4537,1,1,9.29394031721092,9.1854,0.0891,9.0123,9.3615,1,1,7.10490577112262,7.0871,0.0689,6.9515,7.2214,1,1,9.68083248283218,9.558,0.0912,9.3786,9.737,1,1,7.54002818053297,7.5645,0.0672,7.4323,7.6964,1,1,0.3,0.2702,0.0183,0.2345,0.3061,1,1,0.2,0.2236,0.017,0.1917,0.2575,1,1,-0.15,-0.1764,0.0148,-0.2053,-0.1479,1,1,-0.1,-0.0671,0.0147,-0.0959,-0.0388,0,1,1.16975723241009,1.1585,0.0458,1.0716,1.2505,1,1,0.818364051334181,0.8023,0.038,0.7286,0.8783,1,1,1.77224917802126,1.688,0.0597,1.5753,1.809,1,1,1.22554713982381,1.1996,0.0465,1.111,1.2934,1,1,1.92749400743346,1.8437,0.0645,1.7213,1.9753,1,1,1.39038469211727,1.3245,0.0498,1.2307,1.4245,1,1,1.96107469695758,1.8982,0.0657,1.7732,2.032,1,1,1.44296594681151,1.4425,0.0527,1.3419,1.5496,1,1,1.97661392972742,1.9523,0.067,1.8268,2.0895,1,1,1.46479650840188,1.4029,0.0515,1.3057,1.5076,1,1,0.1,0.0849,0.0206,0.0496,0.1292,1,1,0.1,0.11,0.0244,0.0623,0.1572,1,1,0.1,0.0899,0.0199,0.0538,0.1316,1,1,0.1,0.1113,0.0189,0.0741,0.1483,1,1,1,0.9822,0.0162,0.9514,1.0147,1,1,1,1.0175,0.0163,0.9859,1.0498,1,1,0.3,0.3062,0.0117,0.2837,0.3295,1,1,0.3,0.3062,0.0117,0.2837,0.3295,1,1
